Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
62,Iloprost,https://www.drugbank.ca/drugs/DB01088,https://www.drugbank.ca/structures/DB01088/thumb.svg,4.8,4.66,360.494,C22H32O4,0.00874,Iloprost is a synthetic analogue of prostacyclin PGI2. Iloprost dilates systemic and pulmonary arterial vascular beds. It is used to treat pulmonary arterial hypertension (PAH).
63,Deserpidine,https://www.drugbank.ca/drugs/DB01089,https://www.drugbank.ca/structures/DB01089/thumb.svg,3.3,16.37,578.6527,C32H38N2O8,0.0111,Deserpidine is an ester alkaloid drug isolated from Rauwolfia canescens (family Apocynaceae) with antipsychotic and antihypertensive properties that has been used for the control of high blood pressure and for the relief of psychotic behavior.
64,Ouabain,https://www.drugbank.ca/drugs/DB01092,https://www.drugbank.ca/structures/DB01092/thumb.svg,-2.0,7.18,584.6525,C29H44O12,4.61,"A cardioactive glycoside consisting of rhamnose and ouabagenin, obtained from the seeds of Strophanthus gratus and other plants of the Apocynaceae; used like digitalis. It is commonly used in cell biological studies as an inhibitor of the NA(+)-K(+)-exchanging ATPase. [PubChem]"
65,Hesperetin,https://www.drugbank.ca/drugs/DB01094,https://www.drugbank.ca/structures/DB01094/thumb.svg,2.6,7.92,302.2788,C16H14O6,0.138,"Hesperetin belongs to the flavanone class of flavonoids. Hesperetin, in the form of its glycoside hesperidin, is the predominant flavonoid in lemons and oranges."
66,Fluvastatin,https://www.drugbank.ca/drugs/DB01095,https://www.drugbank.ca/structures/DB01095/thumb.svg,4.5,4.56,411.4659,C24H26FNO4,0.00441,"Fluvastatin is an antilipemic agent that competitively inhibits hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase. HMG-CoA reductase catalyzes the conversion of HMG-CoA to mevalonic acid, the rate-limiting step in cholesterol biosynthesis. Fluvastatin belongs to a class of medications called statins and is used to reduce plasma cholesterol levels and prevent cardiovascular disease. It is also the first entirely synthetic HMG-CoA reductase inhibitor and is structurally distinct from the fungal derivatives of this therapeutic class."
67,Oxamniquine,https://www.drugbank.ca/drugs/DB01096,https://www.drugbank.ca/structures/DB01096/thumb.svg,2.24,14.55,279.3348,C14H21N3O3,0.124,"An anthelmintic with schistosomicidal activity against Schistosoma mansoni, but not against other Schistosoma spp. Oxamniquine causes worms to shift from the mesenteric veins to the liver where the male worms are retained; the female worms return to the mesentery, but can no longer release eggs. (From Martidale, The Extra Pharmacopoeia, 31st ed, p121)"
68,Leflunomide,https://www.drugbank.ca/drugs/DB01097,https://www.drugbank.ca/structures/DB01097/thumb.svg,2.8,10.41,270.2073,C12H9F3N2O2,0.0844,"Leflunomide is a pyrimidine synthesis inhibitor belonging to the DMARD (disease-modifying antirheumatic drug) class of drugs, which are chemically and pharmacologically very heterogeneous. Leflunomide was approved by FDA and in many other countries (e.g., Canada, Europe) in 1999."
69,Rosuvastatin,https://www.drugbank.ca/drugs/DB01098,https://www.drugbank.ca/structures/DB01098/thumb.svg,0.13,4.0,481.538,C22H28FN3O6S,0.0886,"Rosuvastatin is an antilipemic agent that competitively inhibits hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase. HMG-CoA reducuase catalyzes the conversion of HMG-CoA to mevalonic acid, the rate-limiting step in cholesterol biosynthesis. Rosuvastatin belongs to a class of medications called statins and is used to reduce plasma cholesterol levels and prevent cardiovascular disease."
70,Flucytosine,https://www.drugbank.ca/drugs/DB01099,https://www.drugbank.ca/structures/DB01099/thumb.svg,-1.1,8.16,129.0925,C4H4FN3O,1.92,A fluorinated cytosine analog that is used as an antifungal agent. [PubChem]
71,Pimozide,https://www.drugbank.ca/drugs/DB01100,https://www.drugbank.ca/structures/DB01100/thumb.svg,6.3,12.9,461.5462,C28H29F2N3O,0.00173,"A diphenylbutylpiperidine that is effective as an antipsychotic agent and as an alternative to haloperidol for the suppression of vocal and motor tics in patients with Tourette syndrome. Although the precise mechanism of action is unknown, blockade of postsynaptic dopamine receptors has been postulated. (From AMA Drug Evaluations Annual, 1994, p403)"
72,Capecitabine,https://www.drugbank.ca/drugs/DB01101,https://www.drugbank.ca/structures/DB01101/thumb.svg,0.4,8.23,359.3501,C15H22FN3O6,0.248,"Capecitabine is an orally-administered chemotherapeutic agent used in the treatment of metastatic breast and colorectal cancers. Capecitabine is a prodrug, that is enzymatically converted to fluorouracil (antimetabolite) in the tumor, where it inhibits DNA synthesis and slows growth of tumor tissue."
73,Arbutamine,https://www.drugbank.ca/drugs/DB01102,https://www.drugbank.ca/structures/DB01102/thumb.svg,2.9,8.97,317.3795,C18H23NO4,0.0842,"Arbutamine, administered through a closed-loop, computer-controlled drug-delivery system, is indicated to elicit acute cardiovascular responses, similar to those produced by exercise, in order to aid in diagnosing the presence or absence of coronary artery disease in patients who cannot exercise adequately ."
74,Levocabastine,https://www.drugbank.ca/drugs/DB01106,https://www.drugbank.ca/structures/DB01106/thumb.svg,5.0,3.71,420.528,C26H29FN2O2,0.00347,Levocabastine is a selective second-generation H1-receptor antagonist used for allergic conjunctivitis. Levocabastine was discovered at Janssen Pharmaceutica in 1979.
75,Methyprylon,https://www.drugbank.ca/drugs/DB01107,https://www.drugbank.ca/structures/DB01107/thumb.svg,0.78,14.53,183.2475,C10H17NO2,11.3,"Methyprylon is a sedative of the piperidinedione derivative family. This medicine was used for treating insomnia, but is now rarely used as it has been replaced by newer drugs with less side effects, such as benzodiazepines. Methyprylon was withdrawn from the US market in June 1965 and the Canadian market in September 1990. [Wikipedia]"
76,Trilostane,https://www.drugbank.ca/drugs/DB01108,https://www.drugbank.ca/structures/DB01108/thumb.svg,3.0,5.23,329.4333,C20H27NO3,0.0593,Trilostane is an inhibitor of 3 beta-hydroxysteroid dehydrogenase used in the treatment of Cushing's syndrome. It was withdrawn from the United States market in April 1994. [Wikipedia]
77,Colistimethate,https://www.drugbank.ca/drugs/DB01111,https://www.drugbank.ca/structures/DB01111/thumb.svg,-1.2,-4.3,1634.87,C58H105N16O28S5,4.17,Colistimethate is an antibiotic that has been shown to have bactericidal activity against aerobic gram-negative microorganisms. Colistimethate is particularly indicated when the infection is caused by sensitive strains of Pseudomonas aeruginosa.
78,Cefuroxime,https://www.drugbank.ca/drugs/DB01112,https://www.drugbank.ca/structures/DB01112/thumb.svg,-0.16,3.15,424.385,C16H16N4O8S,0.284,"Broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. It has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus. [PubChem]"
79,Atovaquone,https://www.drugbank.ca/drugs/DB01117,https://www.drugbank.ca/structures/DB01117/thumb.svg,5.8,8.23,366.837,C22H19ClO3,0.000796,A hydroxynaphthoquinone that has antimicrobial activity and is being used in antimalarial protocols. [PubChem]
80,Diazoxide,https://www.drugbank.ca/drugs/DB01119,https://www.drugbank.ca/structures/DB01119/thumb.svg,1.2,10.48,230.671,C8H7ClN2O2S,0.552,"A benzothiadiazine derivative that is a peripheral vasodilator used for hypertensive emergencies. It lacks diuretic effect, apparently because it lacks a sulfonamide group. [PubChem]"
81,Gliclazide,https://www.drugbank.ca/drugs/DB01120,https://www.drugbank.ca/structures/DB01120/thumb.svg,2.6,4.07,323.411,C15H21N3O3S,0.19,"Gliclazide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating &beta; cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic &beta; cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Gliclazide has been shown to decrease fasting plasma glucose, postprandial blood glucose and glycosolated hemoglobin (HbA1c) levels (reflective of the last 8-10 weeks of glucose control). Gliclazide is extensively metabolized by the liver; its metabolites are excreted in both urine (60-70%) and feces (10-20%)."
82,Phenacemide,https://www.drugbank.ca/drugs/DB01121,https://www.drugbank.ca/structures/DB01121/thumb.svg,0.87,11.75,178.1879,C9H10N2O2,1.06,Phenacemide is used to control certain seizures in the treatment of epilepsy. This medicine acts on the central nervous system (CNS) to reduce the number and severity of seizures.
83,Ambenonium,https://www.drugbank.ca/drugs/DB01122,https://www.drugbank.ca/structures/DB01122/thumb.svg,2.27,10.78,537.565,C28H42Cl2N4O2,9.42e-07,Ambenonium is a cholinesterase inhibitor used in the management of myasthenia gravis. [Wikipedia]
84,Tolbutamide,https://www.drugbank.ca/drugs/DB01124,https://www.drugbank.ca/structures/DB01124/thumb.svg,2.34,4.33,270.348,C12H18N2O3S,0.202,"Tolbutamide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It is structurally similar to acetohexamide, chlorpropamide and tolazamide and belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating β cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic β cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Tolbutamide appears to be metabolized in the liver. Tolbutamide and its metabolites are excreted in urine (75-85%) and feces."
85,Anisindione,https://www.drugbank.ca/drugs/DB01125,https://www.drugbank.ca/structures/DB01125/thumb.svg,2.88,4.5,252.2647,C16H12O3,0.0128,"Anisindione is a synthetic anticoagulant and an indanedione derivative. It prevents the formation of active procoagulation factors II, VII, IX, and X, as well as the anticoagulant proteins C and S, in the liver by inhibiting the vitamin K-mediated gamma-carboxylation of precursor proteins."
86,Dutasteride,https://www.drugbank.ca/drugs/DB01126,https://www.drugbank.ca/structures/DB01126/thumb.svg,6.8,12.56,528.5297,C27H30F6N2O2,0.000908,"Dutasteride belongs to a class of drugs called 5-alpha-reductase inhibitors, which block the action of the 5-alpha-reductase enzymes that convert testosterone into dihydrotestosterone (DHT). Finasteride also belongs to this group, but while dutasteride inhibits both isoforms of 5-alpha reductase, finasteride inhibits only one. Even so, a clinical study done by GlaxoSmithKline, the EPICS trial, did not find dutasteride to be more effective than finasteride in treating BPH. [Wikipedia]"
87,Bicalutamide,https://www.drugbank.ca/drugs/DB01128,https://www.drugbank.ca/structures/DB01128/thumb.svg,2.5,11.95,430.373,C18H14F4N2O4S,0.00928,Bicalutamide is an oral non-steroidal anti-androgen for prostate cancer. It binds to the androgen receptor.
88,Rabeprazole,https://www.drugbank.ca/drugs/DB01129,https://www.drugbank.ca/structures/DB01129/thumb.svg,0.6,9.35,359.443,C18H21N3O3S,0.336,"Rabeprazole is an antiulcer drug in the class of proton pump inhibitors. It is a prodrug - in the acid environment of the parietal cells it turns into active sulphenamide form. Rabeprazole inhibits the H+, K+ATPase of the coating gastric cells and dose-dependent oppresses basal and stimulated gastric acid secretion."
89,Prednicarbate,https://www.drugbank.ca/drugs/DB01130,https://www.drugbank.ca/structures/DB01130/thumb.svg,2.9,14.83,488.577,C27H36O8,0.00562,"Prednicarbate is a relatively new topical corticosteroid drug. It is similar in potency to hydrocortisone. It is used in the treatment of inflammatory skin diseases, such as atopic dermatitis. It has a favorable benefit-risk ratio, with an inflammatory action similar to that of a medium potency corticosteroid, but with a low potential to cause skin atrophy. The anti-inflammation action of corticosteroids is associated with the inhibition of the interleukin 1-alpha cytokine within keratinocytes. IL-1a is also found in fibroblasts, where it is responsible for proliferation, collagenase induction and IL-6 synthesis, which are related to skin thickness."
