,Event,TimeControl,endFEN,moves,mated_by,Winner,victory_status,wKing_sqr,bKing_sqr,wQueen_sqr,bQueen_sqr,wRook_sqr,bRook_sqr,wRook2_sqr,bRook2_sqr,wBishop_sqr,bBishop_sqr,wBishop2_sqr,bBishop2_sqr,wKnight_sqr,bKnight_sqr,wKnight2_sqr,bKnight2_sqr,avg_Elo
68,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,8/2p1R1R1/p6k/1p4p1/3P4/1PP4Q/1P4PP/6K1 b - - 2 40,40,Queen,white,mate,"(7, 6)","(2, 7)","(5, 7)","(None, None)","(1, 4)","(None, None)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1772.0
69,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,3k1r2/pp4pp/4q3/2bN4/8/8/PPP5/1K6 w - - 0 31,31,,black,resign,"(7, 1)","(0, 3)","(None, None)","(2, 4)","(None, None)","(0, 5)","(None, None)","(None, None)","(None, None)","(3, 2)","(None, None)","(None, None)","(3, 3)","(None, None)","(None, None)","(None, None)",1664.0
70,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,5k2/5P2/4PK2/7p/6pP/8/2b5/8 b - - 1 59,59,,white,outoftime,"(2, 5)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(6, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1961.0
71,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/pp6/5k2/3Rn3/2q2nb1/2P5/PP3PP1/R4KNQ w - - 1 27,27,,black,outoftime,"(7, 5)","(2, 5)","(7, 7)","(4, 2)","(3, 3)","(None, None)","(7, 0)","(None, None)","(None, None)","(4, 6)","(None, None)","(None, None)","(7, 6)","(3, 4)","(None, None)","(4, 5)",1397.0
72,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,7k/pp5Q/1bp4p/8/8/3B2P1/PPP4P/7K b - - 2 27,27,Queen,white,mate,"(7, 7)","(0, 7)","(1, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 3)","(2, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1798.5
73,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/6k1/p5P1/1p2K3/2p5/P7/8/8 w - - 1 58,58,,black,outoftime,"(3, 4)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1703.5
74,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1,,white,resign,"(7, 4)","(0, 4)","(7, 3)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(0, 7)","(7, 2)","(0, 2)","(7, 5)","(0, 5)","(7, 1)","(0, 1)","(7, 6)","(0, 6)",1935.5
75,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,r4b2/pp4k1/3pnp2/2pP1PqK/8/1P2R3/2P5/3N4 w - - 2 35,35,Queen,black,mate,"(3, 7)","(1, 6)","(None, None)","(3, 6)","(5, 4)","(0, 0)","(None, None)","(None, None)","(None, None)","(0, 5)","(None, None)","(None, None)","(7, 3)","(2, 4)","(None, None)","(None, None)",2068.5
76,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,2r5/8/3p2p1/3kpp2/4n3/2P3PP/2P4K/8 w - - 0 53,53,,black,resign,"(6, 7)","(3, 3)","(None, None)","(None, None)","(None, None)","(0, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(4, 4)","(None, None)","(None, None)",2052.0
77,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,6k1/pp3pp1/6p1/8/1P3N1r/4Bq1P/3R1P1K/8 b - - 9 31,31,,white,outoftime,"(6, 7)","(0, 6)","(None, None)","(5, 5)","(6, 3)","(4, 7)","(None, None)","(None, None)","(5, 4)","(None, None)","(None, None)","(None, None)","(4, 5)","(None, None)","(None, None)","(None, None)",1818.5
78,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,8/1b2Np1k/p1q3rp/1p2p3/1P6/6P1/1PP2Q1P/2KR4 b - - 1 31,31,,white,resign,"(7, 2)","(1, 7)","(6, 5)","(2, 2)","(7, 3)","(2, 6)","(None, None)","(None, None)","(None, None)","(1, 1)","(None, None)","(None, None)","(1, 4)","(None, None)","(None, None)","(None, None)",1874.5
79,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,3Q2k1/1r3r1p/6p1/p4n2/5B2/7P/P4PP1/1R2RK2 b - - 0 29,29,,white,resign,"(7, 5)","(0, 6)","(0, 3)","(None, None)","(7, 1)","(1, 1)","(7, 4)","(1, 5)","(4, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 5)","(None, None)","(None, None)",1663.0
80,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,6k1/pp1r1ppp/8/3K4/3R4/PPq4P/6P1/4r3 w - - 0 32,32,Rook,black,mate,"(3, 3)","(0, 6)","(None, None)","(5, 2)","(4, 3)","(1, 3)","(None, None)","(7, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1742.0
81,Rated Bullet game,30+0,7k/p5pp/8/8/5p2/2Pp1P1P/P7/4K3 b - - 1 40,40,,white,outoftime,"(7, 4)","(0, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2424.0
82,Rated Correspondence game,-,5k1r/1p3p1p/p2p2p1/3P1b1n/8/1P5N/P2P1PPP/b3q1K1 w - - 0 25,25,Queen,black,mate,"(7, 6)","(0, 5)","(None, None)","(7, 4)","(None, None)","(0, 7)","(None, None)","(None, None)","(None, None)","(3, 5)","(None, None)","(7, 0)","(5, 7)","(3, 7)","(None, None)","(None, None)",1281.5
83,Rated Blitz game,300+4,r6r/1ppN2Rp/p3pk2/2P2p2/4b3/2P5/PP3P1P/4K3 b - - 2 19,19,,black,resign,"(7, 4)","(2, 5)","(None, None)","(None, None)","(1, 6)","(0, 0)","(None, None)","(0, 7)","(None, None)","(4, 4)","(None, None)","(None, None)","(1, 3)","(None, None)","(None, None)","(None, None)",1374.0
84,Rated Classical game,600+0,2bk1bnr/R3pppp/8/8/2pP4/4PN2/1P3PPP/2B1KB1R b K - 2 13,13,,white,outoftime,"(7, 4)","(0, 3)","(None, None)","(None, None)","(1, 0)","(0, 7)","(7, 7)","(None, None)","(7, 2)","(0, 2)","(7, 5)","(0, 5)","(5, 5)","(0, 6)","(None, None)","(None, None)",1743.5
85,Rated Classical game,480+0,r4r1k/pppQ2pp/8/8/3P4/4P1b1/PPPN3P/R2KqB2 w - - 1 19,19,Queen,black,mate,"(7, 3)","(0, 7)","(1, 3)","(7, 4)","(7, 0)","(0, 0)","(None, None)","(0, 5)","(7, 5)","(5, 6)","(None, None)","(None, None)","(6, 3)","(None, None)","(None, None)","(None, None)",1877.0
86,Rated Classical game,600+0,rnb3k1/ppp2ppp/3p4/8/1Q3B2/2P5/PPq2RPP/R2BrNK1 b - - 9 18,18,,white,outoftime,"(7, 6)","(0, 6)","(4, 1)","(6, 2)","(6, 5)","(0, 0)","(7, 0)","(7, 4)","(4, 5)","(0, 2)","(7, 3)","(None, None)","(7, 5)","(0, 1)","(None, None)","(None, None)",1168.5
87,Rated Bullet game,60+0,1r4k1/6p1/1bq5/3p1p1p/3PpP1P/rN2P1P1/P4K2/R4B2 w - - 0 25,25,,black,resign,"(6, 5)","(0, 6)","(None, None)","(2, 2)","(7, 0)","(0, 1)","(None, None)","(5, 0)","(7, 5)","(2, 1)","(None, None)","(None, None)","(5, 1)","(None, None)","(None, None)","(None, None)",1910.5
88,Rated Bullet game,120+0,8/3P2p1/1pk1Pn2/p3K1p1/P6p/3N2P1/7P/8 b - - 0 43,43,,white,outoftime,"(3, 4)","(2, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 3)","(2, 5)","(None, None)","(None, None)",1701.5
89,Rated Classical game,300+6,8/6Q1/p2p4/5kB1/5P1P/P7/1PP4K/8 b - - 0 39,39,,white,resign,"(6, 7)","(3, 5)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1609.0
90,Rated Bullet game,120+0,2b2Q1k/p5pp/6r1/3Bpp2/7q/1P5P/P1P3P1/3R1R1K b - - 0 34,34,Queen,white,mate,"(7, 7)","(0, 7)","(0, 5)","(4, 7)","(7, 3)","(2, 6)","(7, 5)","(None, None)","(3, 3)","(0, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1883.5
91,Rated Bullet game,30+0,6k1/p5pp/2p5/7P/4b1P1/KP6/P7/4r3 w - - 0 31,31,,black,resign,"(5, 0)","(0, 6)","(None, None)","(None, None)","(None, None)","(7, 4)","(None, None)","(None, None)","(None, None)","(4, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2378.5
92,Rated Bullet game,45+1,r2r2k1/3n2b1/p2p4/1p2pBq1/5p2/2P2P2/PP2NQ1P/6RK b - - 1 27,27,,white,outoftime,"(7, 7)","(0, 6)","(6, 5)","(3, 6)","(7, 6)","(0, 0)","(None, None)","(0, 3)","(3, 5)","(1, 6)","(None, None)","(None, None)","(6, 4)","(1, 3)","(None, None)","(None, None)",1374.0
93,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/2r5/2NpPk2/bP1P1Pp1/2P3P1/1K6/6R1/8 b - - 2 53,53,,white,outoftime,"(5, 1)","(2, 5)","(None, None)","(None, None)","(6, 6)","(1, 2)","(None, None)","(None, None)","(None, None)","(3, 0)","(None, None)","(None, None)","(2, 2)","(None, None)","(None, None)","(None, None)",2117.0
94,Rated Classical game,480+2,r2q2k1/n1p1bpBn/3p3Q/p3p3/2P1P3/P1pP1N2/1PK1BP2/6RR b - - 2 23,23,,white,resign,"(6, 2)","(0, 6)","(2, 7)","(0, 3)","(7, 6)","(0, 0)","(7, 7)","(None, None)","(1, 6)","(1, 4)","(6, 4)","(None, None)","(5, 5)","(1, 0)","(None, None)","(1, 7)",1753.0
95,Rated Correspondence game,-,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1,,white,outoftime,"(7, 4)","(0, 4)","(7, 3)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(0, 7)","(7, 2)","(0, 2)","(7, 5)","(0, 5)","(7, 1)","(0, 1)","(7, 6)","(0, 6)",1506.5
96,Rated Blitz game,300+3,5R1k/ppp3p1/3p2r1/3P2Q1/1P1PP2P/P7/2N5/R5K1 b - - 0 31,31,,white,resign,"(7, 6)","(0, 7)","(3, 6)","(None, None)","(0, 5)","(2, 6)","(7, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(6, 2)","(None, None)","(None, None)","(None, None)",1688.5
97,Rated Bullet game,0+1,4r1k1/p1R4p/4P1p1/8/5p2/5B2/r1P2K2/4R3 w - - 0 31,31,,black,outoftime,"(6, 5)","(0, 6)","(None, None)","(None, None)","(1, 2)","(0, 4)","(7, 4)","(6, 0)","(5, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1606.5
98,Rated Classical game,900+0,r2q3k/p4p1Q/1p1p1N1p/2pPr3/2P5/P6P/1P3PP1/R4RK1 b - - 2 26,26,Queen,white,mate,"(7, 6)","(0, 7)","(1, 7)","(0, 3)","(7, 0)","(0, 0)","(7, 5)","(3, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 5)","(None, None)","(None, None)","(None, None)",1415.0
99,Rated Blitz game,180+2,r1b1k3/2p4p/p2b2N1/1p4BQ/3Pp3/1P4q1/1PPN2P1/R6K b q - 0 18,18,,white,outoftime,"(7, 7)","(0, 4)","(3, 7)","(5, 6)","(7, 0)","(0, 0)","(None, None)","(None, None)","(3, 6)","(0, 2)","(None, None)","(2, 3)","(2, 6)","(None, None)","(6, 3)","(None, None)",1647.0
100,Rated Classical game,900+7,7r/kQ1R4/p1p3p1/4p2p/4q3/8/P1P5/1K3R2 b - - 0 35,35,Queen,white,mate,"(7, 1)","(1, 0)","(1, 1)","(4, 4)","(1, 3)","(0, 7)","(7, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1162.5
101,Rated Bullet game,0+2,5rk1/5p1p/np4p1/3q4/1P6/P5P1/7P/5RK1 w - - 0 37,37,,black,resign,"(7, 6)","(0, 6)","(None, None)","(3, 3)","(7, 5)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 0)","(None, None)","(None, None)",1780.5
102,Rated Blitz game,300+0,4r3/2R2Q2/p2P2k1/1p4q1/4p1Nn/P4p1P/1P3P2/3R2K1 b - - 0 36,36,Queen,white,mate,"(7, 6)","(2, 6)","(1, 5)","(3, 6)","(1, 2)","(0, 4)","(7, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(4, 6)","(4, 7)","(None, None)","(None, None)",1814.0
103,Rated Classical tournament https://lichess.org/tournament/whc7Blcq,600+0,r1b1r1k1/1pq3pp/p1p1ppn1/4P3/2P5/5NB1/PP3PPP/1BRQR1K1 b - - 0 17,17,,white,resign,"(7, 6)","(0, 6)","(7, 3)","(1, 2)","(7, 2)","(0, 0)","(7, 4)","(0, 4)","(5, 6)","(0, 2)","(7, 1)","(None, None)","(5, 5)","(2, 6)","(None, None)","(None, None)",1876.5
104,Rated Classical game,600+0,2k5/1p6/pn3r2/7r/1K1P4/PBN5/1PP5/8 b - - 7 46,46,,white,outoftime,"(4, 1)","(0, 2)","(None, None)","(None, None)","(None, None)","(2, 5)","(None, None)","(3, 7)","(5, 1)","(None, None)","(None, None)","(None, None)","(5, 2)","(2, 1)","(None, None)","(None, None)",1427.0
105,Rated Classical game,600+10,5R2/8/8/2p4r/2P3np/6k1/3K4/8 w - - 10 58,58,,black,resign,"(6, 3)","(5, 6)","(None, None)","(None, None)","(0, 5)","(3, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(4, 6)","(None, None)","(None, None)",1598.5
106,Rated Blitz game,180+0,8/6Q1/1pk2pp1/5p1p/8/1P2PP1P/5PK1/8 b - - 0 35,35,,white,resign,"(6, 6)","(2, 2)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1737.5
107,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,R7/8/5p2/4p3/8/r2P1P2/pk1K1P2/8 b - - 3 56,56,,white,outoftime,"(6, 3)","(6, 1)","(None, None)","(None, None)","(0, 0)","(5, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1638.0
108,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,4k3/5p2/6p1/B2R4/2r1K1PP/1r2P3/8/8 w - - 1 55,55,,black,outoftime,"(4, 4)","(0, 4)","(None, None)","(None, None)","(3, 3)","(4, 2)","(None, None)","(5, 1)","(3, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1912.5
109,Rated Bullet game,120+1,r2r2k1/4bppp/4p3/8/4q3/P1B2P2/BP4PP/4R2K b - - 0 26,26,,black,resign,"(7, 7)","(0, 6)","(None, None)","(4, 4)","(7, 4)","(0, 0)","(None, None)","(0, 3)","(5, 2)","(1, 4)","(6, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1563.5
110,Rated Blitz game,300+0,3r1k2/5RR1/7p/1p6/p7/n5KP/P4PP1/2q4r b - - 10 45,45,,draw,draw,"(5, 6)","(0, 5)","(None, None)","(7, 2)","(1, 5)","(0, 3)","(1, 6)","(7, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 0)","(None, None)","(None, None)",1560.5
111,Rated Blitz game,300+0,8/r1q1k3/1b1p1p1p/p1pPpPpP/RpP1K1P1/1P1P4/Q7/8 b - - 100 87,87,,draw,draw,"(4, 4)","(1, 4)","(6, 0)","(1, 2)","(4, 0)","(1, 0)","(None, None)","(None, None)","(None, None)","(2, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1818.0
112,Rated Bullet game,0+2,8/2P5/1P1k4/P7/5P1p/4BK1P/8/8 b - - 0 64,64,,white,resign,"(5, 5)","(2, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1854.0
113,Rated Classical game,540+5,8/5p2/1P6/7p/k2p4/3K2P1/5P1P/8 b - - 0 44,44,,white,resign,"(5, 3)","(4, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1829.0
114,Rated Blitz game,300+0,8/4kr2/p2p2p1/2pPp1Pp/P3P2P/1rp1BnN1/R4PK1/5R2 w - - 2 42,42,,black,outoftime,"(6, 6)","(1, 4)","(None, None)","(None, None)","(6, 0)","(1, 5)","(7, 5)","(5, 1)","(5, 4)","(None, None)","(None, None)","(None, None)","(5, 6)","(5, 5)","(None, None)","(None, None)",1424.0
115,Rated Classical game,600+0,r2q1rk1/4Np1p/p1b3p1/1pp1Q3/3p1N2/3P4/PPP2PPP/R1B1K2R b KQ - 0 17,17,,white,resign,"(7, 4)","(0, 6)","(3, 4)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(0, 5)","(7, 2)","(2, 2)","(None, None)","(None, None)","(1, 4)","(None, None)","(4, 5)","(None, None)",1350.0
116,Rated Blitz game,300+0,7r/5k2/2Qb2p1/2p4p/Pp6/1P6/6PP/2R1R1K1 b - - 0 28,28,,white,outoftime,"(7, 6)","(1, 5)","(2, 2)","(None, None)","(7, 2)","(0, 7)","(7, 4)","(None, None)","(None, None)","(2, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",928.5
117,Rated Bullet game,60+0,r2qk3/pp1nbpp1/4pn1r/2p5/2P4P/3P4/PP3PP1/RN2KB1R w KQq - 0 13,13,,black,outoftime,"(7, 4)","(0, 4)","(None, None)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(2, 7)","(7, 5)","(1, 4)","(None, None)","(None, None)","(7, 1)","(1, 3)","(None, None)","(2, 5)",1543.0
118,Rated Bullet game,60+0,5q2/1bR5/pp4pk/3pP3/7Q/P6P/1P3PP1/6K1 b - - 3 37,37,Queen,white,mate,"(7, 6)","(2, 7)","(4, 7)","(0, 5)","(1, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1637.0
119,Rated Bullet game,0+1,1r3rk1/1p3p2/p5p1/4p2p/P1NqP1nK/Q2P2P1/8/5R2 w - - 0 27,27,,black,outoftime,"(4, 7)","(0, 6)","(5, 0)","(4, 3)","(7, 5)","(0, 1)","(None, None)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(4, 2)","(4, 6)","(None, None)","(None, None)",1801.5
120,Rated Bullet game,60+0,4r1k1/5ppp/8/8/1R3P2/1p4P1/6K1/8 b - - 1 38,38,,white,outoftime,"(6, 6)","(0, 6)","(None, None)","(None, None)","(4, 1)","(0, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1421.0
121,Rated Blitz game,180+0,1Q5k/6pp/5p2/4p3/8/6P1/P3N2P/5RK1 b - - 0 31,31,Queen,white,mate,"(7, 6)","(0, 7)","(0, 1)","(None, None)","(7, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(6, 4)","(None, None)","(None, None)","(None, None)",2013.5
122,Rated Blitz game,120+5,8/1p6/4p1p1/1p1pk3/5Q2/6PK/r2p4/8 b - - 1 40,40,Queen,white,mate,"(5, 7)","(3, 4)","(4, 5)","(None, None)","(None, None)","(6, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1906.0
123,Rated Bullet tournament https://lichess.org/tournament/zZujj7GM,30+0,4rk2/pp3RR1/6pp/5p2/8/P1P1P2P/1P3PP1/7K b - - 2 30,30,Rook,white,mate,"(7, 7)","(0, 5)","(None, None)","(None, None)","(1, 5)","(0, 4)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1955.0
124,Rated Bullet game,60+0,8/8/8/8/8/k1K5/pQ6/8 b - - 0 66,66,,white,outoftime,"(5, 2)","(5, 0)","(6, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1694.5
125,Rated Bullet tournament https://lichess.org/tournament/zZujj7GM,30+0,1k1r4/pp3R2/3p4/3P1Bp1/1pPp4/1N4r1/1P2K3/5R2 b - - 1 27,27,,white,outoftime,"(6, 4)","(0, 1)","(None, None)","(None, None)","(1, 5)","(0, 3)","(7, 5)","(5, 6)","(3, 5)","(None, None)","(None, None)","(None, None)","(5, 1)","(None, None)","(None, None)","(None, None)",1704.5
126,Rated Bullet tournament https://lichess.org/tournament/zZujj7GM,30+0,4r3/pp2r3/2p2kR1/3p4/5P2/3P1K2/P3p2P/2R5 b - - 0 35,35,,white,outoftime,"(5, 5)","(2, 5)","(None, None)","(None, None)","(2, 6)","(0, 4)","(7, 2)","(1, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1921.5
127,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,5rk1/ppq3pQ/2pNpR2/2P3N1/1n1P4/8/PP4PP/6K1 b - - 2 22,22,Queen,white,mate,"(7, 6)","(0, 6)","(1, 7)","(1, 2)","(2, 5)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 3)","(4, 1)","(3, 6)","(None, None)",1587.0
128,Rated Bullet tournament https://lichess.org/tournament/zZujj7GM,30+0,8/8/7R/5k1P/8/P2K4/5P2/8 b - - 0 53,53,,white,outoftime,"(5, 3)","(3, 5)","(None, None)","(None, None)","(2, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1857.5
129,Rated Bullet game,60+0,2k4r/ppp1q2p/4p1pQ/1b1p4/5P2/1P1P3R/P1P4P/RN4K1 w - - 0 24,24,,black,outoftime,"(7, 6)","(0, 2)","(2, 7)","(1, 4)","(5, 7)","(0, 7)","(7, 0)","(None, None)","(None, None)","(3, 1)","(None, None)","(None, None)","(7, 1)","(None, None)","(None, None)","(None, None)",1275.0
130,Rated Blitz game,300+0,r1b1k2B/pp2b3/n1p2p1p/6P1/3qP3/PP1P3P/2PQB1P1/R4R1K b q - 1 21,21,,white,outoftime,"(7, 7)","(0, 4)","(6, 3)","(4, 3)","(7, 0)","(0, 0)","(7, 5)","(None, None)","(0, 7)","(0, 2)","(6, 4)","(1, 4)","(None, None)","(2, 0)","(None, None)","(None, None)",1167.0
131,Rated Classical game,900+0,r2n1rk1/p5pp/1p2p3/2p1Nn2/8/4B3/PPP2PPP/3RR1K1 w - - 4 17,17,,black,outoftime,"(7, 6)","(0, 6)","(None, None)","(None, None)","(7, 3)","(0, 0)","(7, 4)","(0, 5)","(5, 4)","(None, None)","(None, None)","(None, None)","(3, 4)","(0, 3)","(None, None)","(3, 5)",1392.0
132,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,6rk/1p3p1p/p1q2p2/8/5P1P/8/PP3QPK/8 w - - 2 33,33,,black,resign,"(6, 7)","(0, 7)","(6, 5)","(2, 2)","(None, None)","(0, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1905.5
133,Rated Blitz game,240+0,4rrk1/1ppn1pRq/p2p3p/3P4/3BP3/2N4P/PP4P1/R4QK1 b - - 0 26,26,,white,outoftime,"(7, 6)","(0, 6)","(7, 5)","(1, 7)","(1, 6)","(0, 4)","(7, 0)","(0, 5)","(4, 3)","(None, None)","(None, None)","(None, None)","(5, 2)","(1, 3)","(None, None)","(None, None)",1783.5
134,Rated Classical game,480+0,3r4/B1pq1ppr/R1k5/4n3/4P3/1QP3Pb/3P2BP/5RK1 b - - 3 20,20,Rook,white,mate,"(7, 6)","(2, 2)","(5, 1)","(1, 3)","(2, 0)","(0, 3)","(7, 5)","(1, 7)","(1, 0)","(5, 7)","(6, 6)","(None, None)","(None, None)","(3, 4)","(None, None)","(None, None)",1708.0
135,Rated Bullet game,30+0,8/4r1pk/7p/8/3K1P2/2R4P/8/8 w - - 22 73,73,,black,outoftime,"(4, 3)","(1, 7)","(None, None)","(None, None)","(5, 2)","(1, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2202.5
136,Rated Classical game,600+1,rn2k2r/p4ppp/b1p1p3/3pP3/1P1n1K2/8/P4P1P/8 b kq - 1 25,25,,black,resign,"(4, 5)","(0, 4)","(None, None)","(None, None)","(None, None)","(0, 0)","(None, None)","(0, 7)","(None, None)","(2, 0)","(None, None)","(None, None)","(None, None)","(0, 1)","(None, None)","(4, 3)",1270.0
137,Rated Blitz game,180+0,5rk1/6RR/5p1p/4p3/7P/1PP2P2/r4P2/2K5 b - - 4 27,27,Rook,white,mate,"(7, 2)","(0, 6)","(None, None)","(None, None)","(1, 6)","(0, 5)","(1, 7)","(6, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1244.5
