Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date,Labels
HND/2016/Honduras_25,Mf801382,2016-01-01,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801382,2016.43,Genbank,2016-xx-xx,unknown
GTM/2016/Guatemala_3294,Mf801379,2016-06-18,North America,Guatemala,Guatemala,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801379,2016.46,Genbank,2016-06-18,unknown
2016\HND\19563,Kx906952,2016-04-16,North America,Honduras,Honduras,Lamson Et Al,Unpublished,Rapid Method For Sequencing Whole Genome Sequence Of Zika Virus,https://www.ncbi.nlm.nih.gov/nuccore/KX906952,2016.29,Genbank,2016-04-16,Aa: Ns3: S293a;
V103451,Kx262887,2016-01-06,North America,Honduras,Honduras,Lanciotti Et Al,Submitted  18-may-2016  Diagnostic & Reference Laboratory Arbovirus Diseases Branch Centers For Disease Control & Prevention 3150 Rampart Road Fort Collins Co 80521 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX262887,2016.01,Genbank,2016-01-06,unknown
HND/R103451/2015,Kx694534,2015-01-06,North America,Honduras,Honduras,Shabman Et Al,Submitted  12-aug-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX694534,2015.01,Genbank,2015-01-06,Aa: Ns2a: G224r; Env: K443r; Ns1: Y175s;
NIC/5256_13A1/2016,Mf434518,2016-08-26,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434518,2016.65,Genbank,2016-08-26,Aa: Ca: V110f; Ns4a: I68v; Ns3: L386p; 2k: M12t;
NIC/8610_13A1/2016,Ky765324,2016-07-07,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765324,2016.51,Genbank,2016-07-07,Aa: Ns4b: V178a;
HND/2016/Honduras_1138,Mf801388,2016-04-25,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801388,2016.31,Genbank,2016-04-25,Aa: Ns4b: T108a; Pro: Y35n;
HND/2016/Honduras_1055,Mf801385,2016-02-12,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801385,2016.11,Genbank,2016-02-12,Aa: Ns2b: R73w; Ns2a: T151s; Ns5: T263s N402s;
HN16,Ky328289,2016-05-15,North America,Honduras,Honduras,Murray Et Al,Emerging Infect. Dis. 23  1  99-101  2017 ,Prolonged Detection Of Zika Virus In Vaginal Secretions And Whole Blood,https://www.ncbi.nlm.nih.gov/nuccore/KY328289,2016.37,Genbank,2016-05-15,unknown
HND/2016/HU_ME156,Ky785452,2016-06-07,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785452,2016.43,Genbank,2016-06-07,Aa: Ns5: L8p;
HND/2016/HU_ME58,Ky014312,2016-05-13,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014312,2016.36,Genbank,2016-05-13,unknown
HND/2016/HU_ME42,Ky014310,2016-05-09,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014310,2016.35,Genbank,2016-05-09,Aa: Ns4b: I26m;
HND/2016/HU_ME38,Ky014319,2016-04-30,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014319,2016.33,Genbank,2016-04-30,unknown
HND/2016/HU_ME33,Ky785416,2016-04-28,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785416,2016.32,Genbank,2016-04-28,unknown
HND/2016/HU_ME147,Ky785442,2016-06-04,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785442,2016.42,Genbank,2016-06-04,Aa: Ns5: E643g; Ns3: R525k;
NIC/6547_13A1/2016,Mf434521,2016-07-19,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434521,2016.55,Genbank,2016-07-19,Aa: Ns5: R327k;
NIC/4886_12A1/2016,Ky765321,2016-07-10,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765321,2016.52,Genbank,2016-07-10,unknown
NIC/7252_12A1/2016,Ky765317,2016-06-29,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765317,2016.49,Genbank,2016-06-29,unknown
HND/2016/Honduras_24,Mf801381,2016-01-01,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801381,2016.25,Genbank,2016-xx-xx,Aa: Ns2a: M181v; Ns5: V519i N870s;
MEX/2016/mex25,Mf801403,2016-05-25,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801403,2016.40,Genbank,2016-05-25,Aa: Ns3: N463d;
V8375,Ku501217,2015-11-01,North America,Guatemala,Guatemala,Lanciotti Et Al,Emerging Infect. Dis. 22  5  933-935  2016 ,Phylogeny Of Zika Virus In Western Hemisphere 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU501217,2015.83,Genbank,2015-11-01,unknown
V103344,Ku501216,2015-12-01,North America,Guatemala,Guatemala,Lanciotti Et Al,Emerging Infect. Dis. 22  5  933-935  2016 ,Phylogeny Of Zika Virus In Western Hemisphere 2015,https://www.ncbi.nlm.nih.gov/nuccore/KU501216,2015.91,Genbank,2015-12-01,unknown
Mexico/INPER38b/2016,Mg494697,2016-11-24,North America,Mexico,Mexico,Valdespino-vazquez Et Al,Unpublished,Extra-cns Spread Of Zika Virus In A Congenitally-infected Newborn,https://www.ncbi.nlm.nih.gov/nuccore/MG494697,2016.90,Genbank,2016-11-24,Aa: Ns5: V813a; Env: A437v I468l A501t; Ns1: H253y;
MEX/2016/mex33,Mf801411,2016-07-05,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801411,2016.51,Genbank,2016-07-05,Aa: Ns1: V188a; Pro: T4a;
MEX/2016/mex19,Mf801399,2016-05-20,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801399,2016.38,Genbank,2016-05-20,unknown
MEX/2016/mex20,Mf801400,2016-05-20,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801400,2016.38,Genbank,2016-05-20,Aa: Env: D200n;
MEX/2016/mex47,Mf801423,2016-06-30,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801423,2016.50,Genbank,2016-06-30,Aa: Ns2b: G46e; 2k: N5h Q6h;
mex48/Mexico/2016,Ky606273,2016-06-30,North America,Mexico,Mexico,Chiu Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606273,2016.50,Genbank,2016-06-30,Aa: Ns5: V813a;
MEX/2016/mex29,Mf801407,2016-07-05,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801407,2016.51,Genbank,2016-07-05,Aa: Ns2b: D79e; Ns2a: A110v; Ns4a: M17t; Ns1: H253l;
MEX/2016/mex34,Mf801412,2016-07-07,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801412,2016.51,Genbank,2016-07-07,Aa: Env: V153a; Ns1: T222a;
MEX/2016/mex37,Mf801415,2016-07-05,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801415,2016.51,Genbank,2016-07-05,Aa: Ns4b: V180f; Ns1: K339r; Ns3: C375g;
MEX/2016/mex46,Mf801422,2016-07-01,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801422,2016.50,Genbank,2016-07-01,Aa: Ns4b: A235t; Ns2b: G46e; Ns1: H253l; Pro: R93s;
Mexico_Rus_10GNN_2016,Mf098770,2016-11-09,North America,Mexico,Mexico,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098770,2016.86,Genbank,2016-11-09,Aa: Ns2b: G128w; Ns4a: T36i; Ns1: K245t; Ns3: P10s;
Aedes_sp/MEX_I_44/2016,Kx856011,2016-01-01,North America,Mexico,Mexico,Balaraman Et Al,Unpublished,Zika Virus Infection In Pregnant Mice,https://www.ncbi.nlm.nih.gov/nuccore/KX856011,2016.00,Genbank,2016-01-01,unknown
Aedes_aegypti/MEX/MEX_I_44/2016,Ky648934,2016-01-01,North America,Mexico,Mexico,Shabman Et Al,Submitted  22-feb-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY648934,2016.13,Genbank,2016-xx-xx,Aa: Ns2a: A117v; Ns1: K245t;
MEX/2016/mex36,Mf801414,2016-07-05,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801414,2016.51,Genbank,2016-07-05,Aa: Ns4b: I113t; Ns2a: S223r; Ns5: T808i; Ns3: G437d; Pro: V60a;
MEX/2016/mex23,Mf801401,2016-05-23,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801401,2016.39,Genbank,2016-05-23,unknown
MEX/2016/mex40,Mf801417,2016-07-01,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801417,2016.50,Genbank,2016-07-01,unknown
ENCB165P4,Ky631494,2015-10-15,North America,Mexico,Mexico,Sevilla-reyes Et Al,Unpublished,Comparative Analysis Between The Genomes Of Intra-host And Cell Cultured Zika Virus Obtained From A Mexican Symptomatic Patient,https://www.ncbi.nlm.nih.gov/nuccore/KY631494,2015.79,Genbank,2015-10-15,unknown
MEX_ENCB165,Ky631493,2015-10-15,North America,Mexico,Mexico,Sevilla-reyes Et Al,Unpublished,Comparative Analysis Between The Genomes Of Intra-host And Cell Cultured Zika Virus Obtained From A Mexican Symptomatic Patient,https://www.ncbi.nlm.nih.gov/nuccore/KY631493,2015.79,Genbank,2015-10-15,unknown
USA/UT_1/2016,Kx827268,2016-01-01,North America,Mexico,Mexico,Swaminathan Et Al,N. Engl. J. Med. 375  19  1907-1909  2016 ,Fatal Zika Virus Infection With Secondary Nonsexual Transmission,https://www.ncbi.nlm.nih.gov/nuccore/KX827268,2016.00,Genbank,2016-01-01,unknown
R116265,Kx766029,2016-06-23,North America,Mexico,Mexico,Lanciotti Et Al,Submitted  23-aug-2016  Diagnostic & Reference Laboratory Arbovirus Diseases Branch Centers For Disease Control & Prevention 3150 Rampart Road Fort Collins Co 80521 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX766029,2016.48,Genbank,2016-06-23,unknown
MEX/R116265/2016,Mg595216,2016-06-23,North America,Mexico,Mexico,Shabman Et Al,Submitted  30-nov-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/MG595216,2016.48,Genbank,2016-06-23,unknown
mex07/Mexico/2016,Ky606272,2016-08-05,North America,Mexico,Mexico,Chiu Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606272,2016.59,Genbank,2016-08-05,unknown
MEX/2016/mex38,Mf801416,2016-07-01,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801416,2016.50,Genbank,2016-07-xx,Aa: Ns2b: R73w; Ns1: S176a;
MEX/2016/mex35,Mf801413,2016-07-07,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801413,2016.51,Genbank,2016-07-07,unknown
MEX/2016/mex04,Mf801394,2016-05-03,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801394,2016.34,Genbank,2016-05-03,Aa: Env: E26g; Ns1: K47m;
MEX_CIENI551,Ky120348,2016-03-03,North America,Mexico,Mexico,Boukadida Et Al,Unpublished,Complete Zika Virus Genome Sequences From A Serum Sample And After Isolation In Vero Cells,https://www.ncbi.nlm.nih.gov/nuccore/KY120348,2016.17,Genbank,2016-03-03,unknown
Aedessp/MEX/MEX_2_81/2016,Kx446950,2016-01-01,North America,Mexico,Mexico,Shabman Et Al,Submitted  27-jun-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX446950,2016.00,Genbank,2016-01-01,Aa: Ns1: K265e; Pro: M55t;
MEX_I_7,Kx247632,2015-11-01,North America,Mexico,Mexico,Barrows Et Al,Unpublished,Repurposed Drug Candidates To Treat Zikv Infection In Pregnancy,https://www.ncbi.nlm.nih.gov/nuccore/KX247632,2015.91,Genbank,2015-11-xx,unknown
Aedessp/MEX/MEX_I_7/2016,Kx446951,2016-01-01,North America,Mexico,Mexico,Shabman Et Al,Submitted  27-jun-2016  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KX446951,2016.00,Genbank,2016-01-01,Aa: Ns2a: A117v;
MEX/2016/mex17,Mf801398,2016-05-20,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801398,2016.38,Genbank,2016-05-20,Aa: Ns1: V124i;
MEX/2016/mex01,Mf801393,2016-04-22,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801393,2016.31,Genbank,2016-04-22,Aa: Ns2a: G173a; Ns5: K276r; Mp: S75r;
Mexico_Rus_12TVR_2017,Mf098771,2017-01-30,North America,Mexico,Mexico,Karan Et Al,Unpublished,Imported Cases Of Zika Virus Disease In Russia In 2016-2017,https://www.ncbi.nlm.nih.gov/nuccore/MF098771,2017.08,Genbank,2017-01-30,Aa: Ns1: T351s;
MEX/2016/mex44,Mf801420,2016-07-04,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801420,2016.51,Genbank,2016-07-04,Aa: Ns4b: A88t; Ns2b: V102a; Ns5: V727e;
MEX/2016/mex05,Mf801395,2016-05-09,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801395,2016.35,Genbank,2016-05-09,unknown
GTM/2016/Guatemala_3921,Mf801378,2016-07-21,North America,Guatemala,Guatemala,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801378,2016.55,Genbank,2016-07-21,Aa: Ns5: Q315r S642p; Env: M68t;
MEX/2016/mex28,Mf801406,2016-07-07,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801406,2016.51,Genbank,2016-07-07,Aa: Ns4b: S182g;
SLV/2016/ElSalvador_1055,Mf801377,2016-02-22,North America,El Salvador,El Salvador,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801377,2016.14,Genbank,2016-02-22,Aa: Ns2a: I34t; Ns5: S651n; Env: P222q;
MEX/2016/Mexico_1,Mf801390,2016-01-01,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801390,2016.29,Genbank,2016-xx-xx,Aa: Ns5: V267a G854r; Ns1: C15g;
HND/2016/HU_ME137,Ky785444,2016-05-31,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785444,2016.41,Genbank,2016-05-31,Aa: Ns4b: E21d;
mex39/Mexico/2016,Ky606274,2016-07-07,North America,Mexico,Mexico,Chiu Et Al,Unpublished,Epidemic Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606274,2016.51,Genbank,2016-07-07,Aa: Ns5: G260d W805r M806q; Mp: P72q; Env: V213e G263a Y332d; Ns1: R338k; Ns3: E339d V340s K389n T390c V549a A578v; Pro: E87k;
MEX/2016/mex50,Mf801424,2016-07-01,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801424,2016.50,Genbank,2016-07-01,Aa: Mp: K11r; Ns3: V13a;
MEX/2016/mex45,Mf801421,2016-07-01,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801421,2016.50,Genbank,2016-07-01,Aa: Ns5: C525r;
HND/2016/HU_ME180,Ky785431,2016-06-13,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785431,2016.45,Genbank,2016-06-13,Aa: Ns1: V188a;
FB_GWUH_2016,Ku870645,2016-02-02,North America,Guatemala,Guatemala,Driggers Et Al,Unpublished,Zika Virus Infection With Prolonged Maternal Viremia And Fetal Brain Abnormalities,https://www.ncbi.nlm.nih.gov/nuccore/KU870645,2016.09,Genbank,2016-02-02,Aa: Ns2b: M32v; Ns5: A159t; Mp: F37l; Env: V391i; Ns1: K227q; Ns3: T566a;
HND/2016/Honduras_1122,Mf801387,2016-03-29,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801387,2016.24,Genbank,2016-03-29,unknown
MEX/2016/mex43,Mf801419,2016-07-01,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801419,2016.50,Genbank,2016-07-01,Aa: Env: V12l; Ns1: V194a;
NIC/6406_13A1/2016,Ky765320,2016-05-29,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765320,2016.41,Genbank,2016-05-29,Aa: Ns5: N428k;
Nica2_16,Kx421194,2016-01-13,North America,Nicaragua,Nicaragua,Tabata Et Al,Cell Host Microbe 20  2  155-166  2016 ,Zika Virus Targets Different Primary Human Placental Cells Suggesting Two Routes For Vertical Transmission,https://www.ncbi.nlm.nih.gov/nuccore/KX421194,2016.03,Genbank,2016-01-13,unknown
Nica1_16,Kx421195,2016-01-19,North America,Nicaragua,Nicaragua,Tabata Et Al,Cell Host Microbe 20  2  155-166  2016 ,Zika Virus Targets Different Primary Human Placental Cells Suggesting Two Routes For Vertical Transmission,https://www.ncbi.nlm.nih.gov/nuccore/KX421195,2016.05,Genbank,2016-01-19,unknown
HND/2016/Honduras_1162,Mf801389,2016-05-10,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801389,2016.36,Genbank,2016-05-10,Aa: Ns4b: G81s A245s; Ns1: R69g;
NIC/1659_13A1/2016,Mf434517,2016-08-19,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434517,2016.63,Genbank,2016-08-19,Aa: Ns5: P154l T229i;
MEX/2016/Mexico_4227,Mf801392,2016-08-13,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801392,2016.62,Genbank,2016-08-13,Aa: Ns5: S406g;
HND/2016/HU_SZ76,Ky785471,2016-05-03,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785471,2016.34,Genbank,2016-05-03,Aa: Ca: G111e;
NIC/7253_13A1/2016,Mf434522,2016-08-29,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434522,2016.66,Genbank,2016-08-29,Aa: Ns2a: A157t; Env: M68t; Ns1: P181s;
NIC/5338_13A1/2016,Mf434519,2016-07-22,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434519,2016.56,Genbank,2016-07-22,Aa: Ns1: R324q;
HND/2016/HU_ME171,Ky785448,2016-06-10,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785448,2016.44,Genbank,2016-06-10,unknown
NIC/1304_13A1/2016,Mf434516,2016-08-05,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434516,2016.59,Genbank,2016-08-05,Aa: Ns2b: E80d; Ns1: A127v K170r;
HND/2016/HU_ME172,Ky785458,2016-06-10,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785458,2016.44,Genbank,2016-06-10,unknown
HND/2016/HU_ME131,Ky785414,2016-05-28,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785414,2016.41,Genbank,2016-05-28,unknown
FHT1166/HON/2016,Ky693676,2016-08-26,North America,Honduras,Honduras,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693676,2016.65,Genbank,2016-08-26,Aa: Ns5: K881e; Ns1: S92p;
NIC/2016/Nicaragua_3912,Mf801426,2016-07-25,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801426,2016.56,Genbank,2016-07-25,Aa: Ns2a: V144a; Ns4a: T36a;
USA/2016/FLWB044,Ky325479,2016-09-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325479,2016.74,Genbank,2016-09-28,unknown
USA/2016/FLSR043,Ky325465,2016-09-28,North America,USA,USA,Grubaugh Et Al,Nature  2017  In Press,Genomic Epidemiology Reveals Multiple Introductions Of Zika Virus Into The United States,https://www.ncbi.nlm.nih.gov/nuccore/KY325465,2016.74,Genbank,2016-09-28,unknown
MEX/2016/mex30,Mf801408,2016-07-05,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801408,2016.51,Genbank,2016-07-05,Aa: Ns4b: R251h; Env: D336a P338t;
HND/2016/Honduras_1031,Mf801384,2016-02-03,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801384,2016.09,Genbank,2016-02-03,Aa: Ns5: G561e;
HND/2016/Honduras_1083,Mf801386,2016-02-24,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801386,2016.15,Genbank,2016-02-24,unknown
