Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Fauna Date,Raw Date,Host,Labels
A/Guangdong/60060/2016,Epi887837,2016-12-09,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.94,2018.22,2016-12-09,Human,unknown
A/Guangdong/60923/2016,Epi887829,2016-12-28,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2016.99,2018.22,2016-12-28,Human,unknown
A/Guangdong/16SF202/2016,Epi1101552,2016-12-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.00,2018.22,2016-12-30,Human,unknown
A/Shenzhen/Th001/2016,Epi930808,2016-12-31,unknown,China,Guangdong,Institute Of Microbiology Chinese Academy Of Sciences,unknown,unknown,unknown,2017.00,2018.22,2016-12-31,Human,unknown
A/Environment/Guangdong/1660,Epi1022642,2017-02-22,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.14,2018.22,2017-02-22,Environment,unknown
A/Environment/Guangzhou/5258,Epi1040480,2017-04-13,unknown,China,Guangdong,Li Ka Shing Faculty Of Medicine The University Of Hong Kong,unknown,unknown,unknown,2017.28,2018.22,2017-04-13,Environment,Aa: Np: T157a R452k E454q D455y D491n E494k;
A/HongKong/214/2017,Epi884215,2017-01-09,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2017.02,2018.22,2017-01-09,Human,unknown
A/Guangxi/18892/2017,Epi1018113,2017-02-27,unknown,China,Guangxi,Who Chinese National Influenza Center,unknown,unknown,unknown,2017.16,2018.22,2017-02-27,Human,unknown
A/GD-114/2014/H7N9/2014-02-18,Epi656125,2014-02-18,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-18,Human,unknown
A/Chicken/Dongguan/1297,Epi596973,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1456,Epi597040,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/HongKong/2212982/2014,Epi502366,2014-01-28,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.07,2018.22,2014-01-28,Human,Aa: Np: R446k;
A/HongKong/3263/2014,Epi507080,2014-02-12,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.11,2018.22,2014-02-12,Human,Aa: Np: G485r;
A/Chicken/Dongguan/1374,Epi596987,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1314,Epi597520,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Guangdong/75/2014,Epi628009,2014-01-30,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.08,2018.22,2014-01-30,Human,unknown
A/GD-75/2014/H7N9/2014-01-31,Epi656039,2014-01-31,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.08,2018.22,2014-01-31,Human,unknown
A/Environment/GD-ZS_21/H7N9/2014-3,Epi654131,2014-03-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.16,2018.22,2014-03-01,Environment,Aa: Np: G16s;
A/chicken/Guangdong/SD029/2014,Epi1090382,2014-03-14,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.20,2018.22,2014-03-14,Chicken,unknown
A/chicken/Guangdong/SD021/2014,Epi1090334,2014-02-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.15,2018.22,2014-02-23,Chicken,unknown
A/Shenzhen/SP48/2014,Epi583278,2014-01-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-23,Human,unknown
A/silky_chicken/HongKong/1772-3/2014,Epi553200,2014-01-27,unknown,Hong Kong,Hong Kong,Agriculture Fisheries And Conservation Department,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Other Avian,unknown
A/Shenzhen/SP62/2014,Epi578009,2014-02-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human,unknown
A/Guangdong-Guangzhou/XN13392/2014,Epi627690,2014-03-24,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.22,2018.22,2014-03-24,Human,unknown
A/GD-136/2014/H7N9/2014-03-29,Epi656204,2014-03-29,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.24,2018.22,2014-03-29,Human,unknown
A/Shenzhen/SP75/2014,Epi578002,2014-02-15,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.12,2018.22,2014-02-15,Human,unknown
A/GD-109/2014/H7N9/2014-02-13,Epi656103,2014-02-13,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.12,2018.22,2014-02-13,Human,unknown
A/Chicken/Dongguan/1459,Epi597047,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1303,Epi597503,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1401,Epi597566,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1548,Epi578186,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/HongKong/5731/2014,Epi520857,2014-04-08,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.27,2018.22,2014-04-08,Human,Aa: Np: R77k V285m V414i;
A/Guangdong-Guangzhou/XN14050/2014,Epi627626,2014-03-31,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.24,2018.22,2014-03-31,Human,unknown
A/Environment/GD-ZS_162/H7N9/2014-5,Epi654147,2014-05-01,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.33,2018.22,2014-05-01,Environment,unknown
A/chicken/Guangdong/SD025/2014,Epi1090350,2014-03-08,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.18,2018.22,2014-03-08,Chicken,Aa: Np: I371m;
A/Chicken/Dongguan/1673,Epi597154,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/HongKong/8122430/2014,Epi516599,2014-04-13,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.28,2018.22,2014-04-13,Human,Aa: Np: E14d;
A/chicken/Guangdong/SD014/2014,Epi1090310,2014-01-27,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.07,2018.22,2014-01-27,Chicken,unknown
A/silkiechicken/Dongguan/997/2014,Epi578140,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,Aa: Np: T232k;
A/chicken/Guangdong/SD023/2014,Epi1090342,2014-02-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.15,2018.22,2014-02-23,Chicken,Aa: Np: D128n;
A/Chicken/Dongguan/1697,Epi578225,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/HongKong/4495/2014,Epi509873,2014-03-01,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.16,2018.22,2014-03-01,Human,unknown
A/Shenzhen/SP139/2014,Epi592194,2014-04-02,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.25,2018.22,2014-04-02,Human,Aa: Np: R100k;
A/chicken/Dongguan/191/2014,Epi597182,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/chicken/Dongguan/169/2014,Epi596760,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Guangdong-Guangzhou/XN08664/2014,Epi627714,2014-02-21,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Human,unknown
A/Guangdong-Guangzhou/XN00429/2014,Epi627754,2014-02-05,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.10,2018.22,2014-02-05,Human,unknown
A/GD-119/2014/H7N9/2014-02-19,Epi656133,2014-02-19,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human,unknown
A/GD-151/2014/H7N9/2014-05-06,Epi656227,2014-05-06,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.34,2018.22,2014-05-06,Human,unknown
A/silkiechicken/Dongguan/981/2014,Epi597422,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Dongguan/536/2014,Epi596804,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/1421,Epi597585,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1051,Epi596920,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1124,Epi597454,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1091,Epi597161,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/silkiechicken/Dongguan/986/2014,Epi597428,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1022,Epi597447,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/HongKong/5581/2014,Epi516591,2014-04-03,unknown,Hong Kong,Hong Kong,Hong Kong Department Of Health,unknown,unknown,unknown,2014.25,2018.22,2014-04-03,Human,Aa: Np: A260t;
A/Chicken/Shantou/1550,Epi578099,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/Chicken/Shantou/1552,Epi578106,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/Guangdong-Guangzhou/XN15122/2014,Epi627682,2014-04-10,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.27,2018.22,2014-04-10,Human,Aa: Np: A146t;
A/Silkiechicken/Shantou/2056,Epi593307,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken,unknown
A/Silkiechicken/Shantou/2050,Epi593295,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken,unknown
A/Chicken/Shantou/3057,Epi593313,2014-05-06,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.34,2018.22,2014-05-06,Chicken,unknown
A/Chicken/Shantou/2539,Epi593210,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/4325,Epi593320,2014-07-01,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.50,2018.22,2014-07-01,Chicken,unknown
A/Chicken/Shantou/4833,Epi593356,2014-07-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.55,2018.22,2014-07-22,Chicken,unknown
A/Chicken/Shantou/4832,Epi593349,2014-07-22,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.55,2018.22,2014-07-22,Chicken,unknown
A/GD-154/2014/H7N9/2014-05-28,Epi656243,2014-05-28,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.40,2018.22,2014-05-28,Human,Aa: Np: S486f;
A/GD-138/2014/H7N9/2014-04-05,Epi656212,2014-04-05,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.26,2018.22,2014-04-05,Human,unknown
A/Chicken/Shantou/2538,Epi593203,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2562,Epi593238,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2537,Epi593196,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2546,Epi593217,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2550,Epi593224,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Chicken/Shantou/2556,Epi593231,2014-04-16,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.29,2018.22,2014-04-16,Chicken,unknown
A/Silkiechicken/Shantou/2054,Epi593301,2014-03-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.23,2018.22,2014-03-25,Chicken,unknown
A/Guangdong-Guangzhou/XN08423/2014,Epi627642,2014-02-19,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.13,2018.22,2014-02-19,Human,unknown
A/Chicken/Dongguan/1505,Epi597071,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Shenzhen/SP126/2014,Epi592187,2014-03-23,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.22,2018.22,2014-03-23,Human,unknown
A/Chicken/Shantou/1556,Epi578120,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/Chicken/Shantou/1554,Epi578113,2014-03-05,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.17,2018.22,2014-03-05,Chicken,unknown
A/Guangdong-Guangzhou/XN14670/2014,Epi627618,2014-04-04,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.25,2018.22,2014-04-04,Human,unknown
A/Hunan/26937/2014,Epi627841,2014-04-19,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.30,2018.22,2014-04-19,Human,unknown
A/Hunan/26938/2014,Epi627849,2014-04-19,unknown,China,Hunan,Who Chinese National Influenza Center,unknown,unknown,unknown,2014.30,2018.22,2014-04-19,Human,unknown
A/GD-117/2014/H7N9/2014-02-22,Epi656164,2014-02-22,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.14,2018.22,2014-02-22,Human,unknown
A/Chicken/Dongguan/1108,Epi597168,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/GD-116/2014/H7N9/2014-02-22,Epi656157,2014-02-22,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.14,2018.22,2014-02-22,Human,unknown
A/Silkiechicken/Dongguan/1451,Epi597034,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/silkiechicken/Dongguan/979/2014,Epi597400,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1506,Epi597078,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/Chicken/Dongguan/1690,Epi578206,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/silkiechicken/Dongguan/988/2014,Epi596908,2014-02-21,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-21,Chicken,unknown
A/chicken/Guangxi/SD005/2014,Epi1090430,2014-01-24,unknown,China,Guangxi,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-24,Chicken,unknown
A/chicken/Guangxi/SD006/2014,Epi1090438,2014-01-24,unknown,China,Guangxi,Other Database Import,unknown,unknown,unknown,2014.06,2018.22,2014-01-24,Chicken,Aa: Np: R195t;
A/Silkiechicken/Dongguan/3525,Epi581751,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Np: E18g;
A/Chicken/Dongguan/4114,Epi581966,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3945,Epi581901,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,Aa: Np: E14k;
A/Chicken/Dongguan/4251,Epi582326,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Shantou/1406,Epi578093,2014-02-25,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.15,2018.22,2014-02-25,Chicken,unknown
A/Chicken/Dongguan/3112,Epi581616,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,unknown
A/Chicken/Dongguan/2912,Epi581603,2013-12-18,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-18,Chicken,Aa: Np: G5d;
A/Environmental/Guangdong/30,Epi627953,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Environment,unknown
A/GD-104/2014/H7N9/2014-02-11,Epi656087,2014-02-11,unknown,China,Guangdong,Guangdong Provincial Center For Disease Control And Prevention,unknown,unknown,unknown,2014.11,2018.22,2014-02-11,Human,unknown
A/chicken/Dongguan/709/2014,Epi597245,2014-02-20,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2014.14,2018.22,2014-02-20,Chicken,unknown
A/Chicken/Dongguan/3488,Epi581725,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Guangdong/24999/2013,Epi628505,2013-12-16,unknown,China,Guangdong,Who Chinese National Influenza Center,unknown,unknown,unknown,2013.96,2018.22,2013-12-16,Human,unknown
A/Chicken/Dongguan/4064,Epi583312,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/4129,Epi581992,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3526,Epi581757,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Chicken/Dongguan/3438,Epi581704,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3990,Epi581923,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
A/Silkiechicken/Dongguan/3522,Epi581745,2013-12-19,unknown,China,Guangdong,Other Database Import,unknown,unknown,unknown,2013.96,2018.22,2013-12-19,Chicken,unknown
