#data from https://doi.org/10.1371/journal.pntd.0001039.s001 Table S3
Strongyloides_contig_number,p-value,log2_(L3i/L1)_signal_ratio,annotation,PFAM_database_id,
2211,0.42839928,-0.16334,st,YfhO,
2212,0.0021924353,-1.55739,unk,Mo25,
2213,0.11491669,0.31829,pm,Peptidase_C1,
2214,0.015824581,0.44564,unk,ASFV_360,
2215,0.033543982,-0.52834,tr,ABC_tran,
2216,0.00042189041,2.65211,unk,HlyIII,
2217,0.72414696,-0.08243,unk,DUF554,
2218,0.88114408,-0.01746,unk,DUF827,
2219,0.0005583335,0.7712,unk,Pox_A51,
2220,0.018968911,0.62445,unk,Mago-bind,
2221,0.0001857749,-1.16902,st,Pkinase,
2222,0.087132443,0.45607,st,YL1,
2223,0.0015464337,-1.23916,unk,TRP,
2224,0.031125968,-1.09727,unk,ShK,
2225,0.45241215,0.23376,unk,Mpp10,
2226,0.032643066,-0.48726,unk,Allexi_40kDa,
2227,0.81751626,0.02025,tr,Motile_Sperm,
2228,0.014126654,-0.38287,unk,eIF3_subunit,
2229,0.0026541532,-1.24753,tr,HCO3_cotransp,
2230,0.0067330749,-0.66008,unk,VacA,
2231,0.20536678,-0.33089,pm,Disintegrin,
2232,0.023698873,-0.5641,tr,efhand,
2233,0.039587851,-0.87114,unk,7TMR-DISM_7TM,
2234,0.0279368,0.56494,unk,DUF61,
2235,0.058971348,-0.72989,unk,HMA,
2236,0.05294817,1.19543,prot,HECT,
2237,0.00065899539,-1.36722,tr,OmpH,
2238,0.0085444341,0.57985,unk,DUF443,
2239,0.74655956,-0.02389,nr,Helicase_C,
2240,0.0075473765,-0.90519,tf,Merozoite_SPAM,
2241,0.020945341,-0.26541,st,Prefoldin_2,
2242,0.21019198,0.53335,tm,DBI_PRT,
2243,0.00070890828,0.37738,cs,Actin,
2244,0.13252546,0.48346,met,LAB_N,
2245,0.029536923,-0.58848,tr,Glyco_transf_22,
2246,0.0048088507,1.00959,unk,Ndc1_Nup,
2247,0.00080672728,-1.00678,unk,Serpentine_recp,
2248,0.031387274,1.30437,imm,LMBR1,
2249,0.01877412,-0.642,unk,UPF0005,
2250,0.075225472,0.58703,unk,NDUFA12,
2251,0.25455124,0.10627,nr,DNA_pol_B,
2252,8.73E-05,-0.82446,unk,MCPVI,
2253,0.064179785,1.24095,unk,Chordopox_L2,
2254,0.0056020014,-0.95944,cs,EzrA,
2255,0.03775141,1.66535,extmat,Gal-bind_lectin,
2256,0.00098335751,-1.24724,unk,zf-CDGSH,
2257,0.11337776,0.36792,tm,UPF0259,
2258,0.050029139,0.42362,unk,Sedlin_N,
2259,0.11422505,0.70471,unk,Rcd1,
2260,5.77E-05,2.12151,unk,Mucin,
2261,0.041073484,0.17039,unk,DUF620,
2262,0.52195229,-0.06711,st,Focal_AT,
2263,0.0071283875,1.22417,st,p25-alpha,
2264,8.75E-05,1.7745,unk,Peptidase_A22B,
2265,0.34188205,0.18853,unk,DUF1600,
2266,0.0012346563,-0.94914,nr,LSM,
2267,0.011713673,2.03878,extmat,Collagen,
2268,0.06568708,1.0106,unk,Serpentine_recp,
2269,0.063234084,0.77924,em,V-ATPase_C,
2270,0.014047908,-1.70919,unk,DUF368,
2271,0.084824672,-0.29958,tf,HLH,
2272,0.00066482705,-1.15053,nr,Helicase_C,
2273,0.048911599,0.80559,unk,7TMR-DISM_7TM,
2274,0.11359378,-0.33783,tr,Ham1p_like,
2275,0.010054346,0.31264,unk,TT_ORF1,
2276,0.0043861549,1.29845,nr,DUF1777,
2277,0.23136352,-0.37103,unk,Globin,
2278,0.0037594059,1.06288,unk,DUF1229,
2279,0.025205971,-0.99581,ps,PWWP,
2280,0.00097265549,-1.57655,unk,P4Ha_N,
2281,0.083621117,0.48347,unk,DUF908,
2282,0.00037966074,-1.15643,ps,WD40,
2283,0.0038787131,-0.76933,unk,EcsB,
2284,0.0017952834,-1.04105,nr,SART-1,
2285,0.077629237,1.13866,em,Pyrophosphatase,
2286,0.0044754929,1.79802,em,Pyr_redox_dim,
2287,0.38413364,-0.10504,tm,RNA_pol_Rpb1_1,
2288,0.39954752,-0.20266,st,I-set,
2289,0.017841995,-0.82407,unk,DUF1704,
2290,5.49E-06,1.84087,unk,Serpentine_recp,
2291,0.21207965,0.127,unk,Mannosyl_trans,
2292,4.18E-05,-0.90965,st,Y_phosphatase,
2293,0.017611225,-1.11612,unk,DUF288,
2294,0.18865295,0.3077,unk,DUF1540,
2295,0.48732537,0.18836,st,LIM,
2296,0.2222417,-0.52088,tr,Sec23_BS,
2297,0.017268179,-0.42367,pm,Peptidase_S9_N,
2298,0.00094514382,-1.70653,st,Miro,
2299,0.034308039,-0.6727,met,Epimerase,
2300,0.13938502,-0.20924,st,RhoGEF,
2301,0.066141543,-0.61452,nr,Helicase_C,
2302,0.0093707684,0.63521,tf,Homeobox,
2303,0.02400084,-0.54331,em,Aconitase,
2304,0.039355563,2.37096,cs,Filamin,
2305,5.93E-05,-1.3042,unk,DUF1183,
2306,0.0065228171,2.05301,extmat,Collagen,
2307,0.022038197,-0.77568,nr,Serpentine_recp,
2308,0.029351918,0.46047,unk, ,
2309,0.026848689,-0.71556,extmat,Collagen,
2310,0.0036059837,-0.9442,st,RYDR_ITPR,
2311,0.0036834377,-0.7766,unk,DUF948,
2312,0.075670814,1.92549,tf,zf-CCCH,
2313,0.078569431,-0.41014,unk,Srb,
2314,0.40496811,0.16794,met,Acyl-CoA_dh_1,
2315,0.40383194,0.08029,extmat,Drf_FH1,
2316,0.10538663,-0.49919,met,Sugar_tr,
2317,0.04156288,-0.58328,unk,Innexin,
2318,0.23892432,-0.39773,unk,TMC,
2319,0.182936,0.53714,unk, ,
2320,0.046301727,-0.5147,unk,zf-C2H2,
2321,0.044406772,-1.10432,tr,Apyrase,
2322,0.0045667691,-0.37207,unk,Serpentine_recp,
2323,0.0081205391,-1.06929,unk,TFIIA,
2324,0.044348407,0.16718,pm,Nop14,
2325,0.072402228,-0.3796,unk,COX3,
2326,0.0024053367,-0.58373,unk,Calsequestrin,
2327,0.66217604,-0.11584,tr,LEF-9,
2328,0.0027928449,-2.39,em,Cytochrom_B_N,
2329,0.00014307587,-1.21413,st,Ldl_recept_a,
2330,0.0321993,-0.9717,tf,LSR,
2331,0.075847898,-0.44128,em,Mito_carr,
2332,0.010735703,-0.66613,em,Mito_carr,
2333,0.011032182,-0.94069,unk,CITED,
2334,0.15812222,0.39994,met,DUF1368,
2335,0.25573345,0.17792,unk,Pox_A51,
2336,0.18564065,0.11152,tr,SSP160,
2337,0.059105869,-0.65168,nr, ,
2338,0.0015972188,-1.52882,tf,DUF1777,
2339,0.018525798,-0.83596,unk,DHC_N2,
2340,0.57278987,0.04425,cs, ,
2341,0.87517148,-0.03028,unk,SKG6,
2342,0.18218573,0.55715,em,Citrate_synt,
2343,0.074987832,-0.53285,tf,zf-C2H2,
2344,0.01534479,-0.74106,met,G_glu_transpept,
2345,0.0092269625,-1.16731,unk,7tm_4,
2346,0.0089034333,-0.5123,tr,ABC_tran,
2347,0.044220764,-0.43868,met,Galactosyl_T,
2348,0.11615891,-0.44798,tf,Merozoite_SPAM,
2349,9.79E-05,3.30447,pm,GDI,
2350,0.093824171,-0.40293,unk,DUF939,
2351,0.18359781,0.40309,unk,Arch_flagellin,
2352,0.084886645,-0.4805,unk,Herpes_TAF50,
2353,0.13278013,0.54057,unk,UvrD-helicase,
2354,0.13240095,-0.44441,cs,GATase_2,
2355,0.030376376,0.1231,unk,zf-H2C2,
2356,0.12843121,0.37416,met,DUF2031,
2357,0.0014231363,-1.45372,st,G-alpha,
2358,0.08731679,-0.28723,unk,7tm_7,
2359,0.010103251,-0.74664,unk,DUF1672,
2360,0.0042215765,-1.69122,unk,DUF1300,
2361,0.013350959,-0.88525,nr,Rep_fac_C,
2362,0.029684824,-1.16565,unk,Secretin_N_2,
2363,1.90E-06,3.41666,unk,DUF2031,
2364,0.004461096,-1.53506,st,Metallophos,
2365,0.0058938723,-0.6804,unk,DUF1504,
2366,0.0016329285,-1.11493,st,Pkinase,
2367,0.0019461529,-1.11039,unk,Oxidored_q1_N,
2368,0.00046236066,-1.9858,unk, ,
2369,0.0073304255,1.4632,unk,DUF215,
2370,0.59463639,-0.11521,cs,Tubulin,
2371,0.42444407,0.24253,ps,GTP_EFTU,
2372,0.48164454,0.16137,nr,Filament,
2373,0.028131546,-0.88155,nr,Filament,
2374,0.040409528,-0.54861,met,Orn_Arg_deC_N,
2375,0.0012384124,-0.65409,unk,V-ATPase_G,
2376,0.55559602,-0.11722,nr,IF_tail,
2377,0.0043065375,-0.86009,met,Phosphorylase,
2378,0.0071426649,-1.13919,unk,SBP56,
2379,0.024372393,-0.36061,tr,Alk_phosphatase,
2380,0.933476,-0.00701,met,Transket_pyr,
2381,0.0071799747,-0.67949,tr,TAS2R,
2382,0.60844632,-0.07452,pm,Glycos_transf_2,
2383,0.93704185,-0.01173,unk,CTP_transf_1,
2384,0.092334312,0.53699,met,AMP-binding,
2385,0.00090801357,-1.29245,unk,UNC-50,
2386,0.0046181836,-0.54955,unk,Serpentine_recp,
2387,0.10375088,0.36965,unk,YfhO,
2388,0.022513815,-0.74939,unk,DUF792,
2389,0.28028686,-0.22541,unk,IIGP,
2390,0.0045403754,-1.07263,unk,CbiQ,
2391,0.046653587,-0.16953,em,ETF,
2392,0.49648516,0.18304,pm,WGR,
2393,0.1614758,0.32252,unk,DNA_topoisoIV,
2394,0.023144681,0.76679,em,PFEMP,
2395,0.027979534,-0.7827,met,Hydrolase,
2396,0.021085666,-0.70054,st,TFIIF_alpha,
2397,0.54679498,0.08858,met,E1_dh,
2398,0.036997317,-0.21302,unk,DUF644,
2399,0.030802507,-0.37753,unk,BAH,
2400,0.043505989,-0.67498,unk,Sulfotransfer_1,
2401,0.14023597,-0.41636,tr,DeoC,
2402,0.054458513,0.68671,unk,RAG2,
2403,0.046641323,-0.92158,tf,LMBR1,
2404,0.0010584177,-1.40198,unk,HlyIII,
2405,0.18614097,0.36234,prot,UCH,
2406,0.95953887,-0.00767,met,Carn_acyltransf,
2407,0.82161866,0.03163,em,ALG3,
2408,0.16705169,0.61095,unk,Synuclein,
2409,0.079214384,-0.27446,tf,SSDP,
2410,0.77658777,-0.09329,tm,Umbravirus_LDM,
2411,0.029516832,0.32286,unk,Yip1,
2412,0.32037551,0.13956,tm,Ribosomal_S4e,
2413,0.0013539053,-1.16624,ps,Oxidored_q1,
2414,0.17807041,0.11385,unk,Herpes_glycop,
2415,0.028916633,-0.56594,pm,Complex1_24kDa,
2416,0.016079877,-0.62979,unk,Ly49,
2417,0.0087231117,-0.72843,st,ArfGap,
2418,0.12186848,-0.24979,pm,Cpn60_TCP1,
2419,0.076609957,-0.4617,ps,MIF4G,
2420,0.1181364,-0.15843,tf,HMG_box,
2421,0.0021572591,-0.29434,unk,Serpentine_recp,
2422,8.95E-05,1.60036,st,Glyco_hydro_9,
2423,0.00035674461,-0.98447,unk,Zein,
2424,0.016321262,-0.40982,unk,DUF6,
2425,0.0035772578,1.55274,pm,HSP20,
2426,0.0011275901,3.30527,cs,Filamin,
2427,0.068514608,-0.78629,unk,LEM,
2428,0.01584809,-0.61376,unk,Sre,
2429,0.86996844,-0.01708,nr,DUF1195,
2430,0.58054568,0.04065,unk,Pkinase,
2431,0.029287058,-0.8304,unk,Sybindin,
2432,0.20057988,-0.53584,met,MFS_1,
2433,0.068881635,-0.54406,unk,Serinc,
2434,0.013152582,0.80022,tf,GAL11,
2435,0.0021181436,-0.91984,met,adh_short,
2436,0.0035733298,-0.28195,tr,EMP70,
2437,0.0016385366,-0.98677,em,vATP-synt_E,
2438,0.014246227,-0.66024,tr,MFS_1,
2439,0.0089978813,-1.54496,tr,Isy1,
2440,0.00024777031,-1.15136,unk,Spore_permease,
2441,0.067612273,-0.90287,nr,Chorion_2,
2442,0.020293163,-0.7529,tr,Phage-Gp8,
2443,0.0046122995,-1.61562,unk,Innexin,
2444,0.011364793,-1.00966,unk,Trehalose_recp,
2445,0.075074899,0.75143,st,I-set,
2446,0.0059129149,-1.27795,unk,ICL,
2447,0.46525578,-0.19276,tr,zf-Tim10_DDP,
2448,0.9719524,0.00444,prot,UQ_con,
2449,0.014185708,-0.62266,unk,DUF290,
2450,0.00052910578,-1.22187,ps,Ribosomal_L16,
2451,0.28864618,0.36515,nr,Serinc,
2452,0.00042931186,-0.95707,unk,zf-C4,
2453,0.018408145,-0.62021,tr,Voltage_CLC,
2454,0.56257916,0.0825,unk,MM_CoA_mutase,
2455,0.43642874,0.15807,em,Aldedh,
2456,0.028751742,0.12885,cs,SIS,
2457,0.071044515,0.64135,unk,Autophagy_N,
2458,0.00088524366,-1.35708,unk,Peptidase_M50,
2459,0.016987421,-0.91449,st,N2227,
2460,0.0098338593,-1.20164,unk,AsmA,
2461,0.017325604,0.95643,unk,UPF0057,
2462,0.0031892853,-1.26438,unk,Ndc1_Nup,
2463,0.0049256729,-1.34647,unk,TUDOR,
2464,0.013964106,-0.72332,nr,YfhO,
2465,0.8185833,-0.01912,tr,DUF1565,
2466,0.18442561,0.17838,em,Peptidase_C57,
2467,0.32261957,-0.10408,em,AcetylCoA_hydro,
2468,4.68E-06,0.74208,unk,ICMT,
2469,0.01025948,-0.48478,unk,TFIIE_beta,
2470,0.61768932,-0.06683,tm,Vps54,
2471,0.037213754,-0.74308,unk,Aa_trans,
2472,0.0041040122,1.28434,unk,NOA36,
2473,0.037011325,0.73168,cs,Profilin,
2474,0.0017111971,-1.33428,unk,Acyl_transf_3,
2475,0.031355305,-0.70046,unk,fn3,
2476,0.084595176,-0.22316,met,Sugar_tr,
2477,0.012740343,-1.25334,unk,DUF1157,
2478,0.058764537,-0.38601,unk,Oxidored_q3,
2479,9.81E-05,-0.80463,met,Peptidase_M24,
2480,0.0050820403,-0.81538,unk,ERG4_ERG24,
2481,0.04861368,-0.36662,unk,HAP1_N,
2482,0.013545356,0.81996,unk,Rubella_E2,
2483,0.0065656719,0.82042,met,7TMR-DISM_7TM,
2484,0.30023698,-0.36837,pm,Cpn60_TCP1,
2485,0.011611411,-0.56887,met,Aldedh,
2486,0.00050943497,-1.37431,cs,Cytadhesin_P30,
2487,0.0020217918,-1.48723,nr,WD40,
2488,0.25036852,0.09254,tr,AA_permease,
2489,0.0026574234,-1.53171,unk,DUF1600,
2490,0.06186375,-0.61293,met,adh_short,
2491,0.041136278,-0.26032,unk,APG9,
2492,1.06E-05,2.51291,nr,Vps53_N,
2493,0.027065711,-0.96174,cs,WD40,
2494,0.0021071411,-1.04742,met,MIP,
2495,0.42472997,0.24291,nr,7TMR-DISM_7TM,
2496,0.018060519,-0.39622,st,Y_phosphatase,
2497,0.0069282995,-0.99132,unk,PAN_3,
2498,0.54221782,0.10905,unk,PAP1,
2499,0.13434116,0.25029,nr,Fibrillarin,
2500,0.0088229339,0.4326,st,IATP,
2501,0.55159841,0.05737,extmat,Col_cuticle_N,
2502,0.011903776,-0.35085,unk,Mucin,
2503,0.011810229,-0.77446,unk,DsbB,
2504,0.043542423,1.4762,unk,PLRV_ORF5,
2505,0.038482976,-0.21243,st,Dynamin_N,
2506,0.014796649,-0.71602,unk,Ground-like,
2507,0.001835394,0.95691,st,Serpentine_recp,
2508,0.66443809,-0.21967,ps,GTP_EFTU,
2509,0.0024427924,-0.79795,pm,Ank,
2510,0.44749271,0.13119,tm,S10_plectin,
2511,0.0020624525,-1.53354,unk,7tm_4,
2512,0.021774271,-0.79534,met,ADH_N,
2513,0.017102496,1.44132,unk,AF-4,
2514,0.0084266583,-1.03778,pm,COesterase,
2515,0.051037775,0.27797,nr,MAD,
2516,0.16034435,-0.14257,tf,Serpentine_recp,
2517,0.00076810874,-1.09886,cs,P21-Arc,
2518,0.052858251,0.17302,pm,AAA,
2519,0.003572701,-0.58948,nr,UNC-50,
2520,0.006149095,-0.3321,tf,Baculo_Y142,
2521,0.2599761,-0.22029,nr,LisH,
2522,0.0095873687,-0.62916,cs,Ras,
2523,0.054220037,-0.66716,st,RGS,
2524,0.0042839012,-1.37886,pm,Peptidase_M3,
2525,0.009535853,-1.43113,prot,MATH,
2526,0.018335253,-0.17509,em,ATP-gua_PtransN,
2527,0.10312976,-0.52407,unk,Abi_HHR,
2528,0.0057329764,-0.77039,unk,7tm_7,
2529,0.22196925,-0.10089,unk,DUF1712,
2530,0.10497264,-0.15424,pm,Peptidase_S8,
2531,0.011972729,0.66686,unk,DUF423,
2532,0.0028772054,-1.12741,unk,AF-4,
2533,0.88085595,-0.02172,em,V_ATPase_I,
2534,0.00051896406,-1.83111,unk,Sre,
2535,0.051184495,-0.43984,st,C2,
2536,0.7002748,-0.02926,st,TSP_1,
2537,0.0044251579,-1.23785,cs,Ran_BP1,
2538,0.034309379,0.57443,extmat,Collagen,
2539,0.096728544,0.43461,unk,Ehrlichia_rpt,
2540,0.057930616,-0.37956,cs,DUF1899,
2541,0.0016363476,-0.2582,unk,Mis6,
2542,0.023490144,0.3697,tm,Ribosomal_S26e,
2543,0.24513596,0.16849,unk,Kelch_2,
2544,0.014544377,-1.15653,st,KH_1,
2545,0.28003179,-0.25472,unk,Tyrosinase,
2546,0.26811666,-0.25744,unk,Herpes_Helicase,
2547,0.0010399899,-1.24642,st,TSP_1,
2548,0.0010726423,-1.26358,unk,YfhO,
2549,0.00024581464,-0.80154,tf,CP2,
2550,0.055345688,-0.52741,nr,SMC_N,
2551,0.0052979274,-0.90685,unk,Clc-like,
2552,0.11894228,-0.36285,nr,CBFD_NFYB_HMF,
2553,0.00040872687,-1.2752,tf,zf-C4,
2554,0.77552211,0.02937,nr, ,
2555,0.011245264,-0.89208,unk,UPF0057,
2556,0.48220649,0.12403,pm,UQ_con,
2557,0.029806215,-0.88999,unk,Borrelia_orfA,
2558,0.0031638728,-0.87268,extmat,Collagen,
2559,0.018406679,1.09892,unk,PID,
2560,0.024843214,0.63908,met,DUF1235,
2561,4.46E-06,1.08215,unk,Herpes_U5,
2562,0.057500288,-0.44233,tr,Voltage_CLC,
2563,0.0029381535,-1.25527,extmat,Mucin,
2564,0.043888618,-0.71445,pm,LCM,
2565,0.5359205,-0.1198,unk,RDD,
2566,0.021479956,-0.27581,unk,7tm_4,
2567,0.0027854451,-1.17214,unk,YfhO,
2568,0.015841652,1.30856,unk,Serpentine_recp,
2569,0.045243977,1.87735,ps,eIF-6,
2570,0.0048407974,1.73772,tr,Ham1p_like,
2571,0.00099620346,-0.89645,unk,UPF0328,
2572,0.1860638,0.36221,cs,TRP,
2573,0.48368244,0.08127,tr,GDA1_CD39,
2574,0.00039931384,-1.50195,nr,Toluene_X,
2575,0.8561047,0.02534,met,CN_hydrolase,
2576,0.039670917,2.31892,unk,OPT,
2577,0.0036092853,1.60698,unk,7tm_2,
2578,0.84338868,0.0283,tr,PLA2G12,
2579,0.0010914354,-1.05537,unk,Serpentine_recp,
2580,0.0028050724,-0.6077,unk,BAF1_ABF1,
2581,0.0036385111,1.42823,em,Rieske,
2582,0.26865171,-0.12592,tr,Coatomer_WDAD,
2583,7.71E-05,0.88825,st,Metallophos,
2584,0.0069658727,0.51764,unk,DUF1744,
2585,0.023075567,-0.71273,unk,ArgK,
2586,0.10418024,-0.31133,tm,GCN5L1,
2587,0.0023841694,-1.41511,unk,G-patch,
2588,0.038118879,0.35504,met,Pyridoxal_deC,
2589,0.00090125077,-1.5907,met,Acid_phosphat_A,
2590,0.36876328,0.10062,nr,LSM,
2591,0.17804135,0.93526,met,Acyltransferase,
2592,0.16738804,0.14258,st,Serpentine_recp,
2593,0.38763217,0.12207,met,Gln-synt_C,
2594,0.4889588,0.12674,tr,PHO4,
2595,0.41363523,0.25248,unk,DUF719,
2596,0.37801141,-0.1867,cs,Filamin,
2597,0.0010997151,2.19937,unk,Serpentine_recp,
2598,0.34977799,-0.16637,pm,Ank,
2599,0.62365217,-0.09312,cs,Gelsolin,
2600,0.26200726,-0.29946,met,Ferric_reduct,
2601,0.13998838,-0.34296,unk,Pox_G5,
2602,0.12890925,-0.48596,nr,zf-U1,
2603,0.43120558,-0.12181,met,Aminotran_1_2,
2604,0.071739909,0.96105,unk,DUF1600,
2605,0.0037654459,1.94026,prot,UBX,
2606,0.00071138805,1.1618,unk,TPT,
2607,0.0013271106,-1.73467,unk,TRP,
2608,0.069685009,1.36957,met,Oxidored_q2,
2609,0.00054463698,-1.3163,ps,Ribosomal_S2,
2610,0.00036138892,-1.38242,st,Rota_VP2,
2611,0.00098886702,-1.24483,unk,BCL_N,
2612,3.19E-05,-1.39695,unk,UPF0259,
2613,0.98479581,0.00432,tf,DUF2031,
2614,0.014480223,-0.45146,unk,Serpentine_recp,
2615,0.00063804283,-1.57536,cs,Ank,
2616,0.28447565,-0.20547,pm,zf-C3HC4,
2617,0.62331737,-0.06202,unk,VP4,
2618,0.93592173,0.0098,met,Enolase_N,
2619,0.67388048,-0.08416,st,DHO_dh,
2620,0.0010914297,-1.3392,unk,DUF1157,
2621,0.00043120048,-1.42691,nr,MARCKS,
2622,0.0034504758,-1.57344,unk,DUF1157,
2623,0.38091991,0.11083,unk,DUF939,
2624,0.30511828,-0.14863,nr,PRP38,
2625,0.027327212,-0.73793,unk,AF-4,
2626,0.0095647054,-1.37323,unk,Serpentine_recp,
2627,0.062111425,0.33157,pm,GST_N,
2628,0.00013761036,-0.96422,st,Drf_FH1,
2629,0.055827402,-1.04845,unk,Sushi,
2630,0.00032296374,-0.8699,st,Pkinase,
2631,0.38767708,0.22365,met,NMT,
2632,0.0019277008,-1.32176,ps,TolA,
2633,0.26793444,-0.2642,ps,TolA,
2634,0.0007858791,-1.5663,met,Oxidored_q4,
2635,0.59859391,0.22289,tf,GAL11,
2636,0.027703654,-0.31666,unk,TatD_DNase,
2637,0.14568346,0.47259,unk,Oxidored_q1_C,
2638,0.92398458,0.01276,cs,DUF1900,
2639,0.0032594599,-1.69925,unk,DUF1695,
2640,0.53109134,-0.09058,unk,PIG-U,
2641,0.93467482,0.00853,pm,YGGT,
2642,0.015223168,-0.92771,unk,VP7,
2643,0.98424948,0.00752,unk,WD40,
2644,0.30065634,-0.19342,met,Nuc_sug_transp,
2645,0.12607983,0.57547,unk,UPF0118,
2646,0.0016635165,-1.58786,tr,Patched,
2647,0.077348458,1.01717,unk,ARM_1,
2648,0.016811985,-1.07849,unk,CUB,
2649,6.12E-05,-0.37948,st,Pkinase,
2650,0.011950977,-1.08371,unk,Serpentine_recp,
2651,0.56730958,-0.10057,nr,PRO8NT,
2652,0.02145993,-1.10857,nr,zf-C2H2,
2653,0.013103889,-0.26371,em,ATP-gua_PtransN,
2654,0.002261744,1.57742,unk,UMP1,
2655,0.89403931,-0.03565,st,SH3BP5,
2656,0.017660141,-0.4899,st,I-set,
2657,0.76610647,-0.0884,tr,Coatomer_WDAD,
2658,0.00063800544,-1.66064,unk,DUF1473,
2659,0.35992341,-0.34516,tr,7tm_4,
2660,0.0011040162,-1.32277,em,YIF1,
2661,0.74968813,0.05109,met,Cys_Met_Meta_PP,
2662,0.24717984,0.23245,tr,DUF1421,
2663,0.085945313,-0.2705,unk,Surp,
2664,0.44484958,-0.06225,nr,Helicase_C,
2665,0.0032448955,-0.6858,unk, ,
2666,0.87148592,-0.01106,unk,7tm_4,
2667,4.49E-05,-1.30663,unk,DUF1600,
2668,0.89032049,0.04348,extmat,Collagen,
2669,0.00010029884,-1.30782,cs,Ion_trans,
2670,0.28797447,-0.09495,tr,DUF908,
2671,0.0084670556,-0.75598,unk,Erp_C,
2672,0.19581111,0.24358,met,Hydrolase,
2673,0.012604875,-0.819,tf,Homeobox,
2674,0.0096093923,-1.27034,unk,Lipocalin_2,
2675,0.12462829,-0.26279,pm,S6PP,
2676,0.011676424,-0.66693,extmat,Collagen,
2677,0.00301083,1.04,unk,Ground-like,
2678,0.01198935,-0.58197,cs,Hexapep,
2679,0.027061941,-0.48711,unk,Sdh_cyt,
2680,0.34684312,-0.18918,unk,zf-DNA_Pol,
2681,0.030752296,-0.71099,tf,GAL11,
2682,0.32157601,0.35585,met,Aminotran_4,
2683,0.11945957,-0.45212,nr, ,
2684,0.57973869,-0.08607,met,DAGK_acc,
2685,0.076153255,-0.68473,unk,7tm_6,
2686,0.071068487,0.90645,em,DUF1396,
2687,0.26931549,0.11968,pm,Cpn60_TCP1,
2688,0.63101773,-0.06565,met,Peptidase_M14,
2689,0.12929428,0.19756,unk,Serpentine_recp,
2690,0.12598265,0.37032,em,Ldh_1_C,
2691,0.021177818,-0.64929,unk,Sin_N,
2692,5.07E-05,-1.1783,unk,Acetyltransf_2,
2693,0.16693921,-0.34263,cs,Myosin_tail_1,
2694,0.010029426,-0.47179,met,ECH,
2695,0.013969955,0.35751,pm,Cpn10,
2696,0.00096334996,-0.70434,pm,P_proprotein,
2697,0.047070126,-0.54266,st,SH3_1,
2698,0.32044287,0.08897,pm,Thioredoxin,
2699,0.0014086603,-0.72177,met,7tm_2,
2700,0.018616474,-0.95378,ps,PRD_Mga,
2701,0.020482602,-1.19001,st,EGF,
2702,0.0038106254,-0.85692,unk,7TMR-DISM_7TM,
2703,0.41892099,-0.17061,unk,DUF290,
2704,0.060123121,-0.4197,met,Pkinase,
2705,0.92068072,0.03902,unk,Thermopsin,
2706,0.99877308,0.00026,unk,Self-incomp_S1,
2707,0.00095610428,-1.72051,unk,PLC-beta_C,
2708,0.10162479,-0.54468,st,I-set,
2709,0.16325707,0.6429,met,Bunya_RdRp,
2710,0.016230457,-0.89721,unk,DUF563,
2711,0.11437122,-0.4859,unk,Exo70,
2712,0.0016146567,1.4415,nr,Histone,
2713,0.010303671,0.8736,st,Srg,
2714,0.0075962951,-1.21333,nr,Myosin_tail_1,
2715,0.7044041,0.04715,met,Y_phosphatase2,
2716,0.013909702,-0.6033,met,Sre,
2717,0.93000874,-0.02692,cs,Cofilin_ADF,
2718,0.00023902312,-0.92119,unk,Col_cuticle_N,
2719,0.14941406,-0.22285,st,BofA,
2720,0.00047654409,-2.03526,unk,Reo_sigmaC,
2721,0.0069646069,-1.25181,unk,LSR,
2722,0.023221387,0.3537,nr,Mak10,
2723,0.53953138,-0.07204,nr,EzrA,
2724,0.017275464,1.50833,st,SAM_decarbox,
2725,0.0050231004,0.84536,unk,Serpentine_recp,
2726,0.070253886,0.63649,em,V_ATPase_I,
2727,0.0046512124,-1.31202,nr,PCNA_N,
2728,0.0025958517,-0.65268,tr,OATP,
2729,0.012804941,-1.0767,unk,VHL,
2730,0.00083010098,-1.72015,st,Ank,
2731,0.00075142695,0.58844,pm,14-3-3,
2732,0.00080389904,-1.39179,nr,WD40,
2733,0.0033869494,-1.19137,st,Trp_Tyr_perm,
2734,0.0018273878,1.95774,unk,DcuC,
2735,0.39105777,-0.16472,unk,Mtp,
2736,0.75858457,0.03014,extmat,Kazal_2,
2737,0.14864781,0.40486,tr,Patched,
2738,0.014148946,0.21956,met,Amidase,
2739,0.17614754,-0.22754,unk,Dynein_heavy,
2740,0.0014493721,2.61977,met,Peptidase_M13,
2741,0.035771126,2.19841,unk,DAGAT,
2742,0.034706711,0.4441,ps,tRNA-synt_2b,
2743,0.0099043872,-0.91125,unk,STOP,
2744,0.25854473,-0.25468,unk,DUF258,
2745,0.18576451,0.18538,em,Molybdopterin,
2746,0.0097480159,-0.87503,unk,zf-C3HC4,
2747,0.16451333,-0.0326,st, ,
2748,0.82215633,-0.04913,unk,APG6,
2749,0.065227399,-0.5118,unk,DUF1300,
2750,0.0070645323,-0.70942,unk,Campylo_MOMP,
2751,0.51292277,-0.10747,pm,TTL,
2752,0.0006440764,1.59336,st,TatC,
2753,0.24822965,-0.15307,ps,NOSIC,
2754,0.011758318,-0.76722,tr,Patched,
2755,0.1122611,0.17126,pm,Peptidase_C2,
