Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date
EM120,Km233043,2014-06-03,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233043,2014.42,Genbank,2014-06-03
LIBR10240,Kt725320,2014-06-24,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725320,2014.48,Genbank,2014-06-24
EM096,Km034551,2014-05-26,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM034551,2014.40,Genbank,2014-05-26
G3679,Km034558,2014-05-28,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM034558,2014.40,Genbank,2014-05-28
EM_080165,Kr817238,2014-06-26,Subsaharan Africa,Sierra Leone,Kailahun,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817238,2014.48,Genbank,2014-06-26
G3831,Km233103,2014-06-16,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233103,2014.45,Genbank,2014-06-16
G3787,Km233074,2014-06-14,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233074,2014.45,Genbank,2014-06-14
V20140517,Kr653263,2014-09-05,Subsaharan Africa,Sierra Leone,Kailahun,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653263,2014.68,Genbank,2014-09-05
G4437.1,Kr105255,2014-07-20,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105255,2014.55,Genbank,2014-07-20
G4445.1,Kr105256,2014-07-21,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105256,2014.55,Genbank,2014-07-21
G4973.1,Kr105286,2014-08-12,Subsaharan Africa,Sierra Leone,Sierra Leone,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105286,2014.61,Genbank,2014-08-12
LIBR0229,Kt725333,2014-11-17,Subsaharan Africa,Liberia,Grand Bassa,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725333,2014.88,Genbank,2014-11-17
LIBR10077,Kt725326,2014-08-26,Subsaharan Africa,Liberia,Margibi,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725326,2014.65,Genbank,2014-08-26
LIBR10212,Kt725373,2014-09-19,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725373,2014.71,Genbank,2014-09-19
LIBR10253,Kt725282,2014-09-16,Subsaharan Africa,Liberia,Margibi,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725282,2014.71,Genbank,2014-09-16
LIBR10254,Kt725268,2014-10-02,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725268,2014.75,Genbank,2014-10-02
LIBR0157,Kt725393,2014-11-13,Subsaharan Africa,Liberia,Gbarpolu,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725393,2014.87,Genbank,2014-11-13
LIBR10201,Kt725306,2014-08-27,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725306,2014.65,Genbank,2014-08-27
LIBR0279,Kt725280,2014-11-22,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725280,2014.89,Genbank,2014-11-22
LIBR10187,Kt725392,2014-08-19,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725392,2014.63,Genbank,2014-08-19
LIBR10074,Kt725325,2014-09-20,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725325,2014.72,Genbank,2014-09-20
LIBR10071,Kt725308,2014-09-20,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725308,2014.72,Genbank,2014-09-20
LIBR10054,Kr006964,2014-09-23,Subsaharan Africa,Liberia,Bomi,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006964,2014.73,Genbank,2014-09-23
LIBR10195,Kt725264,2014-08-26,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725264,2014.65,Genbank,2014-08-26
LIBR10209,Kt725371,2014-09-19,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725371,2014.71,Genbank,2014-09-19
LIBR10307,Kt725310,2014-10-02,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725310,2014.75,Genbank,2014-10-02
LIBR0605,Kr006958,2014-12-20,Subsaharan Africa,Liberia,Montserrado,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006958,2014.97,Genbank,2014-12-20
LIBR0423,Kr006954,2014-12-03,Subsaharan Africa,Liberia,Montserrado,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006954,2014.92,Genbank,2014-12-03
LIBR10208,Kt725329,2014-09-19,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725329,2014.71,Genbank,2014-09-19
LIBR10052,Kt725258,2014-10-01,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725258,2014.75,Genbank,2014-10-01
EM_075368,Kr817131,2014-08-29,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817131,2014.66,Genbank,2014-08-29
EM_079388,Kr817178,2014-07-30,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817178,2014.57,Genbank,2014-07-30
EM_000321,Kr817074,2014-09-09,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817074,2014.69,Genbank,2014-09-09
EM_076138,Kr817140,2014-10-17,Subsaharan Africa,Guinea,Gueckedou,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817140,2014.79,Genbank,2014-10-17
EM_000028,Kr817069,2014-09-01,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817069,2014.67,Genbank,2014-09-01
EM_074785,Kr817126,2014-08-16,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817126,2014.62,Genbank,2014-08-16
EM_000027,Kr817068,2014-09-01,Subsaharan Africa,Guinea,Guinea,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817068,2014.67,Genbank,2014-09-01
EM_001101,Kr817088,2014-10-05,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817088,2014.76,Genbank,2014-10-05
EM_076322,Kr817145,2014-10-22,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817145,2014.80,Genbank,2014-10-22
EM_000015,Kr817067,2014-09-01,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817067,2014.67,Genbank,2014-09-01
EM_000925,Kr817082,2014-09-29,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817082,2014.74,Genbank,2014-09-29
V1371,Kr534555,2014-10-10,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534555,2014.77,Genbank,2014-10-10
EM_076610,Kr817153,2014-11-03,Subsaharan Africa,Guinea,Nzerekore,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817153,2014.84,Genbank,2014-11-03
EM_076533,Kr817151,2014-11-01,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817151,2014.83,Genbank,2014-11-01
EM_076534,Kr817152,2014-11-01,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817152,2014.83,Genbank,2014-11-01
EM_078654,Kr817167,2014-12-09,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817167,2014.94,Genbank,2014-12-09
EM_078608,Kr817164,2014-12-04,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817164,2014.92,Genbank,2014-12-04
LIBR10082,Kt725300,2014-08-26,Subsaharan Africa,Liberia,Margibi,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725300,2014.65,Genbank,2014-08-26
EM_074350,Kr817109,2014-07-22,Subsaharan Africa,Liberia,Lofa,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817109,2014.55,Genbank,2014-07-22
EM_080261,Kr817243,2014-07-12,Subsaharan Africa,Liberia,Lofa,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817243,2014.53,Genbank,2014-07-12
EM_074349,Kr817108,2014-07-22,Subsaharan Africa,Liberia,Lofa,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817108,2014.55,Genbank,2014-07-22
EM_074353,Kr817112,2014-07-22,Subsaharan Africa,Liberia,Lofa,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817112,2014.55,Genbank,2014-07-22
EM_074352,Kr817111,2014-07-22,Subsaharan Africa,Liberia,Lofa,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817111,2014.55,Genbank,2014-07-22
EM_074351,Kr817110,2014-07-22,Subsaharan Africa,Liberia,Lofa,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817110,2014.55,Genbank,2014-07-22
EM_074392,Kr817115,2014-07-25,Subsaharan Africa,Liberia,Liberia,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817115,2014.56,Genbank,2014-07-25
EM_074391,Kr817114,2014-07-26,Subsaharan Africa,Liberia,Lofa,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817114,2014.56,Genbank,2014-07-26
EM_000921,Kr817081,2014-09-29,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817081,2014.74,Genbank,2014-09-29
EM_004192,Kr817092,2014-12-22,Subsaharan Africa,Guinea,Faranah,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817092,2014.97,Genbank,2014-12-22
EM_078555,Kr817162,2014-12-01,Subsaharan Africa,Guinea,Faranah,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817162,2014.91,Genbank,2014-12-01
EM_004580,Kr817105,2015-01-27,Subsaharan Africa,Guinea,Faranah,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817105,2015.07,Genbank,2015-01-27
EM_004563,Kr817104,2015-01-25,Subsaharan Africa,Guinea,Kissidougou,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817104,2015.07,Genbank,2015-01-25
EM_004555,Kr817103,2015-01-22,Subsaharan Africa,Guinea,Kissidougou,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817103,2015.06,Genbank,2015-01-22
EM_076770,Kr817156,2014-11-08,Subsaharan Africa,Guinea,Kerouane,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817156,2014.85,Genbank,2014-11-08
EM_074684,Kr817124,2014-08-14,Subsaharan Africa,Guinea,Macenta,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817124,2014.62,Genbank,2014-08-14
EM_078709,Kr817174,2014-12-14,Subsaharan Africa,Guinea,Kerouane,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817174,2014.95,Genbank,2014-12-14
EM_078697,Kr817172,2014-12-14,Subsaharan Africa,Guinea,Kerouane,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817172,2014.95,Genbank,2014-12-14
EM_076948,Kr817157,2014-11-13,Subsaharan Africa,Guinea,Gueckedou,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817157,2014.87,Genbank,2014-11-13
EM_076769,Kr817155,2014-11-08,Subsaharan Africa,Guinea,Kerouane,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817155,2014.85,Genbank,2014-11-08
EM_076949,Kr817158,2014-11-13,Subsaharan Africa,Guinea,Gueckedou,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817158,2014.87,Genbank,2014-11-13
LIBR10270,Kt725256,2014-08-26,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725256,2014.65,Genbank,2014-08-26
LIBR10239,Kt725324,2014-07-19,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725324,2014.54,Genbank,2014-07-19
LIBR10306,Kt725336,2014-06-25,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725336,2014.48,Genbank,2014-06-25
LIBR10238,Kt725322,2014-07-18,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725322,2014.54,Genbank,2014-07-18
LIBR10249,Kt725388,2014-07-04,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725388,2014.50,Genbank,2014-07-04
LIBR10048,Kt725361,2014-10-01,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725361,2014.75,Genbank,2014-10-01
LIBR0092,Kr006946,2014-11-08,Subsaharan Africa,Liberia,Montserrado,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006946,2014.85,Genbank,2014-11-08
LIBR10262,Kt725285,2014-10-16,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725285,2014.79,Genbank,2014-10-16
LIBR10014,Kt725390,2014-08-19,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725390,2014.63,Genbank,2014-08-19
LIBR11079,Kt725372,2014-10-02,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725372,2014.75,Genbank,2014-10-02
LIBR10047,Kt725345,2014-10-01,Subsaharan Africa,Liberia,Margibi,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725345,2014.75,Genbank,2014-10-01
LIBR0159,Kt725327,2014-11-13,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725327,2014.87,Genbank,2014-11-13
LIBR10217,Kt725323,2014-09-29,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725323,2014.74,Genbank,2014-09-29
LIBR10218,Kt725284,2014-09-29,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725284,2014.74,Genbank,2014-09-29
LIBR0093,Kr006947,2014-11-08,Subsaharan Africa,Liberia,Montserrado,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006947,2014.85,Genbank,2014-11-08
LIBR0114,Kt725273,2014-11-10,Subsaharan Africa,Liberia,Grand Bassa,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725273,2014.86,Genbank,2014-11-10
LIBR0350,Kt725342,2014-11-26,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725342,2014.90,Genbank,2014-11-26
LIBR0115,Kt725254,2014-11-10,Subsaharan Africa,Liberia,Grand Bassa,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725254,2014.86,Genbank,2014-11-10
LIBR0116,Kr006948,2014-11-10,Subsaharan Africa,Liberia,Grand Bassa,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006948,2014.86,Genbank,2014-11-10
LIBR10245,Kt725332,2014-07-01,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725332,2014.50,Genbank,2014-07-01
LIBR10156,Kt725352,2014-09-13,Subsaharan Africa,Liberia,Grand Bassa,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725352,2014.70,Genbank,2014-09-13
LIBR10248,Kt725277,2014-07-14,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725277,2014.53,Genbank,2014-07-14
LIBR0073,Kr006944,2014-11-06,Subsaharan Africa,Liberia,Grand Bassa,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006944,2014.85,Genbank,2014-11-06
LIBR0071,Kt725303,2014-11-06,Subsaharan Africa,Liberia,Grand Bassa,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725303,2014.85,Genbank,2014-11-06
LIBR0058,Kr006940,2014-11-05,Subsaharan Africa,Liberia,Rivercess,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006940,2014.84,Genbank,2014-11-05
LIBR0059,Kr006941,2014-11-05,Subsaharan Africa,Liberia,Rivercess,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006941,2014.84,Genbank,2014-11-05
LIBR10279,Kt725341,2014-08-26,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725341,2014.65,Genbank,2014-08-26
LIBR10128,Kt725355,2014-08-30,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725355,2014.66,Genbank,2014-08-30
LIBR0168,Kr006949,2014-11-13,Subsaharan Africa,Liberia,Bomi,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006949,2014.87,Genbank,2014-11-13
LIBR10196,Kt725283,2014-08-26,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725283,2014.65,Genbank,2014-08-26
LIBR0112,Kt725330,2014-11-10,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725330,2014.86,Genbank,2014-11-10
LIBR0333,Kr006953,2014-11-25,Subsaharan Africa,Liberia,Grand Cape Mount,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006953,2014.90,Genbank,2014-11-25
LIBR0160,Kt725370,2014-11-13,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725370,2014.87,Genbank,2014-11-13
LIBR0622,Kt725288,2014-12-22,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725288,2014.97,Genbank,2014-12-22
LIBR0624,Kr006959,2014-12-22,Subsaharan Africa,Liberia,Montserrado,Kugelman Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR006959,2014.97,Genbank,2014-12-22
EM098,Km034552,2014-05-26,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM034552,2014.40,Genbank,2014-05-26
G3682,Km034560,2014-05-28,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM034560,2014.40,Genbank,2014-05-28
G3677,Km034556,2014-05-26,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM034556,2014.40,Genbank,2014-05-26
G3799,Km233080,2014-06-15,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233080,2014.45,Genbank,2014-06-15
G3823,Km233097,2014-06-15,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233097,2014.45,Genbank,2014-06-15
LIBR10250,Kt725360,2014-06-23,Subsaharan Africa,Liberia,Liberia,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725360,2014.47,Genbank,2014-06-23
EM_080065,Kr817232,2014-06-20,Subsaharan Africa,Liberia,Liberia,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817232,2014.47,Genbank,2014-06-20
LIBR10127,Kt725272,2014-08-22,Subsaharan Africa,Liberia,Bong,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725272,2014.64,Genbank,2014-08-22
EM_080067,Kr817234,2014-06-20,Subsaharan Africa,Liberia,Liberia,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817234,2014.47,Genbank,2014-06-20
LIBR10205,Kt725351,2014-09-19,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725351,2014.71,Genbank,2014-09-19
LIBR10078,Kt725297,2014-08-26,Subsaharan Africa,Liberia,Grand Bassa,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725297,2014.65,Genbank,2014-08-26
LIBR10079,Kt725309,2014-08-26,Subsaharan Africa,Liberia,Grand Bassa,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725309,2014.65,Genbank,2014-08-26
EM_074438,Kr817118,2014-08-01,Subsaharan Africa,Guinea,Nzerekore,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817118,2014.58,Genbank,2014-08-01
EM_074436,Kr817116,2014-08-01,Subsaharan Africa,Guinea,Nzerekore,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817116,2014.58,Genbank,2014-08-01
EM_074439,Kr817119,2014-08-01,Subsaharan Africa,Guinea,Nzerekore,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817119,2014.58,Genbank,2014-08-01
EM_074437,Kr817117,2014-08-01,Subsaharan Africa,Guinea,Nzerekore,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817117,2014.58,Genbank,2014-08-01
G3734,Km233055,2014-06-07,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233055,2014.43,Genbank,2014-06-07
G3758,Km233062,2014-06-11,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233062,2014.44,Genbank,2014-06-11
G3808,Km233085,2014-06-15,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233085,2014.45,Genbank,2014-06-15
G3795,Km233077,2014-06-15,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233077,2014.45,Genbank,2014-06-15
G3782,Km233072,2014-06-14,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233072,2014.45,Genbank,2014-06-14
EM_080003,Kr817228,2014-06-14,Subsaharan Africa,Sierra Leone,Kailahun,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817228,2014.45,Genbank,2014-06-14
EM_080269,Kr817245,2014-07-12,Subsaharan Africa,Liberia,Liberia,Carroll Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR817245,2014.53,Genbank,2014-07-12
V201403007,Kp178538,2014-08-03,Subsaharan Africa,Liberia,Liberia,Albarino Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP178538,2014.59,Genbank,2014-08-03
LIBR10088,Kt725349,2014-08-26,Subsaharan Africa,Liberia,Montserrado,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725349,2014.65,Genbank,2014-08-26
LIBR10086,Kt725381,2014-08-26,Subsaharan Africa,Liberia,Margibi,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725381,2014.65,Genbank,2014-08-26
LIBR10087,Kt725346,2014-08-26,Subsaharan Africa,Liberia,Margibi,Ladner Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT725346,2014.65,Genbank,2014-08-26
G3841,Km233107,2014-06-17,Subsaharan Africa,Sierra Leone,Bo,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233107,2014.46,Genbank,2014-06-17
G3786,Km233073,2014-06-14,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233073,2014.45,Genbank,2014-06-14
