,0,1,2,3,4,5,6,7,8,9,10,11,topic_id,topic_txt,topics,title,filename,x,y,citations,journal,pub_date,authors,cited_by,n_cites
83,0.6272721886634827,0.0,0.07470598071813582,0.0,0.08950235694646835,0.0,0.0,0.0,0.0,0.13308760523796082,0.0,0.06815703213214874,0,influenza; risk; text; 95; factor; patient; high; ci; increase; group,Topic: 0,professional and home-made face masks reduce exposure to respiratory infections among the general population,6bfd7a2e092c039e792bae569c8406f2a47c2759.json,15.824623999999998,21.158865,,PLoS One,2008-07-09,"van der Sande, Marianne; Teunis, Peter; Sabel, Rob","951,1450,3116,3147,3324",5
87,0.0,0.0,0.0,0.2631813883781433,0.0,0.0,0.4810198247432709,0.02047656662762165,0.09790760278701782,0.0,0.1330212503671646,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,the sars coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor,cf6c6fa2a4cf3fd624d4ef8291804a3fab3f1b2a.json,-26.564365000000002,-6.699992,,PLoS One,2009-12-17,"Minakshi, Rinki; Padhan, Kartika; Rani, Manjusha; Khan, Nabab; Ahmad, Faizan; Jameel, Shahid","114,620,750,1174,1591,1592,1674,2696,2741,2957,3312,3951,4306,4435,4668",15
88,0.07246324419975281,0.0,0.17639222741127014,0.28211891651153564,0.0,0.0,0.27435392141342163,0.1870205402374268,0.0,0.0,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,phosphoproteomic-based kinase profiling early in influenza virus infection identifies grk2 as antiviral drug target,554d4209692f1b384ec738f3c74b110ccf5e8dbb.json,-20.809238,-1.1678765,"1714,184,2429",Nat Commun,2018-09-11,"Yángüez, Emilio; Hunziker, Annika; Dobay, Maria Pamela; Yildiz, Soner; Schading, Simon; Elshina, Elizaveta; Karakus, Umut; Gehrig, Peter; Grossmann, Jonas; Dijkman, Ronald; Schmolke, Mirco; Stertz, Silke",2025,1
89,0.0,0.024592189118266102,0.0,0.2898659110069275,0.0,0.0,0.0,0.5030327439308167,0.0,0.1766175478696823,0.0,0.0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,lysosomotropic agents as hcv entry inhibitors,bd0d94a4452f2b55cfab53adecb84ce5f2c91fe3.json,-12.305339,-15.378345999999999,,Virol J,2011-04-12,"Ashfaq, Usman A; Javed, Tariq; Rehman, Sidra; Nawaz, Zafar; Riazuddin, Sheikh","484,2128",2
92,0.0,0.054460622370243066,0.0,0.0,0.5176590085029602,0.0,0.0,0.4155107438564301,0.0,0.0,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,mapping of minimal motifs of b-cell epitopes on human zona pellucida glycoprotein-3,ea40bddad18086f300f45b71a07f3e4c14e060eb.json,-5.8946548,0.5155301999999999,,Clin Dev Immunol,2011-11-17,"Xu, Wan-Xiang; He, Ya-Ping; Wang, Jian; Tang, Hai-Ping; Shi, Hui-Juan; Sun, Xiao-Xi; Ji, Chao-Neng; Gu, Shao-Hua; Xie, Yi",1778,1
93,0.0,0.0,0.0,0.0,0.0,0.1577683985233307,0.0,0.0,0.0,0.0,0.0,0.8282806873321533,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,high human bocavirus viral load is associated with disease severity in children under five years of age,7150b10d52da822055fd899a9df210131bf8104e.json,-5.807593,26.080551,,PLoS One,2013-04-30,"Zhao, Baihui; Yu, Xuelian; Wang, Chuanxian; Teng, Zheng; Wang, Chun; Shen, Jiaren; Gao, Ye; Zhu, Zhaokui; Wang, Jiayu; Yuan, Zhengan; Wu, Fan; Zhang, Xi; Ghildyal, Reena","191,823,2323,2494,3180,3929,4646",7
94,0.043665386736392975,0.0,0.2330635339021683,0.0,0.13699021935462952,0.0,0.0,0.033061396330595016,0.18684254586696625,0.0,0.0,0.3627980053424835,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,"overview of current therapeutics and novel candidates against influenza, respiratory syncytial virus, and middle east respiratory syndrome coronavirus infections",40ac6a37f332f47ff9e9c6a6f8b1d5d21752679e.json,3.803711,19.61094,"1673,2174,3209,356,2773",Front Microbiol,2019-06-19,"Behzadi, Mohammad Amin; Leyva-Grado, Victor H.",1764,1
96,0.0,0.08043729513883591,0.0938769429922104,0.0,0.0,0.0,0.0,0.039354540407657616,0.7703777551651001,0.0,0.0,0.01016193814575672,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,bat origin of human coronaviruses,8a14b75626a9cad7cac350437b7af5e0e4bd5127.json,13.019622,4.9360870000000014,"3271,2542,3623",Virol J,2015-12-22,"Hu, Ben; Ge, Xingyi; Wang, Lin-Fa; Shi, Zhengli","70,331,473,481,1444,1591,1655,1830,2423,2593,3488,3561,3861,3981,4122,4363,4626",17
97,0.14259736239910126,0.0215328186750412,0.0,0.0,0.0,0.10684102773666382,0.0,0.0,0.0,0.0,0.0,0.7237592339515686,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,influenza season,621fb61c827a3f1f0c6c69849319ed45f6dc1f5b.json,-0.25182927,27.361390999999998,,BMC Infect Dis,2015-02-22,"Zimmerman, Richard K; Rinaldo, Charles R; Nowalk, Mary Patricia; Balasubramani, GK; Moehling, Krissy K; Bullotta, Arlene; Eng, Heather F; Raviotta, Jonathan M; Sax, Theresa M; Wisniewski, Stephen",494,1
98,0.056715995073318475,0.0932907834649086,0.0,0.0,0.17381100356578827,0.4510644674301148,0.0,0.0,0.030313257128000263,0.10288412123918532,0.0878295749425888,0.0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,polymerase cross-linking spiral reaction (pclsr) for detection of african swine fever virus (asfv) in pigs and wild boars,7969e6c3564904ffb7928747d52f3edcc7f97fff.json,1.580797,6.797563,,Sci Rep,2017-02-15,"Woźniakowski, Grzegorz; Frączyk, Magdalena; Kowalczyk, Andrzej; Pomorska-Mól, Małgorzata; Niemczuk, Krzysztof; Pejsak, Zygmunt","1147,1753",2
100,0.0,0.0,0.0701565146446228,0.6840415000915527,0.0,0.0,0.11653359234333036,0.0,0.0,0.12420234829187393,0.0,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,glial response during cuprizone-induced de-and remyelination in the cns: lessons learned,b4b8196a56fe00d653d288226f12952824c5b7cc.json,-24.89260100000001,7.2436089999999975,1948,Front Cell Neurosci,2014-03-13,"Gudi, Viktoria; Gingele, Stefan; Skripuletz, Thomas; Stangel, Martin",3384,1
103,0.0,0.0,0.0916493833065033,0.09118657559156418,0.0,0.0,0.3157270848751068,0.3866276144981384,0.0,0.0,0.11112582683563232,0.0,7,protein; bind; cell; domain; receptor; activity; membrane; peptide; structure; fusion,Topic: 7,late endosomal/lysosomal cholesterol accumulation is a host cell-protective mechanism inhibiting endosomal escape of influenza a virus,6799e37b5fda2d18292b86b6a6c7ba1eb185d018.json,-20.82441,-16.783120999999998,"2558,830,3257,3638",mBio,2018-07-24,"Kühnl, Alexander; Musiol, Agnes; Heitzig, Nicole; Johnson, Danielle E.; Ehrhardt, Christina; Grewal, Thomas; Gerke, Volker; Ludwig, Stephan; Rescher, Ursula",4412,1
104,0.0,0.0,0.0,0.3953203558921814,0.03356340155005455,0.1653910130262375,0.0,0.0,0.0,0.3031231164932251,0.09905105829238893,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,sambucus nigra extracts inhibit infectious bronchitis virus at an early point during replication,c8b1da52eeb1d7dc2ff2f2f20a44ef13160fd626.json,-15.847142999999999,3.9359372,,BMC Vet Res,2014-01-16,"Chen, Christie; Zuckerman, David M; Brantley, Susanna; Sharpe, Michka; Childress, Kevin; Hoiczyk, Egbert; Pendleton, Amanda R",799,1
105,0.0,0.6737653017044067,0.0,0.0,0.21763601899147034,0.062097400426864624,0.0,0.016094055026769638,0.02607094869017601,0.0,0.0,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,molecular characterization of the orf3 and s1 genes of porcine epidemic diarrhea virus non s-indel strains in seven regions of china,a286c95345592981acce2ffe297605fd083d9fe7.json,7.1391773,-5.203653299999999,"4125,2155,126,1071,2537,1230,3766",PLoS One,2016-08-05,"Wang, Enyu; Guo, Donghua; Li, Chunqiu; Wei, Shan; Wang, Zhihui; Liu, Qiujin; Zhang, Bei; Kong, Fanzhi; Feng, Li; Sun, Dongbo","450,1021,3544",3
107,0.0,0.0,0.0,0.0,0.8178428411483765,0.13642664253711698,0.0,0.0,0.0,0.033021703362464905,0.0,0.0,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,determination of the infectious titer and virulence of an original us porcine epidemic diarrhea virus pc22a strain,a969190e8cae42cb65e639aee83d71d9f78c4dc0.json,-3.600011,8.912682,"3304,690",Vet Res,2015-09-25,"Liu, Xinsheng; Lin, Chun-Ming; Annamalai, Thavamathi; Gao, Xiang; Lu, Zhongyan; Esseili, Malak A; Jung, Kwonil; El-Tholoth, Mohamed; Saif, Linda J; Wang, Qiuhong","903,1021,1127,1644,2193,3346,4241",7
108,0.16468879580497742,0.06595436483621597,0.0,0.0,0.0,0.0,0.0,0.0,0.409132331609726,0.0,0.0,0.34300729632377625,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,two deletion variants of middle east respiratory syndrome coronavirus found in a patient with characteristic symptoms,ae423f7ae98fa3e8a1249bd193df1c09bdeedf7c.json,4.2174363,17.50979,"590,4504,1256",Arch Virol,2017-04-18,"Xie, Qian; Cao, Yujuan; Su, Juan; Wu, Jie; Wu, Xianbo; Wan, Chengsong; He, Mingliang; Ke, Changwen; Zhang, Bao; Zhao, Wei","747,2764,3004",3
109,0.0,0.0,0.0,0.4405626356601715,0.0,0.0,0.0,0.09867895394563676,0.0,0.2978988289833069,0.15746986865997314,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,antiviral activity of glycyrrhizin against hepatitis c virus in vitro,a2e8d9291e399c6d8adc6d39318de197e86b3f4e.json,-16.415956,2.7815652,422,PLoS One,2013-07-18,"Matsumoto, Yoshihiro; Matsuura, Tomokazu; Aoyagi, Haruyo; Matsuda, Mami; Hmwe, Su Su; Date, Tomoko; Watanabe, Noriyuki; Watashi, Koichi; Suzuki, Ryosuke; Ichinose, Shizuko; Wake, Kenjiro; Suzuki, Tetsuro; Miyamura, Tatsuo; Wakita, Takaji; Aizaki, Hideki","1681,3443",2
110,0.0,0.3217082619667053,0.0,0.0,0.2089369893074036,0.0,0.0,0.0,0.3036363422870636,0.0,0.0,0.1559506058692932,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,"alston virus, a novel paramyxovirus isolated from bats causes upper respiratory tract infection in experimentally challenged ferrets",069b422b624f7d6bb46b8381030550a88a3b30dd.json,10.608678999999999,2.1404254000000003,"921,3584",Viruses,2018-11-28,"Johnson, Rebecca I.; Tachedjian, Mary; Rowe, Brenton; Clayton, Bronwyn A.; Layton, Rachel; Bergfeld, Jemma; Wang, Lin-Fa; Marsh, Glenn A.",1192,1
111,0.12432263046503067,0.014275209978222847,0.028338659554719925,0.0,0.0,0.03278475999832153,0.01578049547970295,0.0,0.0,0.0,0.0,0.7800354957580566,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,epidemiology of pathogen-specific respiratory infections among three us populations,4cbd54dab5ad14f6d8c5ad9fb9bc223cb4431ba3.json,-1.9710416000000002,28.491394,"1439,552",PLoS One,2014-12-30,"Radin, Jennifer M.; Hawksworth, Anthony W.; Kammerer, Peter E.; Balansay, Melinda; Raman, Rema; Lindsay, Suzanne P.; Brice, Gary T.","889,1728",2
115,0.0,0.0,0.11796442419290545,0.7388932704925537,0.0,0.0,0.0,0.0,0.0,0.0,0.1356394588947296,0.0,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,inflammatory monocytes and the pathogenesis of viral encephalitis,34e4b49c46c5462089f516983eeb19a6aff69d01.json,-23.540604000000002,9.994786,,J Neuroinflammation,2012-12-17,"Terry, Rachael L; Getts, Daniel R; Deffrasnes, Celine; van Vreden, Caryn; Campbell, Iain L; King, Nicholas JC","487,1418,1520,1596,2319,3597",6
118,0.0,0.029497282579541206,0.06087125837802888,0.0,0.0,0.5002011060714722,0.0,0.0,0.0,0.21484613418579104,0.1904713958501816,0.0,5,sample; pcr; assay; detection; detect; rt; test; time; positive; ibv,Topic: 5,direct nucleic acid analysis of mosquitoes for high fidelity species identification and detection of wolbachia using a cellphone,fcc66c2bb245f7ddfeccc64ffc5a10013af74a60.json,3.7431235000000003,7.2637353000000004,,PLoS Negl Trop Dis,2018-08-30,"Bhadra, Sanchita; Riedel, Timothy E.; Saldaña, Miguel A.; Hegde, Shivanand; Pederson, Nicole; Hughes, Grant L.; Ellington, Andrew D.",4171,1
120,0.2039589136838913,0.0,0.0,0.01158629171550274,0.0,0.11066313087940216,0.0,0.0,0.0,0.0,0.0,0.667823851108551,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,severe community-acquired pneumonia caused by human adenovirus in immunocompetent adults: a multicenter case series,3bd56ae4a76caf910da9be6266e18b74308364b6.json,0.09864466,27.20964600000001,"2340,795",PLoS One,2016-03-11,"Tan, Dingyu; Zhu, Huadong; Fu, Yangyang; Tong, Fei; Yao, Dongqi; Walline, Joseph; Xu, Jun; Yu, Xuezhong","2195,2911,3688",3
122,0.0,0.15229922533035278,0.0,0.22016170620918274,0.2897882163524628,0.0,0.0,0.0,0.27984675765037537,0.0,0.0,0.05182158201932907,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,comparative in vivo analysis of recombinant type ii feline coronaviruses with truncated and completed orf3 region,03fd3a4ec79ffea2a049338b2818457e98496df6.json,-7.7071238,-6.414778,"3894,1074",PLoS One,2014-02-20,"Bálint, Ádám; Farsang, Attila; Zádori, Zoltán; Belák, Sándor","1050,3614",2
125,0.0,0.0,0.7528092861175537,0.0,0.0,0.0,0.0,0.0,0.0,0.011521716602146629,0.17486968636512756,0.0,2,disease; health; outbreak; model; public; datum; transmission; infectious; epidemic; country,Topic: 2,inflammatory cytokine expression is associated with chikungunya virus resolution and symptom severity,87dda3063b97a87338264b45ae16045e46cb237b.json,24.514067,-0.73834234,455,PLoS Negl Trop Dis,2011-08-16,"Kelvin, Alyson A.; Banner, David; Silvi, Giuliano; Moro, Maria Luisa; Spataro, Nadir; Gaibani, Paolo; Cavrini, Francesca; Pierro, Anna; Rossini, Giada; Cameron, Mark J.; Bermejo-Martin, Jesus F.; Paquette, Stéphane G.; Xu, Luoling; Danesh, Ali; Farooqui, Amber; Borghetto, Ilaria; Kelvin, David J.; Sambri, Vittorio; Rubino, Salvatore","3634,3925",2
126,0.08129935711622238,0.8168441653251648,0.0,0.0,0.015716135501861572,0.07983481138944626,0.0,0.0,0.0,0.0,0.0,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,"co-circulation of the rare cpv-2c with unique gln370arg substitution, new cpv-2b with unique thr440ala substitution, and new cpv-2a with high prevalence and variation in heilongjiang province, northeast china",ddf124684188ac29dba3b174f327bd0fd62155bd.json,8.489964,-6.246874299999999,3427,PLoS One,2015-09-08,"Geng, Yufei; Guo, Donghua; Li, Chunqiu; Wang, Enyu; Wei, Shan; Wang, Zhihui; Yao, Shuang; Zhao, Xiwen; Su, Mingjun; Wang, Xinyu; Wang, Jianfa; Wu, Rui; Feng, Li; Sun, Dongbo","105,2385",2
128,0.0,0.01755993440747261,0.0,0.14690572023391724,0.05942300334572793,0.0,0.0,0.0,0.0,0.014724223874509338,0.0,0.7561081647872925,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,a fatal case associated with respiratory syncytial virus infection in a young child,a21809b3622fbd0f1a0ef01eab221fb05ada15e3.json,-7.8377447,25.178503,,BMC Infect Dis,2018-05-11,"Xu, Lili; Gao, Hengmiao; Zeng, Jiansheng; Liu, Jun; Lu, Cong; Guan, Xiaolei; Qian, Suyun; Xie, Zhengde",514,1
130,0.0,0.03455834090709686,0.27150198817253113,0.0,0.3241255283355713,0.0,0.0,0.0,0.0,0.041045039892196655,0.2671213150024414,0.057621341198682785,4,vaccine; antibody; pedv; pig; infection; response; porcine; epitope; antigen; strain,Topic: 4,protective immunity by an engineered dna vaccine for mayaro virus,a5a3e3edfad63f20fc48ba5885fb9cc863411d2e.json,-3.0699267000000003,2.1384976000000004,,PLoS Negl Trop Dis,2019-02-07,"Choi, Hyeree; Kudchodkar, Sagar B.; Reuschel, Emma L.; Asija, Kanika; Borole, Piyush; Ho, Michelle; Wojtak, Krzysztof; Reed, Charles; Ramos, Stephanie; Bopp, Nathen E.; Aguilar, Patricia V.; Weaver, Scott C.; Kim, J. Joseph; Humeau, Laurent; Tebas, Pablo; Weiner, David B.; Muthumani, Kar",1823,1
132,0.0,0.0947686955332756,0.0,0.4122284948825836,0.23054762184619906,0.013267522677779198,0.2288084626197815,0.0,0.0,0.0,0.0,0.016911810263991356,3,cell; infection; mouse; expression; induce; disease; level; increase; effect; lung,Topic: 3,understanding prrsv infection in porcine lung based on genome-wide transcriptome response identified by deep sequencing,eaccbbd4d93f295b6c22ae217f159c288b29deb6.json,-12.120894,8.959325999999997,,PLoS One,2010-06-29,"Xiao, Shuqi; Jia, Jianyu; Mo, Delin; Wang, Qiwei; Qin, Limei; He, Zuyong; Zhao, Xiao; Huang, Yuankai; Li, Anning; Yu, Jingwei; Niu, Yuna; Liu, Xiaohong; Chen, Yaosheng","320,718,1017,2177,2350,2712,4595",7
134,0.13984285295009613,0.0,0.0,0.3076149523258209,0.0,0.0,0.13115452229976654,0.0,0.0,0.0,0.0,0.41678154468536377,11,respiratory; patient; infection; child; viral; clinical; rsv; pneumonia; influenza; acute,Topic: 11,direct association between pharyngeal viral secretion and host cytokine response in severe pandemic influenza,28b906cb5b5dd66df68bdd155ccc2ab514180c2a.json,-9.790078,19.520203,4682,BMC Infect Dis,2011-08-31,"Almansa, Raquel; Anton, Andres; Ramirez, Paula; Martin-Loeches, Ignacio; Banner, David; Pumarola, Tomás; Xu, Luoling; Blanco, Jesús; Ran, Longsi; Lopez-Campos, Guillermo; Martin-Sanchez, Fernando; Socias, Lorenzo; Loza, Ana; Andaluz, David; Maravi, Enrique; Gordón, Mónica; Gallegos, Maria C; Fernandez, Victoria; León, Cristobal; Merino, Pedro; Marcos, Maria Ángeles; Gandía, Francisco; Bobillo, Felipe; Resino, Salvador; Eiros, Jose Mª; Castro, Carmen; Mateo, Paula; Gonzalez-Rivera, Milagros; Rello, Jordi; de Lejarazu, Raul Ortiz; Kelvin, David J; Bermejo-Martin, Jesus F","723,4373",2
136,0.0,0.0,0.0,0.0,0.0,0.0,0.6037860512733461,0.2366998642683029,0.10739728808403017,0.0,0.0459614060819149,0.0,6,infection; response; viral; host; gene; immune; protein; ifn; pathway; expression,Topic: 6,the sars coronavirus papain like protease can inhibit irf3 at a post activation step that requires deubiquitination activity,d71c2fa8fe1c3df75d031c50267993ede529b85c.json,-25.498120999999998,-14.119719,2232,Virol J,2014-12-07,"Matthews, Krystal; Schäfer, Alexandra; Pham, Alissa; Frieman, Matthew",3888,1
137,0.0,0.559271514415741,0.09539487957954408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341823935508728,0.0,1,sequence; gene; strain; genome; specie; genetic; genotype; host; region; identify,Topic: 1,evolution of genome size and complexity in the rhabdoviridae,997f6355fdf8531d31a8bdadd1067f651e2e3d41.json,7.4135300000000015,-10.515606,"1093,1684,1530",PLoS Pathog,2015-02-13,"Walker, Peter J.; Firth, Cadhla; Widen, Steven G.; Blasdell, Kim R.; Guzman, Hilda; Wood, Thomas G.; Paradkar, Prasad N.; Holmes, Edward C.; Tesh, Robert B.; Vasilakis, Nikos","885,2091,4097,4117,4313",5
138,0.0,0.17989248037338254,0.16793562471866608,0.106081523001194,0.0,0.0,0.0,0.0,0.4623183608055115,0.07567372918128967,0.0,0.0,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,emerging viruses in the felidae: shifting paradigms,cf92667ce9f346dd79bc980fdb5d21a5cf6b334a.json,13.61933,3.2804613,"3894,3818,1368",Viruses,2012-02-07,"O’Brien, Stephen J.; Troyer, Jennifer L.; Brown, Meredith A.; Johnson, Warren E.; Antunes, Agostinho; Roelke, Melody E.; Pecon-Slattery, Jill","121,4709",2
139,0.026106853038072586,0.3498952388763428,0.1296389251947403,0.0,0.0,0.08173438161611557,0.0,0.0,0.3762063980102539,0.016710415482521057,0.0,0.01696421205997467,8,cov; sars; mers; bat; coronavirus; human; mers_cov; respiratory; syndrome; respiratory_syndrome,Topic: 8,detection of new genetic variants of betacoronaviruses in endemic frugivorous bats of madagascar,395fef2b73d1c568f900de94f5f6d908bc305f24.json,12.490874,1.0735137,3008,Virol J,2015-03-12,"Razanajatovo, Norosoa H; Nomenjanahary, Lalaina A; Wilkinson, David A; Razafimanahaka, Julie H; Goodman, Steven M; Jenkins, Richard K; Jones, Julia PG; Heraud, Jean-Michel",980,1
