,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover
165,166,AR,05109,Pike,Murfreesboro,"11,291","1,555.592",600.618,34.996,13.512,"1,590.588",614.130,34.158191,-93.658659,Pike<br>AR<br>05109
166,167,AR,05111,Poinsett,Harrisburg,"24,583","1,964.218",758.389,13.523,5.221,"1,977.740",763.610,35.568981,-90.680595,Poinsett<br>AR<br>05111
167,168,AR,05113,Polk,Mena,"20,662","2,221.378",857.679,12.387,4.783,"2,233.765",862.462,34.490915,-94.230884,Polk<br>AR<br>05113
168,169,AR,05115,Pope,Russellville,"61,754","2,104.491",812.548,47.207,18.227,"2,151.697",830.775,35.455297,-93.031535,Pope<br>AR<br>05115
169,170,AR,05117,Prairie,"Des Arc, De Valls Bluff","8,715","1,678.204",647.958,71.629,27.656,"1,749.833",675.614,34.828225,-91.557200,Prairie<br>AR<br>05117
170,171,AR,05119,Pulaski,Little Rock,"382,748","1,967.777",759.763,124.062,47.900,"2,091.839",807.663,34.773988,-92.316515,Pulaski<br>AR<br>05119
171,172,AR,05121,Randolph,Pocahontas,"17,969","1,689.166",652.191,9.968,3.849,"1,699.134",656.040,36.341299,-91.028441,Randolph<br>AR<br>05121
172,173,AR,05123,St. Francis,Forrest City,"28,258","1,644.049",634.771,20.050,7.741,"1,664.099",642.512,35.014438,-90.742199,St. Francis<br>AR<br>05123
173,174,AR,05125,Saline,Benton,"107,118","1,874.125",723.604,17.836,6.886,"1,891.960",730.490,34.648525,-92.674463,Saline<br>AR<br>05125
174,175,AR,05127,Scott,Waldron,"11,233","2,311.098",892.320,14.901,5.753,"2,325.999",898.073,34.858869,-94.063641,Scott<br>AR<br>05127
175,176,AR,05129,Searcy,Marshall,"8,195","1,725.177",666.095,6.257,2.416,"1,731.434",668.511,35.909660,-92.699351,Searcy<br>AR<br>05129
176,177,AR,05131,Sebastian,"Greenwood, Fort Smith","125,744","1,377.644",531.911,36.906,14.249,"1,414.549",546.160,35.196981,-94.274989,Sebastian<br>AR<br>05131
177,178,AR,05133,Sevier,De Queen,"17,058","1,463.670",565.126,41.831,16.151,"1,505.501",581.277,33.994608,-94.243290,Sevier<br>AR<br>05133
178,179,AR,05135,Sharp,Ash Flat,"17,264","1,565.489",604.439,5.173,1.997,"1,570.662",606.436,36.173399,-91.471069,Sharp<br>AR<br>05135
179,180,AR,05137,Stone,Mountain View,"12,394","1,570.581",606.405,7.839,3.027,"1,578.420",609.432,35.856989,-92.140494,Stone<br>AR<br>05137
180,181,AR,05139,Union,El Dorado,"41,639","2,691.553","1,039.214",41.402,15.985,"2,732.954","1,055.199",33.168219,-92.598145,Union<br>AR<br>05139
181,182,AR,05141,Van Buren,Clinton,"17,295","1,834.082",708.143,41.806,16.141,"1,875.888",724.284,35.582959,-92.515977,Van Buren<br>AR<br>05141
182,183,AR,05143,Washington,Fayetteville,"203,065","2,439.682",941.966,27.047,10.443,"2,466.729",952.409,35.971209,-94.218417,Washington<br>AR<br>05143
183,184,AR,05145,White,Searcy,"77,076","2,680.833","1,035.075",18.311,7.070,"2,699.144","1,042.145",35.254722,-91.753158,White<br>AR<br>05145
184,185,AR,05147,Woodruff,Augusta,"7,260","1,519.781",586.791,18.708,7.223,"1,538.489",594.014,35.189071,-91.244418,Woodruff<br>AR<br>05147
185,186,AR,05149,Yell,"Dardanelle, Danville","22,185","2,408.647",929.984,48.880,18.873,"2,457.528",948.857,34.997713,-93.408303,Yell<br>AR<br>05149
186,187,CA,06001,Alameda,Oakland,"1,510,271","1,914.046",739.017,213.185,82.311,"2,127.231",821.328,37.648081,-121.913304,Alameda<br>CA<br>06001
187,188,CA,06003,Alpine,Markleeville,"1,175","1,912.272",738.332,12.557,4.848,"1,924.829",743.180,38.617610,-119.798999,Alpine<br>CA<br>06003
188,189,CA,06005,Amador,Jackson,"38,091","1,539.963",594.583,29.457,11.373,"1,569.420",605.956,38.443550,-120.653856,Amador<br>CA<br>06005
189,190,CA,06007,Butte,Oroville,"220,000","4,238.423","1,636.464",105.326,40.667,"4,343.749","1,677.131",39.665959,-121.601919,Butte<br>CA<br>06007
190,191,CA,06009,Calaveras,San Andreas,"45,578","2,641.820","1,020.012",43.810,16.915,"2,685.630","1,036.927",38.187844,-120.555115,Calaveras<br>CA<br>06009
191,192,CA,06011,Colusa,Colusa,"21,419","2,980.379","1,150.731",14.581,5.630,"2,994.960","1,156.361",39.177739,-122.237563,Colusa<br>CA<br>06011
192,193,CA,06013,Contra Costa,Martinez,"1,049,025","1,854.269",715.937,227.485,87.833,"2,081.754",803.770,37.919479,-121.951543,Contra Costa<br>CA<br>06013
193,194,CA,06015,Del Norte,Crescent City,"28,610","2,606.494","1,006.373",578.526,223.370,"3,185.020","1,229.743",41.749903,-123.980998,Del Norte<br>CA<br>06015
194,195,CA,06017,El Dorado,Placerville,"181,058","4,423.397","1,707.883",203.243,78.473,"4,626.640","1,786.356",38.785532,-120.534398,El Dorado<br>CA<br>06017
195,196,CA,06019,Fresno,Fresno,"930,450","15,431.126","5,957.991",137.816,53.211,"15,568.942","6,011.202",36.761006,-119.655019,Fresno<br>CA<br>06019
196,197,CA,06021,Glenn,Willows,"28,122","3,403.107","1,313.947",33.750,13.031,"3,436.857","1,326.978",39.602546,-122.401700,Glenn<br>CA<br>06021
197,198,CA,06023,Humboldt,Eureka,"134,623","9,241.045","3,567.987","1,254.256",484.271,"10,495.301","4,052.258",40.706673,-123.925818,Humboldt<br>CA<br>06023
198,199,CA,06025,Imperial,El Centro,"174,528","10,817.353","4,176.603",790.248,305.116,"11,607.600","4,481.719",33.040816,-115.355395,Imperial<br>CA<br>06025
199,200,CA,06027,Inyo,Independence,"18,546","26,368.354","10,180.879",119.208,46.026,"26,487.562","10,226.905",36.561977,-117.403927,Inyo<br>CA<br>06027
200,201,CA,06029,Kern,Bakersfield,"839,631","21,061.565","8,131.916",79.577,30.725,"21,141.142","8,162.641",35.346629,-118.729506,Kern<br>CA<br>06029
201,202,CA,06031,Kings,Hanford,"152,982","3,598.582","1,389.420",5.469,2.111,"3,604.051","1,391.531",36.072478,-119.815530,Kings<br>CA<br>06031
202,203,CA,06033,Lake,Lakeport,"64,665","3,254.228","1,256.464",188.962,72.959,"3,443.190","1,329.423",39.094802,-122.746757,Lake<br>CA<br>06033
203,204,CA,06035,Lassen,Susanville,"34,895","11,761.612","4,541.184",463.441,178.935,"12,225.053","4,720.119",40.721089,-120.629931,Lassen<br>CA<br>06035
204,205,CA,06037,Los Angeles,Los Angeles,"9,818,605","10,509.870","4,057.884","1,795.013",693.058,"12,304.883","4,750.942",34.196398,-118.261862,Los Angeles<br>CA<br>06037
205,206,CA,06039,Madera,Madera,"150,865","5,534.983","2,137.069",41.958,16.200,"5,576.940","2,153.269",37.210039,-119.749852,Madera<br>CA<br>06039
206,207,CA,06041,Marin,San Rafael,"252,409","1,347.586",520.306,797.420,307.886,"2,145.006",828.192,38.051817,-122.745974,Marin<br>CA<br>06041
207,208,CA,06043,Mariposa,Mariposa,"18,251","3,752.417","1,448.816",36.271,14.004,"3,788.688","1,462.820",37.570034,-119.912860,Mariposa<br>CA<br>06043
208,209,CA,06045,Mendocino,Ukiah,"87,841","9,081.386","3,506.343",962.953,371.798,"10,044.339","3,878.141",39.432388,-123.442881,Mendocino<br>CA<br>06045
209,210,CA,06047,Merced,Merced,"255,793","5,011.555","1,934.972",112.760,43.537,"5,124.315","1,978.509",37.194806,-120.722802,Merced<br>CA<br>06047
210,211,CA,06049,Modoc,Alturas,"9,686","10,146.977","3,917.770",739.774,285.629,"10,886.752","4,203.399",41.592919,-120.718370,Modoc<br>CA<br>06049
211,212,CA,06051,Mono,Bridgeport,"14,202","7,896.827","3,048.982",214.695,82.894,"8,111.523","3,131.876",37.915836,-118.875167,Mono<br>CA<br>06051
212,213,CA,06053,Monterey,Salinas,"415,057","8,496.703","3,280.595","1,270.714",490.626,"9,767.417","3,771.221",36.240107,-121.315573,Monterey<br>CA<br>06053
213,214,CA,06055,Napa,Napa,"136,484","1,938.247",748.362,104.169,40.220,"2,042.417",788.582,38.507351,-122.325995,Napa<br>CA<br>06055
214,215,CA,06057,Nevada,Nevada City,"98,764","2,480.617",957.772,41.515,16.029,"2,522.132",973.801,39.295191,-120.773446,Nevada<br>CA<br>06057
215,216,CA,06059,Orange,Santa Ana,"3,010,232","2,047.561",790.568,407.917,157.498,"2,455.478",948.066,33.675687,-117.777207,Orange<br>CA<br>06059
216,217,CA,06061,Placer,Auburn,"348,432","3,644.136","1,407.009",247.205,95.447,"3,891.341","1,502.456",39.062032,-120.722718,Placer<br>CA<br>06061
217,218,CA,06063,Plumas,Quincy,"20,007","6,612.351","2,553.043",156.395,60.385,"6,768.746","2,613.428",39.995170,-120.829516,Plumas<br>CA<br>06063
218,219,CA,06065,Riverside,Riverside,"2,189,641","18,664.697","7,206.480",251.073,96.940,"18,915.770","7,303.420",33.729828,-116.002239,Riverside<br>CA<br>06065
219,220,CA,06067,Sacramento,Sacramento,"1,418,788","2,498.416",964.644,76.077,29.374,"2,574.493",994.018,38.450011,-121.340441,Sacramento<br>CA<br>06067
220,221,CA,06069,San Benito,Hollister,"55,269","3,596.742","1,388.710",4.555,1.759,"3,601.297","1,390.469",36.610702,-121.085296,San Benito<br>CA<br>06069
221,222,CA,06071,San Bernardino,San Bernardino,"2,035,210","51,947.230","20,056.938",124.028,47.888,"52,071.258","20,104.826",34.857220,-116.181197,San Bernardino<br>CA<br>06071
222,223,CA,06073,San Diego,San Diego,"3,095,313","10,895.121","4,206.630",826.348,319.055,"11,721.469","4,525.685",33.023604,-116.776117,San Diego<br>CA<br>06073
223,224,CA,06075,San Francisco,San Francisco,"805,235",121.400,46.873,479.190,185.016,600.590,231.889,37.727239,-123.032229,San Francisco<br>CA<br>06075
224,225,CA,06077,San Joaquin,Stockton,"685,306","3,603.506","1,391.322",91.109,35.177,"3,694.615","1,426.499",37.935034,-121.272237,San Joaquin<br>CA<br>06077
225,226,CA,06079,San Luis Obispo,San Luis Obispo,"269,637","8,543.248","3,298.567",820.975,316.980,"9,364.223","3,615.547",35.385227,-120.447540,San Luis Obispo<br>CA<br>06079
226,227,CA,06081,San Mateo,Redwood City,"718,451","1,161.372",448.408,757.704,292.551,"1,919.076",740.959,37.414664,-122.371542,San Mateo<br>CA<br>06081
227,228,CA,06083,Santa Barbara,Santa Barbara,"423,895","7,083.838","2,735.085","2,729.829","1,053.993","9,813.667","3,789.078",34.537378,-120.038485,Santa Barbara<br>CA<br>06083
228,229,CA,06085,Santa Clara,San Jose,"1,781,642","3,341.343","1,290.100",36.175,13.967,"3,377.518","1,304.067",37.220777,-121.690622,Santa Clara<br>CA<br>06085
229,230,CA,06087,Santa Cruz,Santa Cruz,"262,382","1,152.986",445.170,419.569,161.996,"1,572.555",607.166,37.012488,-122.007205,Santa Cruz<br>CA<br>06087
230,231,CA,06089,Shasta,Redding,"177,223","9,778.247","3,775.402",186.531,72.020,"9,964.778","3,847.422",40.760522,-122.043550,Shasta<br>CA<br>06089
231,232,CA,06091,Sierra,Downieville,"3,240","2,468.814",953.214,23.299,8.996,"2,492.113",962.210,39.576925,-120.521993,Sierra<br>CA<br>06091
232,233,CA,06093,Siskiyou,Yreka,"44,900","16,259.652","6,277.887",179.889,69.456,"16,439.542","6,347.343",41.587986,-122.533287,Siskiyou<br>CA<br>06093
233,234,CA,06095,Solano,Fairfield,"413,344","2,128.361",821.765,218.666,84.427,"2,347.027",906.192,38.267226,-121.939594,Solano<br>CA<br>06095
234,235,CA,06097,Sonoma,Santa Rosa,"483,878","4,081.430","1,575.849",497.530,192.098,"4,578.960","1,767.947",38.532574,-122.945194,Sonoma<br>CA<br>06097
235,236,CA,06099,Stanislaus,Modesto,"514,453","3,871.583","1,494.827",51.437,19.860,"3,923.020","1,514.687",37.562384,-121.002656,Stanislaus<br>CA<br>06099
236,237,CA,06101,Sutter,Yuba City,"94,737","1,560.236",602.410,15.747,6.080,"1,575.983",608.490,39.035257,-121.702758,Sutter<br>CA<br>06101
237,238,CA,06103,Tehama,Red Bluff,"63,463","7,639.710","2,949.709",32.276,12.462,"7,671.986","2,962.171",40.126156,-122.232276,Tehama<br>CA<br>06103
238,239,CA,06105,Trinity,Weaverville,"13,786","8,234.230","3,179.254",73.408,28.343,"8,307.638","3,207.597",40.647724,-123.114404,Trinity<br>CA<br>06105
239,240,CA,06107,Tulare,Visalia,"442,179","12,494.658","4,824.215",37.392,14.437,"12,532.050","4,838.652",36.230453,-118.780542,Tulare<br>CA<br>06107
240,241,CA,06109,Tuolumne,Sonora,"55,365","5,752.063","2,220.884",138.684,53.546,"5,890.746","2,274.430",38.021451,-119.964708,Tuolumne<br>CA<br>06109
241,242,CA,06111,Ventura,Ventura,"823,318","4,773.692","1,843.133",945.992,365.249,"5,719.684","2,208.382",34.358742,-119.133143,Ventura<br>CA<br>06111
242,243,CA,06113,Yolo,Woodland,"200,849","2,628.032","1,014.689",22.969,8.868,"2,651.002","1,023.557",38.679268,-121.903178,Yolo<br>CA<br>06113
243,244,CA,06115,Yuba,Marysville,"72,155","1,636.454",631.839,30.999,11.969,"1,667.453",643.808,39.270026,-121.344280,Yuba<br>CA<br>06115
244,245,CO,08001,Adams,Brighton,"441,603","3,024.208","1,167.653",42.070,16.243,"3,066.278","1,183.896",39.874325,-104.331872,Adams<br>CO<br>08001
245,246,CO,08003,Alamosa,Alamosa,"15,445","1,871.637",722.643,1.808,0.698,"1,873.445",723.341,37.568442,-105.788041,Alamosa<br>CO<br>08003
246,247,CO,08005,Arapahoe,Littleton,"572,003","2,067.070",798.100,19.004,7.337,"2,086.074",805.437,39.644632,-104.331733,Arapahoe<br>CO<br>08005
247,248,CO,08007,Archuleta,Pagosa Springs,"12,084","3,496.938","1,350.175",13.828,5.339,"3,510.765","1,355.514",37.202395,-107.050863,Archuleta<br>CO<br>08007
248,249,CO,08009,Baca,Springfield,"3,788","6,617.334","2,554.967",6.142,2.372,"6,623.476","2,557.339",37.303144,-102.535457,Baca<br>CO<br>08009
249,250,CO,08011,Bent,Las Animas,"6,499","3,918.292","1,512.861",73.094,28.222,"3,991.386","1,541.083",37.931891,-103.077584,Bent<br>CO<br>08011
250,251,CO,08013,Boulder,Boulder,"294,567","1,881.080",726.289,36.469,14.081,"1,917.549",740.370,40.094826,-105.398382,Boulder<br>CO<br>08013
251,252,CO,08014,Broomfield,Broomfield,"55,889",85.558,33.034,1.466,0.566,87.024,33.600,39.953383,-105.052125,Broomfield<br>CO<br>08014
252,253,CO,08015,Chaffee,Salida,"17,809","2,624.702","1,013.403",4.013,1.550,"2,628.716","1,014.953",38.738246,-106.316972,Chaffee<br>CO<br>08015
253,254,CO,08017,Cheyenne,Cheyenne Wells,"1,836","4,605.713","1,778.276",8.166,3.153,"4,613.879","1,781.429",38.835387,-102.604585,Cheyenne<br>CO<br>08017
254,255,CO,08019,Clear Creek,Georgetown,"9,088","1,023.633",395.227,3.280,1.266,"1,026.913",396.493,39.689403,-105.670791,Clear Creek<br>CO<br>08019
255,256,CO,08021,Conejos,Conejos,"8,256","3,334.326","1,287.391",9.235,3.566,"3,343.561","1,290.957",37.213407,-106.176447,Conejos<br>CO<br>08021
256,257,CO,08023,Costilla,San Luis,"3,524","3,177.790","1,226.952",8.829,3.409,"3,186.619","1,230.361",37.277547,-105.428940,Costilla<br>CO<br>08023
257,258,CO,08025,Crowley,Ordway,"5,823","2,039.411",787.421,33.430,12.908,"2,072.842",800.329,38.321956,-103.787562,Crowley<br>CO<br>08025
258,259,CO,08027,Custer,Westcliffe,"4,255","1,913.031",738.625,3.365,1.299,"1,916.396",739.924,38.101994,-105.373515,Custer<br>CO<br>08027
259,260,CO,08029,Delta,Delta,"30,952","2,957.897","1,142.050",16.961,6.549,"2,974.858","1,148.599",38.861756,-107.864757,Delta<br>CO<br>08029
260,261,CO,08031,Denver,Denver,"600,158",396.269,153.000,4.225,1.631,400.494,154.631,39.761849,-104.880625,Denver<br>CO<br>08031
261,262,CO,08033,Dolores,Dove Creek,"2,064","2,763.650","1,067.051",2.716,1.049,"2,766.366","1,068.100",37.747602,-108.530383,Dolores<br>CO<br>08033
262,263,CO,08035,Douglas,Castle Rock,"285,465","2,176.232",840.248,6.789,2.621,"2,183.022",842.869,39.326435,-104.926199,Douglas<br>CO<br>08035
263,264,CO,08037,Eagle,Eagle,"52,197","4,362.912","1,684.530",18.806,7.261,"4,381.718","1,691.791",39.630638,-106.692944,Eagle<br>CO<br>08037
264,265,CO,08039,Elbert,Colorado Springs,"23,086","4,793.671","1,850.847",0.442,0.171,"4,794.113","1,851.018",39.310817,-104.117928,Elbert<br>CO<br>08039
265,266,CO,08041,El Paso,Kiowa,"622,263","5,508.390","2,126.801",7.112,2.746,"5,515.501","2,129.547",38.827383,-104.527472,El Paso<br>CO<br>08041
266,267,CO,08043,Fremont,Cañon City,"46,824","3,970.627","1,533.068",2.235,0.863,"3,972.863","1,533.931",38.455658,-105.421438,Fremont<br>CO<br>08043
267,268,CO,08045,Garfield,Glenwood Springs,"56,389","7,634.154","2,947.563",21.431,8.274,"7,655.584","2,955.837",39.599352,-107.909780,Garfield<br>CO<br>08045
268,269,CO,08047,Gilpin,Central City,"5,441",388.229,149.896,0.942,0.364,389.171,150.260,39.861082,-105.528947,Gilpin<br>CO<br>08047
269,270,CO,08049,Grand,Hot Sulphur Springs,"14,843","4,781.972","1,846.330",60.250,23.263,"4,842.222","1,869.593",40.123289,-106.095876,Grand<br>CO<br>08049
270,271,CO,08051,Gunnison,Gunnison,"15,324","8,389.229","3,239.100",53.172,20.530,"8,442.401","3,259.630",38.669679,-107.078108,Gunnison<br>CO<br>08051
271,272,CO,08053,Hinsdale,Lake City,843,"2,893.668","1,117.251",15.325,5.917,"2,908.992","1,123.168",37.811625,-107.383405,Hinsdale<br>CO<br>08053
272,273,CO,08055,Huerfano,Walsenburg,"6,711","4,120.673","1,591.001",5.792,2.236,"4,126.465","1,593.237",37.687815,-104.959928,Huerfano<br>CO<br>08055
273,274,CO,08057,Jackson,Walden,"1,394","4,179.523","1,613.723",18.750,7.239,"4,198.273","1,620.962",40.663432,-106.329248,Jackson<br>CO<br>08057
274,275,CO,08059,Jefferson,Golden,"534,543","1,979.290",764.208,25.446,9.825,"2,004.736",774.033,39.586460,-105.245601,Jefferson<br>CO<br>08059
275,276,CO,08061,Kiowa,Eads,"1,398","4,578.496","1,767.767",47.033,18.160,"4,625.529","1,785.927",38.388466,-102.756210,Kiowa<br>CO<br>08061
276,277,CO,08063,Kit Carson,Burlington,"8,270","5,596.502","2,160.822",2.252,0.869,"5,598.754","2,161.691",39.305340,-102.603023,Kit Carson<br>CO<br>08063
277,278,CO,08065,Lake,Durango,"7,310",976.194,376.911,18.124,6.998,994.319,383.909,39.204316,-106.349696,Lake<br>CO<br>08065
278,279,CO,08067,La Plata,Leadville,"51,334","4,382.463","1,692.078",19.760,7.629,"4,402.223","1,699.707",37.287367,-107.839718,La Plata<br>CO<br>08067
279,280,CO,08069,Larimer,Fort Collins,"299,630","6,723.613","2,596.002",98.295,37.952,"6,821.909","2,633.954",40.663091,-105.482131,Larimer<br>CO<br>08069
280,281,CO,08071,Las Animas,Trinidad,"15,507","12,361.162","4,772.672",6.930,2.676,"12,368.092","4,775.348",37.318831,-104.044110,Las Animas<br>CO<br>08071
281,282,CO,08073,Lincoln,Hugo,"5,467","6,676.021","2,577.626",22.781,8.796,"6,698.802","2,586.422",38.993740,-103.507555,Lincoln<br>CO<br>08073
282,283,CO,08075,Logan,Sterling,"22,709","4,761.813","1,838.547",16.364,6.318,"4,778.177","1,844.865",40.728091,-103.090464,Logan<br>CO<br>08075
283,284,CO,08077,Mesa,Grand Junction,"146,723","8,622.003","3,328.974",31.467,12.149,"8,653.470","3,341.123",39.019492,-108.461837,Mesa<br>CO<br>08077
284,285,CO,08079,Mineral,Creede,712,"2,267.966",875.666,5.222,2.016,"2,273.188",877.682,37.651478,-106.932300,Mineral<br>CO<br>08079
285,286,CO,08081,Moffat,Craig,"13,795","12,285.065","4,743.290",19.742,7.622,"12,304.807","4,750.912",40.573984,-108.204521,Moffat<br>CO<br>08081
286,287,CO,08083,Montezuma,Cortez,"25,535","5,256.451","2,029.527",27.517,10.624,"5,283.968","2,040.151",37.338025,-108.595786,Montezuma<br>CO<br>08083
287,288,CO,08085,Montrose,Montrose,"41,276","5,803.373","2,240.695",4.923,1.901,"5,808.296","2,242.596",38.413427,-108.263042,Montrose<br>CO<br>08085
288,289,CO,08087,Morgan,Fort Morgan,"28,159","3,316.305","1,280.433",34.474,13.310,"3,350.779","1,293.743",40.262354,-103.807092,Morgan<br>CO<br>08087
289,290,CO,08089,Otero,La Junta,"18,831","3,268.465","1,261.961",20.052,7.742,"3,288.518","1,269.703",37.884170,-103.721260,Otero<br>CO<br>08089
290,291,CO,08091,Ouray,Ouray,"4,436","1,402.719",541.593,1.600,0.618,"1,404.318",542.211,38.150600,-107.767133,Ouray<br>CO<br>08091
291,292,CO,08093,Park,Fairplay,"16,206","5,682.034","2,193.846",43.531,16.807,"5,725.565","2,210.653",39.118914,-105.717648,Park<br>CO<br>08093
292,293,CO,08095,Phillips,Holyoke,"4,442","1,781.725",687.928,0.302,0.117,"1,782.027",688.045,40.594712,-102.345105,Phillips<br>CO<br>08095
293,294,CO,08097,Pitkin,Aspen,"17,148","2,514.094",970.697,6.469,2.498,"2,520.564",973.195,39.217533,-106.915943,Pitkin<br>CO<br>08097
294,295,CO,08099,Prowers,Lamar,"12,551","4,243.422","1,638.395",15.353,5.928,"4,258.775","1,644.323",37.958181,-102.392161,Prowers<br>CO<br>08099
295,296,CO,08101,Pueblo,Pueblo,"159,063","6,179.981","2,386.104",30.280,11.691,"6,210.261","2,397.795",38.170658,-104.489893,Pueblo<br>CO<br>08101
296,297,CO,08103,Rio Blanco,Meeker,"6,666","8,342.179","3,220.934",4.868,1.880,"8,347.047","3,222.814",39.972606,-108.200685,Rio Blanco<br>CO<br>08103
297,298,CO,08105,Rio Grande,Del Norte,"11,982","2,361.960",911.958,0.984,0.380,"2,362.944",912.338,37.485763,-106.453214,Rio Grande<br>CO<br>08105
298,299,CO,08107,Routt,Steamboat Springs,"23,509","6,117.619","2,362.026",15.826,6.110,"6,133.445","2,368.136",40.483160,-106.985289,Routt<br>CO<br>08107
299,300,CO,08109,Saguache,Saguache,"6,108","8,206.441","3,168.525",4.455,1.720,"8,210.895","3,170.245",38.033952,-106.246675,Saguache<br>CO<br>08109
300,301,CO,08111,San Juan,Silverton,699,"1,003.588",387.488,2.036,0.786,"1,005.624",388.274,37.781075,-107.670257,San Juan<br>CO<br>08111
301,302,CO,08113,San Miguel,Telluride,"7,359","3,332.308","1,286.611",5.214,2.013,"3,337.522","1,288.624",38.009374,-108.427326,San Miguel<br>CO<br>08113
302,303,CO,08115,Sedgwick,Julesburg,"2,379","1,419.419",548.041,3.531,1.363,"1,422.950",549.404,40.871568,-102.355358,Sedgwick<br>CO<br>08115
303,304,CO,08117,Summit,Breckenridge,"27,994","1,575.639",608.358,28.283,10.920,"1,603.922",619.278,39.621023,-106.137555,Summit<br>CO<br>08117
304,305,CO,08119,Teller,Cripple Creek,"23,350","1,442.767",557.055,4.945,1.909,"1,447.712",558.964,38.871994,-105.182552,Teller<br>CO<br>08119
305,306,CO,08121,Washington,Akron,"4,814","6,521.670","2,518.031",15.207,5.872,"6,536.878","2,523.903",39.965413,-103.209605,Washington<br>CO<br>08121
