# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-38612
# Selected columns: 4 (all)
# Timestamp: Wed, 14-Nov-2018 15:43:17
Gene ID	Gene Name	leaf	flower	fruit	root
AT1G04750	VAMP721	62.0	111.0	97.0	128.0
AT1G04760	VAMP726	5.0	15.0	4.0	5.0
AT1G04770	AT1G04770	23.0	36.0	47.0	29.0
AT1G04778	AT1G04778	0.3	1.0	0.5	2.0
AT1G04780	AT1G04780	33.0	49.0	39.0	60.0
AT1G04783	AT1G04783		0.1		
AT1G04787	AT1G04787		0.2	0.1	
AT1G04790	AT1G04790	20.0	24.0	17.0	22.0
AT1G04793	AT1G04793		0.1		
AT1G04797	AT1G04797	0.8	1.0	0.9	0.5
AT1G04800	AT1G04800	114.0	39.0	31.0	0.1
AT1G04803	AT1G04803	0.1	0.1	0.1	1.0
AT1G04807	AT1G04807		0.1		
AT1G04810	RPN2B	32.0	41.0	40.0	69.0
AT1G04817	AT1G04817	0.1	0.1		0.2
AT1G04820	TUBA4	354.0	596.0	573.0	581.0
AT1G04827	AT1G04827	0.6	1.0	0.3	1.0
AT1G04830	AT1G04830	14.0	20.0	15.0	23.0
AT1G04837	AT1G04837	0.2	0.3	0.4	0.2
AT1G04840	PCMP-H64	0.9	1.0	1.0	2.0
AT1G04850	AT1G04850	58.0	119.0	103.0	146.0
AT1G04853	AT1G04853	3.0	0.6	1.0	3.0
AT1G04857	AT1G04857		0.1		
AT1G04860	UBP2	19.0	20.0	18.0	32.0
AT1G04863	AT1G04863				0.1
AT1G04867	AT1G04867		0.1		
AT1G04870	PRMT10	19.0	33.0	21.0	63.0
AT1G04877	AT1G04877	4.0	6.0	2.0	1.0
AT1G04880	HMGB15	0.4	17.0	4.0	0.7
AT1G04883	AT1G04883		0.2	0.1	0.3
AT1G04890	AT1G04890		5.0	0.1	
AT1G04893	AT1G04893	3.0	2.0	0.5	1.0
AT1G04895	AT1G04895		0.2		
AT1G04900	AT1G04900	7.0	18.0	12.0	24.0
AT1G04907	AT1G04907		0.5	0.3	0.3
AT1G04910	OFUT1	22.0	36.0	32.0	40.0
AT1G04913	AT1G04913	0.6	0.6	0.7	0.6
AT1G04920	SPS3	2.0	10.0	2.0	0.1
AT1G04927	AT1G04927	0.1	0.2	0.3	0.2
AT1G04930	AT1G04930	3.0	6.0	3.0	6.0
AT1G04933	AT1G04933		0.1		0.1
AT1G04937	AT1G04937		0.1		
AT1G04940	TIC20-I	9.0	9.0	8.0	3.0
AT1G04943	AT1G04943			0.1	
AT1G04945	AT1G04945	3.0	7.0	4.0	7.0
AT1G04950	TAF6	22.0	28.0	23.0	25.0
AT1G04957	AT1G04957		0.1		
AT1G04960	AT1G04960	17.0	21.0	19.0	27.0
AT1G04967	AT1G04967		5.0	0.2	
AT1G04970	AT1G04970	27.0	40.0	28.0	42.0
AT1G04973	AT1G04973	2.0	3.0	3.0	5.0
AT1G04980	PDIL2-2	7.0	31.0	30.0	47.0
AT1G04985	AT1G04985	19.0	23.0	18.0	21.0
AT1G04990	AT1G04990	9.0	24.0	42.0	21.0
AT1G04997	AT1G04997	0.1	0.1		
AT1G05000	AT1G05000	3.0	2.0	2.0	19.0
AT1G05003	AT1G05003				0.1
AT1G05005	AT1G05005		0.4		
AT1G05010	ACO4	335.0	37.0	13.0	91.0
AT1G05017	AT1G05017	0.3		0.1	0.2
AT1G05020	AP180	3.0	3.0	0.3	0.7
AT1G05023	AT1G05023	9.0	5.0	6.0	5.0
AT1G05027	AT1G05027		0.1	0.1	0.1
AT1G05030	AT1G05030	14.0	8.0	8.0	8.0
AT1G05033	AT1G05033	0.1	0.2	0.3	
AT1G05035	AT1G05035	6.0	0.2		0.1
AT1G05037	AT1G05037			0.1	
AT1G05040	AT1G05040	0.1	2.0		
AT1G05043	AT1G05043	0.7	0.8	1.0	2.0
AT1G05047	AT1G05047	0.1	0.2		0.1
AT1G05053	AT1G05053		0.1		
AT1G05055	GTF2H2	9.0	16.0	15.0	16.0
AT1G05057	AT1G05057	0.8	0.2	0.2	2.0
AT1G05060	AT1G05060	22.0	22.0	25.0	31.0
AT1G05065	CLE20	3.0	3.0	1.0	3.0
AT1G05070	AT1G05070	26.0	42.0	38.0	28.0
AT1G05077	AT1G05077	0.2			0.3
AT1G05080	AT1G05080		1.0	0.5	
AT1G05083	AT1G05083	0.4	0.5	10.0	0.3
AT1G05087	AT1G05087	2.0	2.0	2.0	3.0
AT1G05090	AT1G05090	0.6	1.0	0.7	0.9
AT1G05100	MAPKKK18	0.3	9.0	2.0	1.0
AT1G05103	AT1G05103	0.6			0.1
AT1G05107	AT1G05107	0.3		0.1	
AT1G05113	AT1G05113		0.1		
AT1G05117	AT1G05117		0.1		
AT1G05120	AT1G05120	15.0	29.0	23.0	34.0
AT1G05123	AT1G05123	0.3	0.3	0.1	0.3
AT1G05133	AT1G05133	0.1	0.1		
AT1G05136	AT1G05136	3.0	0.1	0.2	0.8
AT1G05140	ARASP2	69.0	45.0	44.0	14.0
AT1G05143	AT1G05143	3.0	3.0	2.0	2.0
AT1G05150	AT1G05150	32.0	48.0	31.0	45.0
AT1G05153	AT1G05153	0.4	1.0	0.1	1.0
AT1G05160	KAO1	11.0	16.0	27.0	12.0
AT1G05163	AT1G05163	0.3	0.6	0.4	0.2
AT1G05170	B3GALT2	8.0	21.0	19.0	18.0
AT1G05173	AT1G05173		2.0	0.2	0.1
AT1G05177	AT1G05177			0.1	
AT1G05180	AXR1	24.0	32.0	27.0	47.0
AT1G05183	AT1G05183	0.1	0.1	0.1	
AT1G05190	RPL6	749.0	370.0	328.0	29.0
AT1G05193	AT1G05193				0.1
AT1G05200	GLR3.4	28.0	9.0	15.0	10.0
AT1G05203	AT1G05203	0.7	0.5	0.6	0.9
AT1G05205	AT1G05205	23.0	49.0	37.0	63.0
AT1G05207	AT1G05207	62.0	24.0	36.0	0.7
AT1G05210	AT1G05210	8.0	19.0	16.0	25.0
AT1G05213	AT1G05213	0.9	0.7	2.0	2.0
AT1G05217	AT1G05217		0.7	0.2	0.1
AT1G05220	AT1G05220	0.2	0.4	1.0	15.0
AT1G05227	AT1G05227	0.1	0.2	0.2	0.1
AT1G05230	HDG2	10.0	9.0	16.0	1.0
AT1G05237	AT1G05237		0.1		
AT1G05240	PER2	0.1	0.1	0.1	0.1
AT1G05260	PER3	2.0	16.0	216.0	324.0
AT1G05263	AT1G05263		0.2		
AT1G05270	AT1G05270	26.0	33.0	35.0	41.0
AT1G05277	AT1G05277	3.0	3.0	2.0	3.0
AT1G05280	AT1G05280		0.5	9.0	9.0
AT1G05283	AT1G05283	0.1			
AT1G05287	AT1G05287	0.1	0.2	0.3	0.1
AT1G05290	AT1G05290		3.0		
AT1G05291	AT1G05291		0.1	5.0	
AT1G05293	AT1G05293	0.2	0.3	0.1	0.3
AT1G05297	AT1G05297	2.0	4.0	2.0	0.7
AT1G05300	ZIP5	4.0	2.0	2.0	11.0
AT1G05310	PME8	7.0	5.0	4.0	12.0
AT1G05313	AT1G05313			0.1	
AT1G05317	AT1G05317		0.2	0.7	0.7
AT1G05320	AT1G05320	16.0	27.0	23.0	32.0
AT1G05330	AT1G05330	0.5	3.0	0.5	0.3
AT1G05340	AT1G05340	7.0	9.0	15.0	32.0
AT1G05343	AT1G05343	0.5	0.1	0.3	0.1
AT1G05350	AT1G05350	23.0	35.0	42.0	48.0
AT1G05360	KMS2	11.0	29.0	18.0	20.0
AT1G05363	AT1G05363	0.2	0.2	0.2	0.5
AT1G05367	AT1G05367	0.1	0.3	0.1	
AT1G05370	AT1G05370	2.0	3.0	2.0	2.0
AT1G05373	AT1G05373			0.2	
AT1G05380	AT1G05380	20.0	31.0	25.0	33.0
AT1G05383	AT1G05383				0.5
AT1G05385	PSB27-2	40.0	28.0	33.0	10.0
AT1G05397	AT1G05397	0.1	0.8	0.5	2.0
AT1G05400	AT1G05400	0.8	2.0	1.0	3.0
AT1G05407	AT1G05407		0.1		
AT1G05410	AT1G05410	18.0	23.0	22.0	25.0
AT1G05420	ATOFP12	2.0	5.0	5.0	1.0
AT1G05430	AT1G05430	40.0	44.0	39.0	34.0
AT1G05440	AT1G05440	3.0	12.0	2.0	4.0
AT1G05443	AT1G05443	0.2	0.2	0.1	
AT1G05447	AT1G05447				0.1
AT1G05450	AT1G05450	0.1	41.0	1.0	2.0
AT1G05460	SDE3	10.0	19.0	15.0	10.0
AT1G05463	AT1G05463	0.3	0.3	0.4	0.7
AT1G05467	AT1G05467	15.0	17.0	17.0	17.0
AT1G05470	IP5P6	13.0	15.0	3.0	14.0
AT1G05473	AT1G05473			0.1	0.1
AT1G05487	AT1G05487			0.5	0.4
AT1G05490	CLSY3	0.4	24.0	48.0	0.5
AT1G05493	AT1G05493	0.1	0.3	0.3	0.3
AT1G05500	SYT5	37.0	52.0	63.0	59.0
AT1G05510	OBAP1A	0.1	0.2	0.3	6.0
AT1G05517	AT1G05517	0.2	1.0	1.0	0.8
AT1G05520	AT1G05520	24.0	43.0	34.0	62.0
AT1G05523	AT1G05523		0.1		0.1
AT1G05530	UGT75B2	0.1	0.2		17.0
AT1G05533	AT1G05533		0.2		
AT1G05537	AT1G05537			0.2	
AT1G05540	AT1G05540	3.0	24.0	16.0	0.7
AT1G05543	AT1G05543		0.2	1.0	
AT1G05547	AT1G05547			0.1	
AT1G05550	AT1G05550	0.1	10.0	1.0	
AT1G05557	AT1G05557	0.3	1.0	1.0	0.9
AT1G05570	CALS1	18.0	26.0	19.0	176.0
AT1G05575	AT1G05575	8.0	0.5	0.2	51.0
AT1G05577	AT1G05577	0.1	8.0	0.1	2.0
AT1G05580	CHX23		58.0	7.0	
AT1G05583	AT1G05583		0.1	0.1	
AT1G05590	HEXO2	13.0	19.0	18.0	14.0
AT1G05593	AT1G05593		0.1		
AT1G05597	AT1G05597		0.1		
AT1G05600	AT1G05600	9.0	9.0	6.0	6.0
AT1G05603	AT1G05603		0.1		
AT1G05610	APS2	0.7	2.0	0.8	1.0
AT1G05615	AT1G05615		0.1		
AT1G05620	URH2	12.0	25.0	23.0	45.0
AT1G05630	AT5PTASE13	12.0	19.0	8.0	8.0
AT1G05633	AT1G05633				0.1
AT1G05640	AT1G05640	2.0	7.0	7.0	7.0
AT1G05650	AT1G05650				3.0
AT1G05653	AT1G05653				0.1
AT1G05657	AT1G05657		0.2		
AT1G05660	AT1G05660			0.1	24.0
AT1G05670	AT1G05670	4.0	7.0	5.0	6.0
AT1G05675	UGT74E1	4.0	0.2	0.2	0.1
AT1G05680	UGT74E2	12.0	28.0	14.0	25.0
AT1G05687	AT1G05687	0.4	0.9	0.5	0.4
AT1G05690	BT3	5.0	4.0	3.0	4.0
AT1G05700	AT1G05700	0.4	0.1		26.0
AT1G05703	AT1G05703	0.2	0.3	0.3	0.4
AT1G05710	AT1G05710	2.0	23.0	11.0	29.0
AT1G05713	AT1G05713				0.1
AT1G05720	AT1G05720	23.0	53.0	60.0	57.0
AT1G05730	AT1G05730	0.7	4.0	3.0	3.0
AT1G05733	AT1G05733	1.0	0.9	0.3	0.1
AT1G05737	AT1G05737				0.1
AT1G05740	AT1G05740	0.1	0.3	0.1	0.2
AT1G05747	AT1G05747				0.8
AT1G05750	PDE247	3.0	3.0	3.0	3.0
AT1G05757	AT1G05757	0.1	0.1	0.1	0.3
AT1G05763	AT1G05763	2.0	1.0	1.0	0.5
AT1G05770	JAL2	1.0	2.0	3.0	4.0
AT1G05773	AT1G05773	2.0	3.0	2.0	4.0
AT1G05777	AT1G05777	0.5	0.2	0.4	0.1
AT1G05780	AT1G05780	10.0	11.0	14.0	12.0
AT1G05783	AT1G05783	0.5	2.0	2.0	2.0
AT1G05785	AT1G05785	5.0	8.0	8.0	11.0
AT1G05790	AT1G05790	19.0	23.0	15.0	17.0
AT1G05793	AT1G05793			0.1	
AT1G05797	AT1G05797	0.1			
AT1G05803	AT1G05803				0.1
AT1G05805	BHLH128	48.0	18.0	22.0	40.0
AT1G05807	AT1G05807				0.1
AT1G05810	ARA	12.0	7.0	15.0	22.0
AT1G05813	AT1G05813			0.1	0.3
AT1G05820	SPPL5	2.0	9.0	3.0	2.0
AT1G05823	AT1G05823		0.3		
AT1G05827	AT1G05827		0.1		
AT1G05830	ATX2	26.0	26.0	18.0	30.0
AT1G05833	AT1G05833	0.7	1.0	0.8	1.0
AT1G05835	AT1G05835	16.0	37.0	2.0	3.0
AT1G05840	AT1G05840	40.0	40.0	38.0	64.0
AT1G05843	AT1G05843	0.1	0.1	0.1	0.1
AT1G05850	CTL1	373.0	388.0	1031.0	331.0
AT1G05857	AT1G05857		0.1		
AT1G05860	AT1G05860	10.0	13.0	12.0	11.0
AT1G05867	AT1G05867		0.1	0.1	0.5
AT1G05870	AT1G05870	24.0	44.0	27.0	27.0
AT1G05880	ARI12				1.0
AT1G05890	ARI5	53.0	49.0	29.0	97.0
AT1G05894	AT1G05894	0.5	1.0	0.5	1.0
AT1G05897	AT1G05897			0.1	
AT1G05900	NTH2	22.0	20.0	16.0	13.0
AT1G05907	AT1G05907		0.4	0.6	0.1
AT1G05910	AT1G05910	14.0	27.0	21.0	27.0
AT1G05913	AT1G05913	0.1	0.4	0.2	0.3
AT1G05920	AT1G05920		1.0		
AT1G05930	AT1G05930		0.9		
AT1G05933	AT1G05933	0.2	0.6	0.1	0.7
AT1G05937	AT1G05937	0.1	0.4	0.1	0.2
AT1G05940	CAT9	26.0	29.0	33.0	32.0
AT1G05947	AT1G05947		0.1		
AT1G05950	AT1G05950	5.0	16.0	13.0	5.0
AT1G05953	AT1G05953		0.1		
AT1G05960	AT1G05960	28.0	41.0	21.0	68.0
AT1G05963	AT1G05963	0.1			
AT1G05967	AT1G05967	0.1	0.1	0.1	
AT1G05970	AT1G05970	10.0	14.0	10.0	8.0
AT1G05977	AT1G05977	0.2	0.9	0.5	0.9
AT1G05983	AT1G05983		0.1	0.1	
AT1G05987	AT1G05987	0.9	1.0	0.8	0.1
AT1G05990	CML7		0.1	0.1	1.0
AT1G05993	AT1G05993	0.4	2.0	0.4	0.5
AT1G05997	AT1G05997	0.9	3.0	1.0	1.0
AT1G06000	UGT89C1	0.1	0.1		0.1
AT1G06007	AT1G06007				0.1
AT1G06010	AT1G06010	18.0	34.0	31.0	28.0
AT1G06017	AT1G06017	0.3	1.0	0.6	0.7
AT1G06020	AT1G06020	0.3	2.0	1.0	0.6
AT1G06027	AT1G06027		0.1	0.2	0.1
AT1G06030	AT1G06030	0.1	2.0	1.0	0.5
AT1G06033	AT1G06033	8.0	10.0	6.0	9.0
AT1G06037	AT1G06037	0.1	0.4	0.1	0.7
AT1G06040	BBX24	318.0	263.0	192.0	98.0
AT1G06043	AT1G06043	0.1	0.2		0.1
AT1G06047	AT1G06047				0.2
AT1G06050	AT1G06050	7.0	10.0	8.0	7.0
AT1G06060	AT1G06060	35.0	31.0	26.0	35.0
AT1G06067	AT1G06067		0.3		
AT1G06070	AT1G06070	18.0	35.0	20.0	23.0
AT1G06073	AT1G06073			0.1	
AT1G06080	ADS1	28.0	37.0	6.0	21.0
AT1G06083	AT1G06083	4.0	3.0	3.0	5.0
AT1G06087	AT1G06087	2.0	3.0	3.0	5.0
AT1G06090	AT1G06090	1.0	2.0	1.0	35.0
AT1G06093	AT1G06093		0.1		
AT1G06100	AT1G06100	4.0	0.9	0.1	0.1
AT1G06103	AT1G06103		0.4	0.2	
AT1G06110	SKIP16	32.0	33.0	27.0	52.0
AT1G06113	AT1G06113	0.4	0.5	1.0	4.0
AT1G06117	AT1G06117		0.1		0.6
AT1G06120	AT1G06120				8.0
AT1G06123	AT1G06123	0.1	0.2		0.4
AT1G06127	AT1G06127				0.1
AT1G06130	GLX2-4	29.0	32.0	28.0	30.0
AT1G06133	AT1G06133		0.2		
AT1G06140	PCMP-E61	1.0	1.0	1.0	2.0
AT1G06143	EMB1444	3.0	4.0	4.0	3.0
AT1G06147	AT1G06147		0.2		
AT1G06148	AT1G06148	0.2	0.2	0.2	0.2
AT1G06150	EMB1444	29.0	30.0	16.0	30.0
AT1G06160	ERF094	3.0	0.1	0.5	4.0
AT1G06163	AT1G06163		0.1		
AT1G06170	BHLH89	0.3	16.0	0.3	0.4
AT1G06173	AT1G06173	1.0	1.0	1.0	2.0
AT1G06177	AT1G06177		0.1		0.1
AT1G06180	ATMYB13	10.0	12.0	1.0	17.0
AT1G06190	AT1G06190	87.0	52.0	52.0	20.0
AT1G06197	AT1G06197		0.1		0.4
AT1G06200	AT1G06200	61.0	80.0	58.0	95.0
AT1G06203	AT1G06203				0.3
AT1G06207	AT1G06207	0.6	2.0	2.0	2.0
AT1G06210	TOL2	24.0	61.0	41.0	50.0
AT1G06217	AT1G06217	0.1	0.1	0.3	0.2
AT1G06220	CLO	36.0	50.0	37.0	50.0
AT1G06225	CLE3			0.2	0.3
AT1G06227	AT1G06227	14.0	36.0	19.0	28.0
AT1G06230	GTE4	41.0	53.0	36.0	58.0
AT1G06240	AT1G06240	17.0	17.0	16.0	9.0
AT1G06250	AT1G06250	2.0	24.0	2.0	2.0
AT1G06260	AT1G06260	0.5	49.0	0.4	0.3
AT1G06263	AT1G06263	2.0	4.0	7.0	0.8
AT1G06265	AT1G06265	3.0	16.0	3.0	2.0
AT1G06267	AT1G06267	4.0	5.0	8.0	2.0
AT1G06270	AT1G06270	3.0	9.0	7.0	7.0
AT1G06273	AT1G06273	7.0	14.0	19.0	5.0
AT1G06277	AT1G06277	0.7	0.6	2.0	0.2
AT1G06280	LBD2		24.0		
AT1G06283	AT1G06283	8.0	15.0	16.0	6.0
AT1G06287	AT1G06287	0.1	0.4	0.1	0.1
AT1G06290	ACX3	48.0	72.0	41.0	92.0
AT1G06310	ACX3.2	0.1	1.0	0.7	5.0
AT1G06313	AT1G06313		0.2	0.1	
AT1G06320	AT1G06320		1.0	0.3	3.0
AT1G06323	AT1G06323		2.0	0.2	
AT1G06330	AT1G06330		0.2	0.1	3.0
AT1G06333	AT1G06333		0.1		
AT1G06340	AT1G06340	0.1	2.0	4.0	
AT1G06343	AT1G06343			0.1	
AT1G06347	AT1G06347		0.1		
AT1G06350	AT1G06350	0.9	143.0	106.0	4.0
AT1G06353	AT1G06353				0.1
AT1G06360	AT1G06360	58.0	14.0		0.1
AT1G06377	AT1G06377				0.1
AT1G06380	AT1G06380	9.0	14.0	9.0	14.0
AT1G06383	AT1G06383		0.1		
AT1G06387	AT1G06387			0.1	
AT1G06390	ASK9	67.0	76.0	62.0	80.0
AT1G06393	AT1G06393		0.1		
AT1G06400	RABA1A	57.0	77.0	55.0	97.0
AT1G06407	AT1G06407		0.1		
AT1G06410	TPS7	87.0	85.0	67.0	94.0
AT1G06413	AT1G06413		0.1		
AT1G06417	AT1G06417	0.4		0.6	
AT1G06420	AT1G06420	3.0	36.0	12.0	5.0
AT1G06430	FTSH8	84.0	98.0	57.0	11.0
AT1G06437	AT1G06437		0.2		
AT1G06440	AT1G06440	1.0	2.0	2.0	4.0
AT1G06450	CAF1-1	2.0	4.0	2.0	2.0
AT1G06457	AT1G06457	0.7	0.6	0.3	1.0
AT1G06460	ACD32.1	156.0	26.0	99.0	20.0
AT1G06463	AT1G06463	3.0	3.0	4.0	3.0
AT1G06470	AT1G06470	18.0	19.0	32.0	27.0
AT1G06473	AT1G06473	5.0	6.0	6.0	20.0
AT1G06483	AT1G06483		0.4		2.0
AT1G06487	AT1G06487	1.0	1.0	0.8	0.6
AT1G06490	CALS7	2.0	4.0	3.0	7.0
AT1G06493	AT1G06493		0.1		0.1
AT1G06500	AT1G06500	16.0	23.0	23.0	16.0
AT1G06510	AT1G06510	28.0	18.0	16.0	12.0
AT1G06515	AT1G06515	36.0	47.0	36.0	55.0
AT1G06520	GPAT1	3.0	51.0	83.0	3.0
AT1G06527	AT1G06527	0.1			
AT1G06530	PMD2				0.1
AT1G06533	AT1G06533			0.1	
AT1G06537	AT1G06537	0.4	1.0	1.0	0.6
AT1G06540	AT1G06540		2.0	3.0	0.4
AT1G06547	AT1G06547	2.0	14.0	3.0	8.0
AT1G06550	AT1G06550	35.0	150.0	372.0	84.0
AT1G06553	AT1G06553	1.0	6.0	2.0	13.0
AT1G06560	AT1G06560	12.0	17.0	11.0	19.0
AT1G06567	AT1G06567		0.2	1.0	0.2
AT1G06570	HPD	116.0	65.0	47.0	41.0
AT1G06573	AT1G06573	7.0	2.0	2.0	12.0
AT1G06577	AT1G06577	3.0	5.0	2.0	1.0
AT1G06580	AT1G06580	2.0	3.0	4.0	3.0
AT1G06583	AT1G06583	1.0	2.0	0.9	0.7
AT1G06590	APC5	8.0	12.0	6.0	19.0
AT1G06593	AT1G06593	0.5	1.0	0.4	0.3
AT1G06610	AT1G06610				0.3
AT1G06617	AT1G06617		0.6		
AT1G06620	AT1G06620	2.0	10.0	3.0	37.0
AT1G06623	AT1G06623			0.1	
AT1G06630	AT1G06630	15.0	19.0	16.0	21.0
AT1G06640	AT1G06640	25.0	49.0	135.0	160.0
AT1G06645	AT1G06645	19.0	10.0	11.0	2.0
AT1G06650	AT1G06650	47.0	26.0	32.0	25.0
AT1G06660	JASON	4.0	10.0	6.0	7.0
AT1G06667	AT1G06667	0.1	0.3		0.5
AT1G06670	NIH	21.0	35.0	22.0	43.0
AT1G06680	PSBP1	5408.0	1555.0	2483.0	47.0
AT1G06687	AT1G06687	2.0	2.0	0.6	0.3
AT1G06690	AT1G06690	53.0	43.0	54.0	6.0
AT1G06693	AT1G06693	0.7	1.0	0.3	0.1
AT1G06700	PTI11	59.0	90.0	55.0	99.0
AT1G06710	AT1G06710	3.0	5.0	3.0	5.0
AT1G06717	AT1G06717	3.0	3.0	2.0	1.0
AT1G06720	AT1G06720	16.0	27.0	12.0	42.0
AT1G06727	AT1G06727	2.0	4.0	1.0	2.0
AT1G06730	AT1G06730	11.0	16.0	16.0	13.0
AT1G06733	AT1G06733	1.0	2.0	0.7	0.9
AT1G06737	AT1G06737	0.7	1.0	0.1	0.4
AT1G06740	AT1G06740	4.0	6.0	5.0	6.0
AT1G06743	AT1G06743	0.4	1.0	0.2	0.4
AT1G06747	AT1G06747			2.0	
AT1G06750	AT1G06750	0.1	4.0	0.5	0.2
AT1G06753	AT1G06753	3.0	0.8	1.0	6.0
AT1G06757	AT1G06757	0.5	2.0	0.6	0.3
AT1G06760	AT1G06760	105.0	193.0	118.0	211.0
AT1G06770	DRIP1	6.0	13.0	6.0	9.0
AT1G06773	AT1G06773	0.2	1.0	0.5	1.0
AT1G06777	AT1G06777		0.2		
AT1G06780	GAUT6	8.0	18.0	19.0	39.0
AT1G06790	AT1G06790	6.0	15.0	10.0	14.0
AT1G06797	AT1G06797		0.1		
AT1G06800	PLA-I{gamma}1	3.0	2.0	3.0	5.0
AT1G06810	AT1G06810		0.3	0.1	0.1
AT1G06817	AT1G06817			0.2	
AT1G06820	CRTISO	28.0	26.0	23.0	15.0
AT1G06823	AT1G06823			0.1	
AT1G06830	GRXS11	8.0	3.0	0.8	1.0
AT1G06837	AT1G06837	2.0	3.0	0.5	0.8
AT1G06840	AT1G06840	15.0	19.0	12.0	61.0
AT1G06850	AtbZIP52	12.0	19.0	10.0	22.0
AT1G06853	AT1G06853				0.8
AT1G06867	AT1G06867	0.1	0.5	0.1	0.2
AT1G06870	TPP2	12.0	26.0	23.0	37.0
AT1G06877	AT1G06877	0.4	4.0	0.3	0.1
AT1G06883	AT1G06883		0.3		
AT1G06890	UXT3	36.0	72.0	65.0	104.0
AT1G06900	AT1G06900	27.0	32.0	26.0	67.0
AT1G06903	AT1G06903		0.1		
AT1G06907	AT1G06907			0.3	
AT1G06910	TRFL7	7.0	10.0	8.0	8.0
AT1G06917	AT1G06917			0.1	0.2
AT1G06920	OFP4		5.0	0.1	
AT1G06923	AT1G06923		0.1		6.0
AT1G06925	AT1G06925		0.2		0.1
AT1G06927	AT1G06927		0.1		
AT1G06930	AT1G06930	0.1	0.1		9.0
AT1G06937	AT1G06937				0.1
AT1G06943	AT1G06943		0.5		
AT1G06947	AT1G06947	0.1	0.1	0.1	0.1
AT1G06950	TIC110	147.0	106.0	72.0	68.0
AT1G06953	AT1G06953		0.1		0.1
AT1G06957	AT1G06957		0.1		
AT1G06960	AT1G06960	18.0	30.0	24.0	17.0
AT1G06963	AT1G06963				0.4
AT1G06970	CHX14		3.0	0.1	0.1
AT1G06977	AT1G06977	2.0	4.0	2.0	2.0
AT1G06980	AT1G06980	6.0	3.0	0.3	1.0
AT1G06983	AT1G06983	0.2			3.0
AT1G06987	AT1G06987		4.0		0.5
AT1G06990	AT1G06990		19.0		0.2
AT1G06993	AT1G06993	0.5	1.0	2.0	2.0
AT1G07000	ATEXO70B2	5.0	3.0	3.0	27.0
AT1G07003	AT1G07003			0.1	
AT1G07007	AT1G07007			0.1	
AT1G07010	AT1G07010	47.0	45.0	41.0	2.0
AT1G07020	AT1G07020	10.0	18.0	14.0	23.0
AT1G07023	AT1G07023	0.2	0.4	0.2	0.1
AT1G07027	AT1G07027	0.1	0.7	0.2	0.3
AT1G07030	AT1G07030	17.0	24.0	17.0	35.0
AT1G07040	AT1G07040	33.0	55.0	80.0	37.0
AT1G07050	AT1G07050	2.0	0.5	5.0	0.3
AT1G07051	MIR847A		0.1		
AT1G07060	AT1G07060	0.2	0.9	0.3	0.1
AT1G07070	RPL35AA	27.0	56.0	47.0	74.0
AT1G07080	AT1G07080	85.0	84.0	190.0	99.0
AT1G07090	LSH6	8.0	6.0	56.0	23.0
AT1G07110	FKFBP	109.0	53.0	62.0	43.0
AT1G07117	AT1G07117		0.1		
AT1G07119	AT1G07119	0.9	1.0	1.0	3.0
AT1G07120	AT1G07120	0.1	0.8	3.0	0.4
AT1G07123	AT1G07123	0.1	0.1		
AT1G07127	AT1G07127		0.2		
AT1G07128	AT1G07128	0.1	0.2	0.1	0.5
AT1G07133	AT1G07133		0.4		
AT1G07135	AT1G07135	58.0	9.0	9.0	23.0
AT1G07140	RANBP1A	107.0	136.0	147.0	242.0
AT1G07143	AT1G07143		0.2	0.8	0.2
AT1G07150	MAPKKK13	3.0	1.0	2.0	4.0
AT1G07157	AT1G07157		0.1		
AT1G07160	AT1G07160	0.3	0.2		0.7
AT1G07167	AT1G07167	0.8	1.0	2.0	
AT1G07170	AT1G07170	18.0	21.0	14.0	31.0
AT1G07175	AT1G07175		0.2		4.0
AT1G07180	NDA1	58.0	24.0	22.0	0.4
AT1G07183	AT1G07183			0.1	
AT1G07187	AT1G07187	7.0	5.0	7.0	1.0
AT1G07190	AT1G07190			0.1	
AT1G07197	AT1G07197				0.1
AT1G07200	SMXL6	11.0	25.0	16.0	25.0
AT1G07210	AT1G07210	36.0	74.0	47.0	89.0
AT1G07220	AT1G07220	7.0	36.0	14.0	18.0
AT1G07230	NPC1	31.0	51.0	52.0	47.0
AT1G07237	AT1G07237		0.1		
AT1G07240	UGT71C5	26.0	6.0	6.0	45.0
AT1G07243	AT1G07243	0.4	0.5	0.9	0.5
AT1G07247	AT1G07247		0.2		
AT1G07250	UGT71C4	36.0	31.0	38.0	33.0
AT1G07253	AT1G07253		0.1		
AT1G07257	AT1G07257		0.1		
AT1G07260	UGT71C3	2.0	3.0	4.0	25.0
AT1G07267	AT1G07267		0.1	0.1	0.1
AT1G07270	CDC6B	1.0	3.0	2.0	2.0
AT1G07273	AT1G07273		0.1	0.1	
AT1G07280	AT1G07280	54.0	15.0	24.0	4.0
AT1G07283	AT1G07283		0.3	0.1	
AT1G07287	AT1G07287		0.2	0.1	0.6
AT1G07290	GONST2	1.0	3.0	3.0	8.0
AT1G07297	AT1G07297			0.2	
AT1G07300	AT1G07300	4.0	7.0	6.0	10.0
AT1G07303	AT1G07303			1.0	
