Batch,Speed,BatchQty,Para1Tgt,Para1,Para2Tgt,Para2,Para3,Para4,Para5,Para6,Para7,Para8,Para9,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23
557,106,78,0.417,0.44075,312,312,302,42696,1461,0.442,306.75,20480,968,0.4415,310.25,892,0.4405,319.5,1244,43.66666667,35.13209668,62.94117647,2.249134948,0.3,0.49,0.684684685,20
558,109,34,0.413,0.42925,312,316,311,48338,1362,0.42975,316.75,20753,679,0.43075,316.5,936,0.428,308.5,1589,43.91666667,31.20365088,55.93220339,2.744425386,0.28,0.25,0.752403846,21
559,109,82,0.413,0.441,312,318,304,49190,1540,0.44,316,21927,649,0.44275,305.75,730,0.456,333.5,1806,41.58333333,32.13665316,60.81871345,2.533172497,0.31,0.57,0.736238532,22
560,105,35,0.417,0.42825,312,312,295,42873,1438,0.4345,312,22506,901,0.42675,307,838,0.432,309.5,1466,42.66666667,36.81225184,54.4973545,2.368265246,0.39,0.55,0.73364486,20
561,70,56,0.433,0.435,312,312,294,47214,1676,0.43075,302,25303,1200,0.43375,293.75,877,0.437,357.5,1631,68.16666667,14.36814772,33.33333333,2.66357846,0.2,0.42,0.586363636,21
562,104,138,0.417,0.43225,312,317,316,52052,1657,0.429,301.75,20239,793,0.43425,300.75,838,0.4385,317,1340,70,36.05248146,60,2.026666667,0.23,0.43,0.662707838,23
563,104,101,0.415,0.43275,312,312,316,49239,1843,0.424,317,24226,896,0.42625,309.25,840,0.426,299,1204,52.16666667,34.31430253,45.34883721,2.880184332,0.25,0.8,0.671264368,25
564,104,27,0.415,0.43,312,316,310,50428,1740,0.4345,313.5,24467,1036,0.436,310.75,926,0.439,308.5,1022,47.66666667,37.48571429,54.34782609,3.112391931,0.27,0.49,0.689814815,25
565,106,137,0.413,0.441,312,318,316,44931,1586,0.43875,306.75,19853,830,0.443,319.75,861,0.438,307,1288,49.33333333,49.29017604,78.57142857,2.624531334,0.39,0.57,0.767123288,25
566,90,86,0.433,0.45775,312,321,315,47728,1461,0.45675,323.25,23261,740,0.456,312.5,726,0.4535,310,1141,47.35,35.54959786,59.89304813,2.218614719,0.5,0.84,0.710467706,21
567,105,129,0.421,0.4465,312,316,318,52534,1852,0.44325,309.25,20223,756,0.44175,314,845,0.443,312.5,1242,45.06666667,44.65909091,67.0212766,2.373417722,0.26,0.88,0.760964912,23
568,107,73,0.417,0.4395,312,317,315,51522,1866,0.43125,308.25,18840,698,0.43625,316,870,0.439,335.5,1522,50.71666667,34.19838524,64.59627329,2.96969697,0.31,0.92,0.410377358,25
569,106,47,0.417,0.4295,312,312,317,52068,1760,0.42775,320.75,27778,1031,0.425,310.25,924,0.4355,318.5,1158,46.33333333,32.21590909,56.75675676,3.105263158,0.38,0.62,0.772300469,27
570,108,87,0.421,0.4405,312,314,311,48483,1533,0.4405,309.25,27200,1074,0.44275,311,1003,0.4545,308,1666,50,39.96728462,67.55319149,2.959240648,0.37,0.54,0.770419426,25
571,106,41,0.417,0.44725,312,312,308,53226,1787,0.4475,306.75,24467,1015,0.44875,313.5,810,0.4505,320.5,1382,56.5,34.55555556,51.79487179,2.891844997,0.38,0.66,0.507865169,23
572,106,156,0.417,0.42175,312,312,288,42037,1345,0.42025,288.5,19226,728,0.4225,290.5,740,0.4285,299.5,1134,56.66666667,29.24807578,55.88235294,2.90237467,0.37,0.63,0.760095012,26
573,98,128,0.421,0.41775,312,313,296,44320,1521,0.408,284,17168,728,0.4133,296.75,830,0.417,292,962,65.33333333,26.13095238,46.9273743,2.489866821,0.25,0.36,0.520383693,25
574,108,48,0.413,0.43425,312,312,301,47856,1439,0.43475,304.25,22859,864,0.44075,313.25,933,0.445,299,752,52.66666667,33.35208099,57.06214689,3.287981859,0.19,0.43,0.713625866,32
575,106,164,0.417,0.43175,312,312,299,46780,1564,0.43325,306.25,22248,971,0.43775,304.75,889,0.437,299,1158,62.83333333,29.84988453,60.47904192,2.43902439,0.22,0.86,0.738636364,25
576,104,24,0.417,0.43,312,312,298,52599,1778,0.43175,306.25,23904,870,0.433,304,905,0.436,316,1414,63.56666667,30.89430894,54.94505495,2.593818985,0.21,1.05,0.872727273,27
577,108,92,0.417,0.43375,312,312,308,53901,1759,0.42775,302.25,21075,774,0.43325,308,889,0.4365,297,1085,55.56666667,40.76834862,63.18681319,2.592165899,0.19,0.82,0.781990521,23
578,108,17,0.417,0.45225,312,316,323,55267,1897,0.4505,312.75,24612,744,0.4565,317.25,868,0.4585,329.5,1442,40.1,28.96825397,50.84745763,3.171856978,0.4,0.77,0.645089286,21
579,106,94,0.413,0.45325,312,322,311,47198,1521,0.45125,319.25,24547,987,0.45075,309,765,0.4555,308,1152,53.33333333,36.42384106,56.54450262,3.010033445,0.22,0.52,0.697986577,20
580,93,18,0.421,0.4255,312,313,308,44963,1701,0.425,306.5,19532,804,0.426,307.5,1020,0.429,312,1330,62.16666667,32.73672055,56.98924731,2.382302893,0.23,0.4,0.662763466,25
581,104,95,0.415,0.418,312,312,305,44658,1547,0.421,304.75,21509,868,0.42375,300.75,833,0.431,309.5,1970,68.83333333,31.74984967,54.23728814,3.141993958,0.36,0.48,0.689903846,25
582,106,25,0.417,0.43925,312,312,317,54432,1811,0.445,322.25,28587,948,0.441,310,990,0.437,306,1298,67.16666667,25.78125,54.02298851,3.692115144,0.33,0.62,0.712962963,21
583,104,47,0.417,0.4485,312,315,325,54142,1934,0.44875,326.25,27055,1169,0.45325,324,962,0.4555,312.5,1382,53.16666667,37.43315508,55.44554455,3.99573788,0.43,0.65,0.719817768,22
584,108,42,0.417,0.4425,312,315,309,47149,1620,0.44825,328,26332,1104,0.44975,317,903,0.446,323,1253,40.66666667,39.34977578,72.52747253,3.376906318,0.23,0.4,0.77293578,23
585,106,38,0.417,0.4525,312,316,316,55572,1746,0.44725,308.5,22104,872,0.45025,319.25,901,0.457,322,1060,48,28.66449511,53.80434783,3.553299492,0.24,0.25,0.70246085,24
586,95,106,0.421,0.44225,312,319,308,48628,1624,0.4415,313.75,22168,936,0.4405,311.25,831,0.4425,302,1082,45.83333333,30.91537133,55.08982036,2.595051298,0.31,0.62,0.659142212,24
587,109,83,0.409,0.44575,312,319,310,47117,1493,0.45575,323.75,22554,905,0.451,313.75,742,0.4485,321.5,1407,37.66666667,38.27092511,68.61702128,2.542841349,0.2,0.52,0.794642857,20
588,108,40,0.417,0.4505,312,313,325,50590,1738,0.463,323.75,24612,990,0.4535,330.75,980,0.454,310.5,1110,42.16666667,32.67273701,60.77348066,2.448775612,0.4,0.96,0.652968037,21
589,108,98,0.417,0.44,312,313,310,58965,1899,0.44425,307.5,20657,896,0.44075,315,900,0.4385,311,970,45.16666667,34.5890411,68.42105263,2.608695652,0.31,0.63,0.671232877,20
590,108,37,0.417,0.43475,312,312,316,51972,1785,0.42375,313.75,22811,882,0.4255,311.25,998,0.4265,307,1036,47.66666667,25.35294118,10.75697211,3.107344633,0.21,0.68,0.751162791,23
591,106,81,0.417,0.44325,312,312,308,48210,1564,0.43825,304.5,21541,856,0.447,306.25,863,0.45,309.5,1204,54.16666667,31.80515759,68.18181818,2.994011976,0.4,0.41,0.630044843,23
592,98,113,0.421,0.435,312,316,306,51788,1421,0.435325,312,28196,959,0.431,316.5,766,0.445,329,1488,51.66666667,29.67479675,56.32183908,3.317535545,0.31,0.68,0.645833333,26
593,109,90,0.409,0.44775,312,315,318,51554,1804,0.4435,313.25,19436,780,0.448,322.5,1169,0.444,322.5,1575,55,30.73420603,62.94117647,2.229299363,0.31,0.56,0.756818182,24
594,106,128,0.413,0.43,312,315,324,48178,1642,0.437,314,21252,817,0.43475,325.75,896,0.4305,316.5,1026,56.33333333,47.47126437,71.72774869,2.561183836,0.29,0.82,0.757719715,20
595,72,28,0.433,0.44175,312,315,314,49770,1577,0.43525,308,21573,788,0.43975,310.25,956,0.438,305.5,1054,69.16666667,23.52610893,42.85714286,1.905311778,0.41,0.58,0.657407407,20
596,109,45,0.417,0.45375,312,317,317,54801,1746,0.456,311.5,22859,821,0.45875,318.75,894,0.466,311,1292,46.66666667,32.31347289,56.59340659,2.850877193,0.35,1.04,0.586363636,20
597,108,140,0.409,0.443,312,316,310,48596,1521,0.438,306,17796,693,0.4454,309.5,905,0.4505,305,1246,36,37.9640045,66.10169492,2.652200121,0.27,0.89,0.774774775,20
598,105,61,0.417,0.44275,312,312,320,51779,1687,0.44225,310,23213,849,0.43775,312.25,852,0.4425,310.5,1312,40,31.84892897,63.0952381,3.229527105,0.34,0.85,0.727472527,20
599,106,43,0.417,0.44925,312,315,320,48226,1920,0.442,302.75,19821,850,0.4545,314.5,961,0.4535,314,1407,47.5,27.84448256,55.62130178,3.310430981,0.37,0.95,0.838074398,27
600,108,107,0.413,0.43925,312,313,311,51297,1846,0.44475,318.75,25125,970,0.442,318,934,0.449,307,1568,58.33333333,26.55016911,56.21621622,3.496503497,0.26,0.82,0.836689038,23
601,109,141,0.417,0.43358,312,319,320,49046,1906,0.43375,314.75,22104,970,0.43475,313.25,905,0.442,318,1494,52.83333333,29.68568102,57.64705882,2.972651605,0.29,0.46,0.743764172,22
602,108,106,0.417,0.436,312,314,312,47294,1619,0.44075,313,23406,971,0.442,310,830,0.447,311.5,1180,41.48333333,39.32960894,62.16216216,3.06122449,0.29,0.57,0.581018519,22
603,108,32,0.417,0.45,312,313,311,49834,1456,0.443,313,23470,896,0.4455,306.5,896,0.439,303,1046,42.33333333,22.41758242,45.65217391,2.25921522,0.27,0.58,0.507042254,22
604,108,101,0.413,0.4375,312,313,307,43088,1497,0.433,306,19098,919,0.4385,304.5,761,0.4455,314.5,984,56.33333333,33.39050886,61.32596685,4.318181818,0.21,0.62,0.784269663,21
605,102,31,0.415,0.463,312,317,323,58836,2034,0.45675,313.75,24885,1004,0.463,316.5,896,0.4715,317.5,1295,37.83333333,31.44618834,61.40350877,3.87409201,0.28,0.5,0.617521368,25
606,108,58,0.413,0.455,312,316,315,43902,1586,0.4455,317.25,21011,912,0.4465,319.75,800,0.457,317,1281,47.16666667,33.29639889,59.01639344,3.165298945,0.42,0.76,0.768018018,22
607,105,33,0.417,0.437,312,314,320,49721,1678,0.42875,305,19468,761,0.436,315.75,1001,0.4435,313.5,1533,47.66666667,32.58491652,57.06214689,2.826855124,0.23,0.72,0.724137931,25
608,103,39,0.417,0.4345,312,313,295,44111,1720,0.433,304,20239,844,0.44,300.75,808,0.451,312.5,1785,61.66666667,38.69688385,71.83908046,2.915451895,0.24,0.69,0.771167048,23
609,106,95,0.417,0.4515,312,316,318,54334,1918,0.44775,316.5,21428,877,0.4465,328,1087,0.4485,311,1656,50.16666667,38.71706758,74.70588235,2.241594022,0.29,0.84,0.736842105,20
610,80,59,0.425,0.43825,312,312,310,44336,1418,0.43025,304.5,22136,794,0.42875,322.75,880,0.434,318.5,1435,50.16666667,38.54282536,57.51295337,1.938187533,0.21,0.43,0.741935484,21
611,106,26,0.413,0.42875,312,316,296,43998,1582,0.4305,305,21541,802,0.43075,299.25,642,0.437,303,1176,45.33333333,31.60046729,49.0797546,3.823529412,0.32,0.45,0.692307692,22
612,108,12,0.413,0.4445,312,315,312,47953,1549,0.4465,325,28309,978,0.45645,319.5,900,0.455,317.5,1508,56.16666667,40.43047941,56.98324022,3.105590062,0.31,0.63,0.606334842,21
613,106,55,0.417,0.45125,312,313,323,48387,1923,0.45475,326.5,20376,966,0.45325,328.5,852,0.4635,330.5,1183,47.16666667,36.29873696,58.73015873,3.504928806,0.18,0.53,0.644396552,20
614,98,96,0.417,0.4365,311,313,317,55621,2174,0.436,314.25,26878,1040,0.4375,325.5,1057,0.448,326.5,1642,64.83333333,20.83798883,52.43243243,3.479177649,0.24,0.63,0.604651163,20
615,100,14,0.417,0.439,312,316,322,47891,1657,0.44,302.75,21622,1003,0.44,318.75,1064,0.442,320,1606,41.66666667,37.01007839,63.63636364,3.732162459,0.32,0.44,0.750572082,20
616,102,32,0.413,0.43925,312,313,317,50782,1458,0.4485,311,22602,696,0.4375,315.5,1027,0.4445,310.5,1155,61,32.93378995,65.29411765,2.967898243,0.3,0.75,0.727688787,21
617,106,95,0.417,0.43675,312,316,328,52631,1981,0.432,313.25,25399,1080,0.42975,316.75,901,0.4375,310,1600,56.33333333,29.64244521,56.90607735,4.337202199,0.37,0.68,0.585648148,20
618,80,48,0.433,0.44725,312,320,334,54383,1783,0.44975,323,30093,998,0.4505,332.5,1134,0.445,330,2002,69.13333333,18.61495845,34.5,6.568516421,0.15,0.3,0.583333333,22
619,104,63,0.425,0.44,312,314,321,48757,1550,0.4335,316,22634,1024,0.4385,323,924,0.4375,313,1516,57.5,33.10810811,57.83783784,2.618384401,0.29,0.72,0.881006865,20
620,108,119,0.417,0.42875,312,313,317,48564,1880,0.423,305.75,21059,877,0.41875,303.25,894,0.432,299,1155,53.83333333,30.1183432,58.43373494,3.29807094,0.36,0.6,0.838337182,23
621,106,26,0.425,0.44375,312,313,316,48001,1568,0.4405,310,23322,945,0.43975,307.25,950,0.444,306,1382,46.16666667,33.78995434,83.95061728,2.977232925,0.37,0.79,0.656750572,23
622,120,33,0.419,0.40975,306,306,302,46956,1790,0.4125,304.75,25174,1076,0.41025,306.25,824,0.426,313,1200,61.83333333,25.627554,54.49438202,4.171779141,0.34,0.56,0.725925926,11
623,90,57,0.425,0.43875,312,314,321,51924,1684,0.44525,315,18519,870,0.438,303.5,845,0.444,303,1558,56.16666667,39.41441441,54.45026178,2.259887006,0.21,0.56,0.662131519,20
624,95,104,0.425,0.42825,312,312,309,46780,1633,0.426,302.5,19612,842,0.428,310.25,910,0.4335,315.5,1362,54.83333333,29.16666667,61.17647059,2.315562736,0.48,0.48,0.738317757,20
625,106,79,0.417,0.4435,312,315,313,46506,1568,0.441,306.5,21702,926,0.43775,318,922,0.433,307,1365,58.18333333,35.38979248,66.28571429,3.357817419,0.29,0.61,0.702517162,23
626,102,22,0.417,0.44175,315,317,320,56328,2116,0.44325,320,27103,1101,0.443,321.5,1076,0.439,304.5,1222,64.56666667,32.97692741,69.78021978,3.896103896,0.41,0.65,0.690045249,25
627,98,48,0.417,0.42375,312,315,306,42150,1470,0.42575,313.5,19499,901,0.42475,308.5,897,0.4335,323.5,1813,60.16666667,26.96365768,1387.428571,3.179364127,0.35,0.64,0.779342723,20
628,102,166,0.417,0.43425,312,313,314,45590,1446,0.42875,304.5,18117,696,0.4335,309.75,751,0.4365,309,1060,45.83333333,34.15898618,59.1160221,2.20214568,0.28,0.8,0.728971963,20
629,102,11,0.421,0.4290525,312,315,307,52310,1687,0.43625,300.5,22731,796,0.43075,304.25,826,0.43,316.5,1250,39,35.98442714,63.33333333,3.382789318,0.23,0.56,0.557177616,22
630,98,21,0.417,0.4295,312,316,314,48644,1722,0.571333333,417.6666667,22420,833,0.43075,313.5,1015,0.4285,313,1572,63.66666667,38.08156232,50.53763441,1.714285714,0.33,0.57,0.779859485,20
631,100,41,0.417,0.4555,312,314,315,48580,1419,0.455,303.5,22296,772,0.4575,308.75,786,0.4535,293.5,886,51.5,33.53624792,62.5,1.97330238,0.41,0.79,0.655701754,20
632,100,87,0.417,0.4355,312,316,305,43548,1423,0.437,299.75,19483,807,0.439,307.5,882,0.434,299.5,1568,49,30.04587156,61.84971098,2.502910361,0.31,0.62,0.553287982,23
633,94,97,0.425,0.4215,312,312,297,43580,1516,0.424,298.5,20384,940,0.42425,307.5,887,0.428,299.5,1264,57,27.65196663,54.03726708,2.582582583,0.34,0.62,0.649411765,21
634,108,125,0.425,0.445,312,314,312,48371,1568,0.44425,305,21750,891,0.44375,313.5,887,0.4425,312,1040,47.83333333,26.51428571,54.11764706,3.085714286,0.44,0.68,0.838137472,20
635,110,128,0.425,0.44625,312,314,317,47664,1594,0.4505,315.5,22811,884,0.4395,322.25,905,0.4555,322.5,1064,40.33333333,26.23220153,62.29508197,2.625298329,0.44,0.83,0.789587852,21
636,96,75,0.421,0.43525,312,311,314,45494,1620,0.43475,311.25,20512,966,0.43875,306.75,943,0.438,305.5,1631,54.16666667,35.93450028,69.02173913,2.464985994,0.32,0.5,0.826789838,21
637,92,34,0.421,0.438,312,316,311,52100,1724,0.43825,306,23438,770,0.43775,311.75,688,0.4415,314,1841,56.5,26.19324796,56.21301775,3.669190448,0.31,0.8,0.592255125,20
638,95,85,0.421,0.44625,312,314,334,59334,2170,0.4455,316.25,25094,912,0.447,330.25,994,0.443,322,1470,66.16666667,23.63936229,52.54237288,2.956225128,0.32,0.5,0.606334842,20
639,104,106,0.417,0.4425,312,314,316,48258,1799,0.444,326,22795,989,0.44475,316.25,919,0.444,314,1421,53.33333333,38.73925501,62.30366492,2.514619883,0.38,0.66,0.965292842,20
640,104,92,0.421,0.43025,312,313,310,49126,1526,0.43025,311.75,24418,1003,0.4305,303.25,931,0.4295,300,1197,56.33333333,26.87981054,51.80722892,3.473945409,0.18,0.61,0.686363636,20
641,106,40,0.413,0.4465,312,315,309,47053,1668,0.44725,316.75,19050,761,0.45225,313.75,884,0.454,321,1558,33.16666667,32.25446429,63.12849162,3.429504627,0.41,0.5,0.827740492,22
642,105,97,0.413,0.43975,312,314,298,45638,1517,0.44225,309.5,21380,854,0.4425,313.25,810,0.4555,315,1190,35.66666667,24.8603352,49.46236559,4.332344214,0.37,0.77,0.919354839,20
643,102,36,0.421,0.4205,312,313,310,47374,1769,0.42125,299,19516,863,0.4215,306.5,873,0.4305,315,1554,37.83333333,27.27272727,55.75757576,3.013530135,0.31,0.74,0.847575058,21
644,105,27,0.421,0.437,312,311,311,46522,1678,0.4355,300,18214,842,0.44325,316.5,749,0.441,317,1158,48.5,33.66164542,62.20930233,2.537231109,0.33,0.6,0.647727273,20
645,98,23,0.421,0.432,312,313,302,43146,1382,0.42925,297.75,18551,747,0.434,310.5,901,0.432,295.5,1060,47.66666667,24.85448196,57.05882353,2.274052478,0.27,0.85,0.792147806,21
646,100,16,0.417,0.42925,312,314,308,46274,1519,0.43475,321.75,27682,1018,0.42875,310.5,850,0.4305,318,1180,69.5,20.92074592,53.33333333,3.341584158,0.36,0.76,0.642523364,19
647,100,66,0.417,0.423,312,312,298,44208,1608,0.42525,304.75,23690,980,0.42275,296.5,751,0.422,286.5,1316,68.16666667,27.34693878,53.59116022,2.89017341,0.38,0.6,0.557177616,22
648,102,19,0.417,0.42525,312,314,308,47245,1535,0.4185,311.25,24611,984,0.419,304.5,814,0.419,301.5,998,51.66666667,35.36299766,60.98901099,2.524630542,0.31,0.71,0.623287671,22
649,98,32,0.425,0.46625,312,312,315,50139,1561,0.467,314.25,23904,910,0.46525,316.5,838,0.467,304,1152,35.83333333,47.32662785,60.52631579,1.797752809,0.48,0.65,0.667396061,25
650,98,121,0.421,0.432,312,312,314,51747,1549,0.43525,312.75,26510,872,0.433,315.75,964,0.443,317.5,1113,56.25,32.49266862,49.7005988,2.857142857,0.5,0.22,0.824601367,21
651,98,25,0.421,0.424,313,315,306,42278,1433,0.424,307.25,19901,854,0.426,307.5,709,0.431,304,1046,61.68333333,37.33955659,68.13186813,2.923976608,0.27,0.69,0.700471698,22
652,88,17,0.429,0.44425,311,318,314,50548,1496,0.4435,311.75,24853,864,0.4465,315.25,772,0.4475,313,1330,47.5,26.15384615,54.54545455,3.281334051,0.46,0.91,0.74715262,20
653,90,95,0.421,0.42675,311,311,296,42970,1354,0.4245,294.25,19676,770,0.427,301,691,0.4275,287.5,1040,52.5,31.88073394,56.81818182,2.099580084,0.49,0.8,0.555288462,19
