ID,RecordNumber,Produces,Year,DaysOnLine,VolumeMCF,Time
754,39450,GAS,1967,306,29571,9
755,39450,GAS,1968,362,34936,10
756,39450,GAS,1969,364,30867,11
757,39450,GAS,1970,344,66486,12
758,39450,GAS,1971,362,56003,13
759,39450,GAS,1972,361,25732,14
760,39450,GAS,1973,367,32573,15
761,39450,GAS,1974,364,29775,16
762,39450,GAS,1975,357,29720,17
763,39450,GAS,1976,364,29363,18
764,39450,GAS,1977,290,23585,19
765,39450,GAS,1978,363,31972,20
766,39450,GAS,1979,362,32665,21
767,39455,GAS,1959,56,3026,1
768,39455,GAS,1960,364,18039,2
769,39455,GAS,1961,359,18608,3
770,39455,GAS,1962,361,18034,4
771,39455,GAS,1963,362,15332,5
772,39455,GAS,1964,357,14599,6
773,39455,GAS,1965,364,10911,7
774,39455,GAS,1966,366,10395,8
775,39455,GAS,1967,365,10843,9
776,39455,GAS,1968,236,6813,10
777,39455,GAS,1969,362,13045,11
778,39455,GAS,1970,369,15064,12
779,39455,GAS,1971,363,14638,13
780,39455,GAS,1972,361,15751,14
781,39455,GAS,1973,362,11599,15
782,39455,GAS,1974,364,12468,16
783,39455,GAS,1975,295,10397,17
784,39455,GAS,1976,362,13074,18
785,39455,GAS,1977,364,12004,19
786,39455,GAS,1978,364,12391,20
787,39455,GAS,1979,331,11440,21
788,39455,GAS,1980,362,13271,22
789,39470,GAS,1954,362,3190,1
790,39470,GAS,1955,369,3283,2
791,39470,GAS,1956,362,2942,3
792,39470,GAS,1957,362,3040,4
793,39470,GAS,1958,346,2872,5
794,39470,GAS,1959,366,2634,6
795,39470,GAS,1960,367,2669,7
796,39470,GAS,1961,355,2641,8
797,39470,GAS,1962,292,2046,9
798,39470,GAS,1963,364,2530,10
799,39470,GAS,1964,362,3685,11
800,39470,GAS,1965,313,2844,12
801,39470,GAS,1966,334,2601,13
802,39470,GAS,1967,364,2958,14
803,39470,GAS,1968,367,2723,15
804,39470,GAS,1969,367,2812,16
805,39470,GAS,1970,117,1618,17
806,39470,GAS,1971,356,4436,18
807,39494,GAS,1954,361,28502,1
808,39494,GAS,1955,327,48562,2
809,39494,GAS,1956,361,25127,3
810,39494,GAS,1957,351,24024,4
811,39494,GAS,1958,367,22244,5
812,39494,GAS,1959,313,17235,6
813,39494,GAS,1960,349,18478,7
814,39494,GAS,1961,361,19863,8
815,39494,GAS,1962,343,17478,9
816,39494,GAS,1963,320,13123,10
817,39494,GAS,1964,370,14486,11
818,39494,GAS,1965,361,16958,12
819,39494,GAS,1966,339,15363,13
820,39494,GAS,1967,330,13349,14
821,39494,GAS,1968,343,16004,15
822,39494,GAS,1969,351,13123,16
823,39494,GAS,1970,352,13289,17
824,39494,GAS,1971,319,12141,18
825,39494,GAS,1972,360,11767,19
826,39494,GAS,1973,348,11954,20
827,39494,GAS,1974,357,11355,21
828,39494,GAS,1975,365,10157,22
829,39494,GAS,1976,321,9172,23
830,39494,GAS,1977,276,8133,24
831,39494,GAS,1978,363,10987,25
832,39494,GAS,1979,362,11333,26
833,39494,GAS,1980,363,11042,27
834,39496,GAS,1954,357,20667,1
835,39496,GAS,1955,363,20304,2
836,39496,GAS,1956,365,17471,3
837,39496,GAS,1957,303,17060,4
838,39496,GAS,1958,362,21440,5
839,39496,GAS,1959,361,22192,6
840,39496,GAS,1960,320,19461,7
841,39496,GAS,1961,352,20883,8
842,39496,GAS,1962,319,21084,9
843,39496,GAS,1963,351,20487,10
844,39496,GAS,1964,350,21997,11
845,39496,GAS,1965,362,23350,12
846,39496,GAS,1966,201,19908,13
847,39496,GAS,1967,362,24321,14
848,39496,GAS,1968,343,16979,15
849,39496,GAS,1969,361,16804,16
850,39496,GAS,1970,338,17876,17
851,39496,GAS,1971,313,17573,18
852,39496,GAS,1972,334,21627,19
853,39496,GAS,1973,361,25894,20
854,39496,GAS,1974,369,19599,21
855,39496,GAS,1975,365,25609,22
856,39496,GAS,1976,355,25385,23
857,39496,GAS,1977,362,26565,24
858,39496,GAS,1978,330,21063,25
859,39496,GAS,1979,343,17403,26
860,39496,GAS,1980,321,20210,27
861,39496,GAS,1981,336,17128,28
862,39522,GAS,1978,272,12739,1
863,39522,GAS,1979,209,20051,2
864,39522,GAS,1980,161,8743,3
865,39527,GAS,1956,364,2224,1
866,39527,GAS,1957,362,2309,2
867,39527,GAS,1958,362,3067,3
868,39527,GAS,1959,362,3135,4
869,39527,GAS,1960,362,2301,5
870,39527,GAS,1961,369,2556,6
871,39527,GAS,1962,362,3010,7
872,39527,GAS,1963,364,3042,8
873,39527,GAS,1964,296,2418,9
874,39527,GAS,1965,293,3063,10
875,39527,GAS,1966,331,1291,11
876,39527,GAS,1967,367,3289,12
877,39527,GAS,1968,243,2355,13
878,39527,GAS,1969,362,2766,14
879,39527,GAS,1970,362,2741,15
880,39527,GAS,1971,362,3638,16
881,39527,GAS,1972,362,2662,17
882,39527,GAS,1973,361,2757,18
883,39527,GAS,1974,325,2632,19
884,39527,GAS,1975,364,2567,20
885,39527,GAS,1976,361,3900,21
886,39527,GAS,1977,363,4459,22
887,39527,GAS,1978,364,3609,23
888,39527,GAS,1979,279,3649,24
889,39527,GAS,1980,342,5053,25
890,39527,GAS,1981,112,2266,26
891,39530,GAS,1952,118,3770,1
892,39530,GAS,1953,0,0,2
893,39530,GAS,1954,368,9749,3
894,39530,GAS,1955,0,0,4
895,39530,GAS,1956,357,8139,5
896,39530,GAS,1957,199,7602,6
897,39530,GAS,1958,359,12635,7
898,39530,GAS,1959,365,10632,8
899,39530,GAS,1960,363,10435,9
900,39530,GAS,1961,365,8002,10
901,39530,GAS,1962,362,10637,11
902,39530,GAS,1963,361,10148,12
903,39530,GAS,1964,362,10197,13
904,39530,GAS,1965,363,11123,14
905,39530,GAS,1966,362,10732,15
906,39530,GAS,1967,367,10465,16
907,39530,GAS,1968,361,10118,17
908,39530,GAS,1969,364,10320,18
909,39530,GAS,1970,365,10642,19
910,39530,GAS,1971,361,10205,20
911,39530,GAS,1972,362,10829,21
912,39530,GAS,1973,362,12256,22
913,39530,GAS,1974,364,10894,23
914,39530,GAS,1975,365,9817,24
915,39530,GAS,1976,364,11507,25
916,39530,GAS,1977,362,10879,26
917,39530,GAS,1978,362,9721,27
918,39530,GAS,1979,328,0,28
919,39530,GAS,1980,334,4902,29
920,39531,GAS,1960,249,678,1
921,39531,GAS,1961,364,2561,2
922,39531,GAS,1962,362,3067,3
923,39531,GAS,1963,364,3226,4
924,39531,GAS,1964,367,3757,5
925,39531,GAS,1965,361,2821,6
926,39531,GAS,1966,300,3074,7
927,39531,GAS,1967,301,3531,8
928,39531,GAS,1968,339,3555,9
929,39531,GAS,1969,358,3838,10
930,39531,GAS,1970,360,3224,11
931,39531,GAS,1971,367,3397,12
932,39531,GAS,1972,358,3444,13
933,39531,GAS,1973,301,2815,14
934,39531,GAS,1974,363,3431,15
935,39531,GAS,1975,362,3505,16
936,39531,GAS,1976,370,3264,17
937,39531,GAS,1977,319,3672,18
938,39531,GAS,1978,362,4551,19
939,39531,GAS,1979,362,4560,20
940,39531,GAS,1980,187,2850,21
941,39550,GAS,1951,362,9207,1
942,39550,GAS,1952,362,9434,2
943,39550,GAS,1953,369,9991,3
944,39550,GAS,1954,364,9883,4
945,39550,GAS,1955,364,10595,5
946,39550,GAS,1956,362,13192,6
947,39550,GAS,1957,362,10082,7
948,39550,GAS,1958,361,11795,8
949,39550,GAS,1959,362,11367,9
950,39550,GAS,1960,366,6667,10
951,39550,GAS,1961,367,5989,11
952,39550,GAS,1962,365,7651,12
953,39550,GAS,1963,261,6299,13
954,39550,GAS,1964,314,2823,14
955,39550,GAS,1965,360,8001,15
956,39550,GAS,1966,326,8875,16
957,39550,GAS,1967,337,6427,17
958,39550,GAS,1968,199,5477,18
959,39550,GAS,1969,362,15493,19
960,39550,GAS,1970,362,16884,20
961,39550,GAS,1971,363,14582,21
962,39550,GAS,1972,367,15735,22
963,39550,GAS,1973,363,14616,23
964,39550,GAS,1974,365,17539,24
965,39550,GAS,1975,362,9947,25
966,39550,GAS,1976,364,10212,26
967,39550,GAS,1977,360,16071,27
968,39550,GAS,1978,359,18030,28
969,39550,GAS,1979,351,15175,29
970,39550,GAS,1980,362,19376,30
971,39550,GAS,1981,97,3167,31
972,39608,GAS,1943,26,3745,1
973,39608,GAS,1944,363,25446,2
974,39608,GAS,1945,363,34685,3
975,39608,GAS,1946,363,34796,4
976,39608,GAS,1947,363,45771,5
977,39608,GAS,1948,364,65003,6
978,39608,GAS,1949,364,25035,7
979,39608,GAS,1950,362,25727,8
980,39608,GAS,1951,357,35668,9
981,39608,GAS,1952,331,31168,10
982,39608,GAS,1953,363,24708,11
983,39608,GAS,1954,363,24633,12
984,39608,GAS,1955,359,34497,13
985,39608,GAS,1956,366,13478,14
986,39608,GAS,1957,368,11360,15
987,39608,GAS,1958,361,11855,16
988,39608,GAS,1959,362,13182,17
989,39608,GAS,1960,368,10370,18
990,39608,GAS,1961,348,10059,19
991,39608,GAS,1962,361,5925,20
992,39608,GAS,1963,362,8589,21
993,39608,GAS,1964,360,53397,22
994,39608,GAS,1965,362,48720,23
995,39608,GAS,1966,311,8365,24
996,39608,GAS,1967,362,11600,25
997,39608,GAS,1968,362,12961,26
998,39608,GAS,1969,371,14337,27
999,39608,GAS,1970,363,18251,28
1000,39608,GAS,1971,364,13950,29
1001,39608,GAS,1972,362,14980,30
1002,39608,GAS,1973,361,16416,31
1003,39608,GAS,1974,363,21073,32
1004,39608,GAS,1975,364,21235,33
1005,39608,GAS,1976,363,19849,34
1006,39608,GAS,1977,362,14814,35
1007,39608,GAS,1978,366,16185,36
1008,39608,GAS,1979,224,9783,37
1009,39608,GAS,1980,362,8352,38
1010,39608,GAS,1981,363,11163,39
1011,39632,GAS,1944,363,28336,1
1012,39632,GAS,1945,363,25590,2
1013,39632,GAS,1946,362,26242,3
1014,39632,GAS,1947,358,25488,4
1015,39632,GAS,1948,359,23417,5
1016,39632,GAS,1949,363,24181,6
1017,39632,GAS,1950,364,21945,7
1018,39632,GAS,1951,365,20850,8
1019,39632,GAS,1952,363,22280,9
1020,39632,GAS,1953,366,23493,10
1021,39632,GAS,1954,363,21070,11
1022,39632,GAS,1955,362,19545,12
1023,39632,GAS,1956,363,20694,13
1024,39632,GAS,1957,363,20577,14
1025,39632,GAS,1958,361,19577,15
1026,39632,GAS,1959,362,19809,16
1027,39632,GAS,1960,364,18738,17
1028,39632,GAS,1961,364,18513,18
1029,39632,GAS,1962,369,18513,19
1030,39632,GAS,1963,362,18038,20
1031,39632,GAS,1964,362,17942,21
1032,39632,GAS,1965,362,16450,22
1033,39632,GAS,1966,361,16843,23
1034,39632,GAS,1967,212,11507,24
1035,39632,GAS,1968,362,17129,25
1036,39632,GAS,1969,360,15071,26
1037,39632,GAS,1970,368,16757,27
1038,39632,GAS,1971,343,15756,28
1039,39632,GAS,1972,362,15075,29
1040,39632,GAS,1973,333,15002,30
1041,39632,GAS,1974,366,15187,31
1042,39632,GAS,1975,368,16455,32
1043,39632,GAS,1976,355,27433,33
1044,39632,GAS,1977,364,26712,34
1045,39632,GAS,1978,363,31752,35
1046,39632,GAS,1979,363,35517,36
1047,39632,GAS,1980,363,43098,37
1048,39632,GAS,1981,11,2057,38
1049,39678,GAS,1954,360,5951,1
1050,39678,GAS,1955,368,3927,2
1051,39678,GAS,1956,249,2941,3
1052,39678,GAS,1957,266,3079,4
1053,39678,GAS,1958,362,5396,5
1054,39678,GAS,1959,332,5034,6
1055,39678,GAS,1960,331,5920,7
1056,39678,GAS,1961,132,7179,8
1057,39678,GAS,1962,364,9124,9
1058,39678,GAS,1963,363,13844,10
1059,39678,GAS,1964,308,7131,11
1060,39678,GAS,1965,363,7884,12
1061,39678,GAS,1966,364,7254,13
1062,39678,GAS,1967,369,7802,14
1063,39678,GAS,1968,362,7067,15
1064,39678,GAS,1969,363,6057,16
1065,39678,GAS,1970,363,6282,17
1066,39678,GAS,1971,120,1937,18
1067,39678,GAS,1972,271,3211,19
1068,39678,GAS,1973,332,4712,20
1069,39678,GAS,1974,361,5929,21
1070,39678,GAS,1975,176,3697,22
1071,39678,GAS,1976,364,6238,23
1072,39678,GAS,1977,362,5738,24
1073,39678,GAS,1978,364,5483,25
1074,39678,GAS,1979,364,5118,26
1075,39678,GAS,1980,366,5399,27
1076,39678,GAS,1981,362,5132,28
1077,39777,GAS,1979,354,5096,1
1078,39777,GAS,1980,362,6174,2
1079,39777,GAS,1981,333,5100,3
1080,39777,GAS,1982,50,2200,4
1081,39777,GAS,1983,333,5040,5
1082,39777,GAS,1984,289,4110,6
1083,39937,GAS,1949,327,5375,1
1084,39937,GAS,1950,334,5095,2
1085,39937,GAS,1951,268,5500,3
1086,39937,GAS,1952,184,3602,4
1087,39937,GAS,1953,363,8042,5
1088,39937,GAS,1954,200,5105,6
1089,39937,GAS,1955,208,5565,7
1090,39937,GAS,1956,367,7100,8
1091,39937,GAS,1957,363,6463,9
1092,39937,GAS,1958,164,2641,10
1093,39937,GAS,1959,317,7193,11
1094,39937,GAS,1960,354,6441,12
1095,39937,GAS,1961,342,5782,13
1096,39937,GAS,1962,359,5889,14
1097,39937,GAS,1963,364,3383,15
1098,39937,GAS,1964,274,3211,16
1099,39937,GAS,1965,364,3420,17
1100,39937,GAS,1966,362,3188,18
1101,39937,GAS,1967,362,3527,19
1102,39937,GAS,1968,368,3710,20
1103,39937,GAS,1969,215,2686,21
1104,39937,GAS,1970,344,4217,22
1105,39937,GAS,1971,244,1901,23
1106,39937,GAS,1972,371,3769,24
1107,39937,GAS,1973,154,7038,25
1108,39937,GAS,1974,221,5159,26
1109,39937,GAS,1975,363,10325,27
1110,39937,GAS,1976,371,4554,28
1111,39937,GAS,1977,339,6117,29
1112,39937,GAS,1978,302,3879,30
1113,39937,GAS,1979,334,4305,31
1114,39937,GAS,1980,362,4967,32
1115,39943,GAS,1951,363,5662,1
1116,39943,GAS,1952,163,2547,2
1117,39943,GAS,1953,367,5080,3
1118,39943,GAS,1954,198,5287,4
1119,39943,GAS,1955,65,2826,5
1120,39943,GAS,1956,4,247,6
1121,39943,GAS,1957,360,6413,7
1122,39943,GAS,1958,253,4475,8
1123,39943,GAS,1959,183,3414,9
1124,39943,GAS,1960,371,4708,10
1125,39943,GAS,1961,274,3698,11
1126,39943,GAS,1962,362,4236,12
1127,39943,GAS,1963,364,2319,13
1128,39943,GAS,1964,334,4173,14
1129,39943,GAS,1965,364,3288,15
1130,39943,GAS,1966,335,2830,16
1131,39943,GAS,1967,340,4351,17
1132,39943,GAS,1968,334,4099,18
1133,39943,GAS,1969,341,4141,19
1134,39943,GAS,1970,327,4660,20
1135,39943,GAS,1971,340,4725,21
1136,39943,GAS,1972,359,4757,22
1137,39943,GAS,1973,356,5174,23
1138,39943,GAS,1974,316,5393,24
1139,39943,GAS,1975,362,3239,25
1140,39943,GAS,1976,369,3282,26
1141,39943,GAS,1977,362,3133,27
1142,39943,GAS,1978,364,2877,28
1143,39943,GAS,1979,364,4041,29
1144,39943,GAS,1980,274,3966,30
1145,40047,GAS,1980,274,5850,1
1146,40047,GAS,1981,68,2670,2
1147,40047,GAS,1982,356,3398,3
1148,40047,GAS,1983,316,3240,4
1149,40047,GAS,1984,292,3820,5
1150,40072,GAS,1947,358,61517,1
1151,40072,GAS,1948,334,50618,2
1152,40072,GAS,1949,363,54019,3
1153,40072,GAS,1950,355,48558,4
1154,40072,GAS,1951,334,45516,5
1155,40072,GAS,1952,365,48681,6
1156,40072,GAS,1953,366,44219,7
1157,40072,GAS,1954,361,42839,8
1158,40072,GAS,1955,362,42259,9
1159,40072,GAS,1956,315,40190,10
1160,40072,GAS,1957,315,42493,11
1161,40072,GAS,1958,359,42008,12
1162,40072,GAS,1959,341,39258,13
1163,40072,GAS,1960,314,38585,14
1164,40072,GAS,1961,342,33976,15
1165,40072,GAS,1962,362,35353,16
1166,40072,GAS,1963,320,31301,17
1167,40072,GAS,1964,352,31888,18
1168,40072,GAS,1965,352,29551,19
1169,40072,GAS,1966,317,27718,20
1170,40072,GAS,1967,348,27607,21
1171,40072,GAS,1968,362,26428,22
1172,40072,GAS,1969,363,24619,23
1173,40072,GAS,1970,365,24003,24
1174,40072,GAS,1971,363,23083,25
1175,40072,GAS,1972,367,24117,26
1176,40072,GAS,1973,366,20471,27
1177,40072,GAS,1974,286,9313,28
1178,40072,GAS,1975,366,15073,29
1179,40072,GAS,1976,346,62549,30
1180,40072,GAS,1977,348,70272,31
1181,40072,GAS,1978,358,82413,32
1182,40072,GAS,1979,362,92322,33
1183,40072,GAS,1980,364,123324,34
1184,40072,GAS,1981,47,17222,35
1185,40085,GAS,1974,366,42720,1
1186,40085,GAS,1975,30,827,2
1187,40085,GAS,1976,365,36820,3
1188,40085,GAS,1977,366,38553,4
1189,40085,GAS,1978,365,39410,5
1190,40085,GAS,1979,360,32179,6
1191,40085,GAS,1980,317,28100,7
1192,40085,GAS,1981,366,34005,8
1193,40085,GAS,1982,365,36010,9
1194,40085,GAS,1983,350,33320,10
1195,40201,GAS,1952,34,2382,1
1196,40201,GAS,1953,331,18692,2
1197,40201,GAS,1954,358,19655,3
1198,40201,GAS,1955,364,16389,4
1199,40201,GAS,1956,363,18037,5
1200,40201,GAS,1957,369,15311,6
1201,40201,GAS,1958,365,15960,7
1202,40201,GAS,1959,354,14259,8
1203,40201,GAS,1960,313,13134,9
1204,40201,GAS,1961,334,14216,10
1205,40201,GAS,1962,364,15562,11
1206,40201,GAS,1963,343,14349,12
1207,40201,GAS,1964,361,15046,13
1208,40201,GAS,1965,341,14222,14
1209,40201,GAS,1966,352,13431,15
1210,40201,GAS,1967,320,12516,16
1211,40201,GAS,1968,362,13931,17
1212,40201,GAS,1969,327,12033,18
1213,40201,GAS,1970,342,13961,19
1214,40201,GAS,1971,352,12314,20
1215,40201,GAS,1972,348,12377,21
1216,40201,GAS,1973,317,11527,22
1217,40201,GAS,1974,360,11651,23
1218,40201,GAS,1975,362,12024,24
1219,40201,GAS,1976,363,10981,25
1220,40201,GAS,1977,366,11984,26
1221,40201,GAS,1978,363,11652,27
1222,40201,GAS,1979,365,11868,28
1223,40201,GAS,1980,363,11881,29
1224,40201,GAS,1981,369,10697,30
1225,40221,GAS,1959,123,2316,1
1226,40221,GAS,1960,183,2024,2
1227,40221,GAS,1961,362,1096,3
1228,40221,GAS,1962,170,840,4
1229,40221,GAS,1963,266,723,5
1230,40221,GAS,1964,183,792,6
1231,40221,GAS,1965,203,1848,7
1232,40221,GAS,1966,255,2594,8
1233,40221,GAS,1967,230,950,9
1234,40221,GAS,1968,358,1337,10
1235,40221,GAS,1969,260,952,11
1236,40221,GAS,1970,177,831,12
1237,40221,GAS,1971,266,1084,13
1238,40221,GAS,1972,333,1368,14
1239,40221,GAS,1973,294,1587,15
1240,40221,GAS,1974,284,1338,16
1241,40221,GAS,1975,231,1520,17
1242,40221,GAS,1976,231,833,18
1243,40221,GAS,1977,343,828,19
1244,40221,GAS,1978,294,1107,20
1245,40287,GAS,1930,363,28143,1
1246,40287,GAS,1931,216,18326,2
1247,40287,GAS,1932,363,26725,3
1248,40287,GAS,1933,363,30057,4
1249,40287,GAS,1934,363,31276,5
1250,40287,GAS,1935,266,21721,6
1251,40287,GAS,1936,356,28731,7
1252,40287,GAS,1937,220,19632,8
1253,40287,GAS,1938,275,23859,9
1254,40287,GAS,1939,193,15877,10
1255,40287,GAS,1940,227,23393,11
1256,40287,GAS,1941,364,29103,12
1257,40287,GAS,1942,363,27484,13
1258,40287,GAS,1943,363,28222,14
1259,40287,GAS,1944,315,25953,15
1260,40287,GAS,1945,364,24559,16
1261,40287,GAS,1946,363,23897,17
1262,40287,GAS,1947,363,23311,18
1263,40287,GAS,1948,368,21059,19
1264,40287,GAS,1949,365,17592,20
1265,40287,GAS,1950,360,18611,21
1266,40287,GAS,1951,363,37207,22
1267,40287,GAS,1952,364,26679,23
1268,40287,GAS,1953,222,12618,24
1269,40287,GAS,1954,363,14222,25
1270,40287,GAS,1955,363,16909,26
1271,40287,GAS,1956,362,19027,27
1272,40287,GAS,1957,363,24203,28
1273,40287,GAS,1958,359,18361,29
1274,40287,GAS,1959,359,19551,30
1275,40287,GAS,1960,363,14317,31
1276,40287,GAS,1961,363,13429,32
1277,40287,GAS,1962,362,14783,33
1278,40287,GAS,1963,365,15969,34
1279,40287,GAS,1964,366,15191,35
1280,40287,GAS,1965,334,10741,36
1281,40287,GAS,1966,361,15939,37
1282,40287,GAS,1967,362,16308,38
1283,40287,GAS,1968,362,12843,39
1284,40287,GAS,1969,362,12335,40
1285,40287,GAS,1970,363,15303,41
1286,40287,GAS,1971,362,14813,42
1287,40287,GAS,1972,362,14364,43
1288,40287,GAS,1973,361,17613,44
1289,40287,GAS,1974,357,15142,45
1290,40287,GAS,1975,362,15918,46
1291,40287,GAS,1976,369,15713,47
1292,40287,GAS,1977,360,13806,48
1293,40287,GAS,1978,365,15081,49
1294,40287,GAS,1979,362,16483,50
1295,40288,GAS,1954,103,3374,1
1296,40288,GAS,1955,363,7820,2
1297,40288,GAS,1956,364,6663,3
1298,40288,GAS,1957,306,4300,4
1299,40288,GAS,1958,363,5763,5
1300,40288,GAS,1959,363,5923,6
1301,40288,GAS,1960,364,4107,7
1302,40288,GAS,1961,362,4477,8
1303,40288,GAS,1962,360,3084,9
1304,40288,GAS,1963,361,3748,10
1305,40288,GAS,1964,357,3435,11
1306,40288,GAS,1965,362,3519,12
1307,40288,GAS,1966,369,1717,13
1308,40288,GAS,1967,360,3496,14
1309,40288,GAS,1968,362,2955,15
1310,40288,GAS,1969,273,9,16
1311,40288,GAS,1970,273,0,17
1312,40288,GAS,1971,334,512,18
1313,40288,GAS,1972,333,10315,19
1314,40288,GAS,1973,362,10999,20
1315,40288,GAS,1974,364,14112,21
1316,40288,GAS,1975,362,11717,22
1317,40288,GAS,1976,364,16285,23
1318,40288,GAS,1977,299,23720,24
1319,40288,GAS,1978,362,0,25
1320,40288,GAS,1979,273,0,26
1321,40288,GAS,1980,273,0,27
1322,40572,GAS,1952,368,44066,1
1323,40572,GAS,1953,366,55129,2
1324,40572,GAS,1954,364,35644,3
1325,40572,GAS,1955,324,29774,4
1326,40572,GAS,1956,363,27243,5
1327,40572,GAS,1957,367,25316,6
1328,40572,GAS,1958,352,33458,7
1329,40572,GAS,1959,362,41424,8
1330,40572,GAS,1960,365,42414,9
1331,40572,GAS,1961,364,29802,10
1332,40572,GAS,1962,362,34612,11
1333,40572,GAS,1963,362,40312,12
1334,40572,GAS,1964,364,50453,13
1335,40572,GAS,1965,371,48431,14
1336,40572,GAS,1966,364,43894,15
1337,40572,GAS,1967,363,54052,16
1338,40572,GAS,1968,324,53731,17
1339,40572,GAS,1969,327,56567,18
1340,40572,GAS,1970,362,61846,19
1341,40572,GAS,1971,362,57732,20
1342,40572,GAS,1972,362,68159,21
1343,40572,GAS,1973,346,68984,22
1344,40572,GAS,1974,366,69468,23
1345,40572,GAS,1975,365,74163,24
1346,40572,GAS,1976,362,80009,25
1347,40572,GAS,1977,362,85253,26
1348,40572,GAS,1978,362,90843,27
1349,40572,GAS,1979,358,113399,28
1350,40572,GAS,1980,358,125447,29
1351,40572,GAS,1981,271,163081,30
1352,40595,GAS,1976,217,13300,1
1353,40595,GAS,1977,337,14310,2
1354,40595,GAS,1978,355,9488,3
1355,40595,GAS,1979,345,20076,4
1356,40595,GAS,1980,322,15860,5
1357,40595,GAS,1981,332,19160,6
1358,40595,GAS,1982,335,20710,7
1359,40595,GAS,1983,317,22650,8
1360,40616,GAS,1945,363,22890,1
1361,40616,GAS,1946,362,22371,2
1362,40616,GAS,1947,359,21116,3
1363,40616,GAS,1948,359,19776,4
1364,40616,GAS,1949,363,20445,5
1365,40616,GAS,1950,361,19939,6
1366,40616,GAS,1951,362,19228,7
1367,40616,GAS,1952,351,18435,8
1368,40616,GAS,1953,367,17752,9
1369,40616,GAS,1954,368,17223,10
1370,40616,GAS,1955,361,16551,11
1371,40616,GAS,1956,360,16036,12
1372,40616,GAS,1957,339,14892,13
1373,40616,GAS,1958,362,15066,14
1374,40616,GAS,1959,362,15124,15
1375,40616,GAS,1960,367,14187,16
1376,40616,GAS,1961,364,14731,17
1377,40616,GAS,1962,371,14222,18
1378,40616,GAS,1963,360,13454,19
1379,40616,GAS,1964,361,13529,20
1380,40616,GAS,1965,362,13223,21
1381,40616,GAS,1966,364,13160,22
1382,40616,GAS,1967,365,12547,23
1383,40616,GAS,1968,362,12839,24
1384,40616,GAS,1969,355,11665,25
1385,40616,GAS,1970,365,12056,26
1386,40616,GAS,1971,365,11620,27
1387,40616,GAS,1972,366,11889,28
1388,40616,GAS,1973,363,11491,29
1389,40616,GAS,1974,369,11431,30
1390,40616,GAS,1975,361,10087,31
1391,40616,GAS,1976,360,24711,32
1392,40616,GAS,1977,363,24197,33
1393,40616,GAS,1978,364,25947,34
1394,40616,GAS,1979,363,28664,35
1395,40616,GAS,1980,363,34877,36
1396,40616,GAS,1981,47,6573,37
1397,40625,GAS,1941,360,3571,1
1398,40625,GAS,1942,349,4109,2
1399,40625,GAS,1943,363,5809,3
1400,40625,GAS,1944,362,4487,4
1401,40625,GAS,1945,353,4344,5
1402,40625,GAS,1946,365,4756,6
1403,40625,GAS,1947,358,4348,7
1404,40625,GAS,1948,362,4907,8
1405,40625,GAS,1949,365,4661,9
1406,40625,GAS,1950,364,5166,10
1407,40625,GAS,1951,362,4791,11
1408,40625,GAS,1952,362,4566,12
1409,40625,GAS,1953,362,5424,13
1410,40625,GAS,1954,371,4136,14
1411,40625,GAS,1955,68,3483,15
1412,40625,GAS,1956,360,6800,16
1413,40625,GAS,1957,362,6738,17
1414,40625,GAS,1958,363,8035,18
1415,40625,GAS,1959,362,10960,19
1416,40625,GAS,1960,210,5849,20
1417,40625,GAS,1961,367,9540,21
1418,40625,GAS,1962,363,7318,22
1419,40625,GAS,1963,362,8437,23
1420,40625,GAS,1964,363,10285,24
1421,40625,GAS,1965,359,9922,25
1422,40625,GAS,1966,359,9045,26
1423,40625,GAS,1967,359,5252,27
1424,40625,GAS,1968,364,6661,28
1425,40625,GAS,1969,359,5941,29
1426,40625,GAS,1970,361,6458,30
1427,40625,GAS,1971,362,5931,31
1428,40625,GAS,1972,363,25281,32
1429,40625,GAS,1973,194,12030,33
1430,40625,GAS,1974,363,14407,34
1431,40625,GAS,1975,312,13438,35
1432,40625,GAS,1976,348,16251,36
1433,40625,GAS,1977,364,19848,37
1434,40625,GAS,1978,363,12047,38
1435,40625,GAS,1979,364,13443,39
1436,40625,GAS,1980,219,7688,40
1437,40625,GAS,1981,362,12568,41
1438,40628,GAS,1942,365,41119,1
1439,40628,GAS,1943,355,44723,2
1440,40628,GAS,1944,362,46412,3
1441,40628,GAS,1945,364,40356,4
1442,40628,GAS,1946,363,45356,5
1443,40628,GAS,1947,363,45645,6
1444,40628,GAS,1948,362,39097,7
1445,40628,GAS,1949,365,44123,8
1446,40628,GAS,1950,333,34415,9
1447,40628,GAS,1951,108,77800,10
1448,40628,GAS,1952,364,47143,11
1449,40628,GAS,1953,369,49975,12
1450,40628,GAS,1954,357,45212,13
1451,40628,GAS,1955,362,42429,14
1452,40628,GAS,1956,362,42949,15
1453,40628,GAS,1957,363,113174,16
1454,40628,GAS,1958,363,122327,17
