,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
415,Dallas County, AL,01047,2000,2000,,46365,,,,,,
416,Dallas County, AL,01047,2001,2001,,46132,,,,,,
417,Dallas County, AL,01047,2002,2002,,45377,,,,,,
418,Dallas County, AL,01047,2003,2003,,45170,,,,,,
419,Dallas County, AL,01047,2004,2004,,44795,,,,,,
420,Dallas County, AL,01047,2005,2005,,44434,,,,,,
421,Dallas County, AL,01047,2006,2006,,44323,,,,,,
422,Dallas County, AL,01047,2007,2007,,44194,,,,,,
423,Dallas County, AL,01047,2008,2008,,44265,,,,,,
424,Dallas County, AL,01047,2009,2009,,43759,,,,,,
425,Dallas County, AL,01047,2010,2010,,43820,,,,,,
426,Dallas County, AL,01047,2011,2011,,43207,,,,,,
427,Dallas County, AL,01047,2012,2012,,42748,,,,,,
428,Dallas County, AL,01047,2013,2013,,41950,,,,,,
429,Dallas County, AL,01047,2014,2014,,41532,,,,,,
430,Dallas County, AL,01047,2015,2015,,40893,,,,,,
431,Dallas County, AL,01047,2016,2016,,40008,,,,,,
432,DeKalb County, AL,01049,1999,1999,,63593,,,,,,
433,DeKalb County, AL,01049,2000,2000,,64452,,,,,,
434,DeKalb County, AL,01049,2001,2001,,65678,,,,,,
435,DeKalb County, AL,01049,2002,2002,,65861,,,,,,
436,DeKalb County, AL,01049,2003,2003,,66530,,,,,,
437,DeKalb County, AL,01049,2004,2004,,67260,,,,,,
438,DeKalb County, AL,01049,2005,2005,,67794,,,,,,
439,DeKalb County, AL,01049,2006,2006,,68495,,,,,,
440,DeKalb County, AL,01049,2007,2007,11,69450,15.8 (Unreliable),7.9,28.3,15.8 (Unreliable),7.9,28.2
441,DeKalb County, AL,01049,2008,2008,11,70228,15.7 (Unreliable),7.8,28.0,15.4 (Unreliable),7.7,27.5
442,DeKalb County, AL,01049,2009,2009,14,70864,19.8 (Unreliable),10.8,33.1,19.6 (Unreliable),10.7,32.8
443,DeKalb County, AL,01049,2010,2010,,71109,,,,,,
444,DeKalb County, AL,01049,2011,2011,11,71389,15.4 (Unreliable),7.7,27.6,15.9 (Unreliable),7.9,28.5
445,DeKalb County, AL,01049,2012,2012,16,70961,22.5 (Unreliable),12.9,36.6,20.9 (Unreliable),11.7,34.4
446,DeKalb County, AL,01049,2013,2013,23,70882,32.4,20.6,48.7,32.8,20.6,49.7
447,DeKalb County, AL,01049,2014,2014,,70947,,,,,,
448,DeKalb County, AL,01049,2015,2015,19,70996,26.8 (Unreliable),16.1,41.8,24.9 (Unreliable),14.7,39.3
449,DeKalb County, AL,01049,2016,2016,18,70900,25.4 (Unreliable),15.0,40.1,27.6 (Unreliable),16.1,44.2
450,Elmore County, AL,01051,1999,1999,,64668,,,,,,
451,Elmore County, AL,01051,2000,2000,,65874,,,,,,
452,Elmore County, AL,01051,2001,2001,,67459,,,,,,
453,Elmore County, AL,01051,2002,2002,,68659,,,,,,
454,Elmore County, AL,01051,2003,2003,,69935,,,,,,
455,Elmore County, AL,01051,2004,2004,,71018,,,,,,
456,Elmore County, AL,01051,2005,2005,,72978,,,,,,
457,Elmore County, AL,01051,2006,2006,,75246,,,,,,
458,Elmore County, AL,01051,2007,2007,,77124,,,,,,
459,Elmore County, AL,01051,2008,2008,,77698,,,,,,
460,Elmore County, AL,01051,2009,2009,,78632,,,,,,
461,Elmore County, AL,01051,2010,2010,,79303,,,,,,
462,Elmore County, AL,01051,2011,2011,,80030,,,,,,
463,Elmore County, AL,01051,2012,2012,,80291,,,,,,
464,Elmore County, AL,01051,2013,2013,,80661,,,,,,
465,Elmore County, AL,01051,2014,2014,10,80794,12.4 (Unreliable),5.9,22.8,12.4 (Unreliable),6.0,22.9
466,Elmore County, AL,01051,2015,2015,,81238,,,,,,
467,Elmore County, AL,01051,2016,2016,,81799,,,,,,
468,Escambia County, AL,01053,1999,1999,,38336,,,,,,
469,Escambia County, AL,01053,2000,2000,,38440,,,,,,
470,Escambia County, AL,01053,2001,2001,,38197,,,,,,
471,Escambia County, AL,01053,2002,2002,,38035,,,,,,
472,Escambia County, AL,01053,2003,2003,,37796,,,,,,
473,Escambia County, AL,01053,2004,2004,,37713,,,,,,
474,Escambia County, AL,01053,2005,2005,,37601,,,,,,
475,Escambia County, AL,01053,2006,2006,,37673,,,,,,
476,Escambia County, AL,01053,2007,2007,,37839,,,,,,
477,Escambia County, AL,01053,2008,2008,,37929,,,,,,
478,Escambia County, AL,01053,2009,2009,17,38249,44.4 (Unreliable),25.9,71.2,41.5 (Unreliable),23.7,67.3
479,Escambia County, AL,01053,2010,2010,10,38319,26.1 (Unreliable),12.5,48.0,25.0 (Unreliable),12.0,46.0
480,Escambia County, AL,01053,2011,2011,16,38227,41.9 (Unreliable),23.9,68.0,43.0 (Unreliable),24.6,69.9
481,Escambia County, AL,01053,2012,2012,,38063,,,,,,
482,Escambia County, AL,01053,2013,2013,13,37877,34.3 (Unreliable),18.3,58.7,27.8 (Unreliable),14.8,47.5
483,Escambia County, AL,01053,2014,2014,13,37878,34.3 (Unreliable),18.3,58.7,32.9 (Unreliable),17.0,57.4
484,Escambia County, AL,01053,2015,2015,,37827,,,,,,
485,Escambia County, AL,01053,2016,2016,,37728,,,,,,
486,Etowah County, AL,01055,1999,1999,,104002,,,,,,
487,Etowah County, AL,01055,2000,2000,10,103459,9.7 (Unreliable),4.6,17.8,10.3 (Unreliable),4.9,19.0
488,Etowah County, AL,01055,2001,2001,,102976,,,,,,
489,Etowah County, AL,01055,2002,2002,,102988,,,,,,
490,Etowah County, AL,01055,2003,2003,10,103025,9.7 (Unreliable),4.7,17.9,9.7 (Unreliable),4.7,17.9
491,Etowah County, AL,01055,2004,2004,,103080,,,,,,
492,Etowah County, AL,01055,2005,2005,11,103174,10.7 (Unreliable),5.3,19.1,11.3 (Unreliable),5.7,20.3
493,Etowah County, AL,01055,2006,2006,10,103528,9.7 (Unreliable),4.6,17.8,9.8 (Unreliable),4.7,18.0
494,Etowah County, AL,01055,2007,2007,13,103893,12.5 (Unreliable),6.7,21.4,13.9 (Unreliable),7.4,23.7
495,Etowah County, AL,01055,2008,2008,20,104206,19.2,11.7,29.6,21.3,13.0,32.9
496,Etowah County, AL,01055,2009,2009,15,104239,14.4 (Unreliable),8.1,23.7,15.5 (Unreliable),8.7,25.5
497,Etowah County, AL,01055,2010,2010,12,104430,11.5 (Unreliable),5.9,20.1,11.5 (Unreliable),6.0,20.2
498,Etowah County, AL,01055,2011,2011,15,104236,14.4 (Unreliable),8.1,23.7,15.8 (Unreliable),8.8,26.0
499,Etowah County, AL,01055,2012,2012,,104215,,,,,,
500,Etowah County, AL,01055,2013,2013,21,103790,20.2,12.5,30.9,20.2,12.3,31.1
501,Etowah County, AL,01055,2014,2014,18,103371,17.4 (Unreliable),10.3,27.5,18.7 (Unreliable),10.9,30.0
502,Etowah County, AL,01055,2015,2015,22,102873,21.4,13.4,32.4,23.1,14.3,35.3
503,Etowah County, AL,01055,2016,2016,15,102564,14.6 (Unreliable),8.2,24.1,14.0 (Unreliable),7.7,23.5
504,Fayette County, AL,01057,1999,1999,,18496,,,,,,
505,Fayette County, AL,01057,2000,2000,,18495,,,,,,
506,Fayette County, AL,01057,2001,2001,,18384,,,,,,
507,Fayette County, AL,01057,2002,2002,,18278,,,,,,
508,Fayette County, AL,01057,2003,2003,,18178,,,,,,
509,Fayette County, AL,01057,2004,2004,,18022,,,,,,
510,Fayette County, AL,01057,2005,2005,,18030,,,,,,
511,Fayette County, AL,01057,2006,2006,,17767,,,,,,
512,Fayette County, AL,01057,2007,2007,,17523,,,,,,
513,Fayette County, AL,01057,2008,2008,,17541,,,,,,
514,Fayette County, AL,01057,2009,2009,,17310,,,,,,
515,Fayette County, AL,01057,2010,2010,,17241,,,,,,
516,Fayette County, AL,01057,2011,2011,,17063,,,,,,
517,Fayette County, AL,01057,2012,2012,,16966,,,,,,
518,Fayette County, AL,01057,2013,2013,,16858,,,,,,
519,Fayette County, AL,01057,2014,2014,,16821,,,,,,
520,Fayette County, AL,01057,2015,2015,,16723,,,,,,
521,Fayette County, AL,01057,2016,2016,,16546,,,,,,
522,Franklin County, AL,01059,1999,1999,,31163,,,,,,
523,Franklin County, AL,01059,2000,2000,,31223,,,,,,
524,Franklin County, AL,01059,2001,2001,,31190,,,,,,
525,Franklin County, AL,01059,2002,2002,,30891,,,,,,
526,Franklin County, AL,01059,2003,2003,,30874,,,,,,
527,Franklin County, AL,01059,2004,2004,,30768,,,,,,
528,Franklin County, AL,01059,2005,2005,,30968,,,,,,
529,Franklin County, AL,01059,2006,2006,,31134,,,,,,
530,Franklin County, AL,01059,2007,2007,,31004,,,,,,
531,Franklin County, AL,01059,2008,2008,,31459,,,,,,
532,Franklin County, AL,01059,2009,2009,,31589,,,,,,
533,Franklin County, AL,01059,2010,2010,,31704,,,,,,
534,Franklin County, AL,01059,2011,2011,,31734,,,,,,
535,Franklin County, AL,01059,2012,2012,,31652,,,,,,
536,Franklin County, AL,01059,2013,2013,10,31505,31.7 (Unreliable),15.2,58.4,31.1 (Unreliable),14.9,57.2
537,Franklin County, AL,01059,2014,2014,,31540,,,,,,
538,Franklin County, AL,01059,2015,2015,,31542,,,,,,
539,Franklin County, AL,01059,2016,2016,,31628,,,,,,
540,Geneva County, AL,01061,1999,1999,,25585,,,,,,
541,Geneva County, AL,01061,2000,2000,,25764,,,,,,
542,Geneva County, AL,01061,2001,2001,,25565,,,,,,
543,Geneva County, AL,01061,2002,2002,,25580,,,,,,
544,Geneva County, AL,01061,2003,2003,,25702,,,,,,
545,Geneva County, AL,01061,2004,2004,,25772,,,,,,
546,Geneva County, AL,01061,2005,2005,,25988,,,,,,
547,Geneva County, AL,01061,2006,2006,,26271,,,,,,
548,Geneva County, AL,01061,2007,2007,,26322,,,,,,
549,Geneva County, AL,01061,2008,2008,,26646,,,,,,
550,Geneva County, AL,01061,2009,2009,,26653,,,,,,
551,Geneva County, AL,01061,2010,2010,,26790,,,,,,
552,Geneva County, AL,01061,2011,2011,,26843,,,,,,
553,Geneva County, AL,01061,2012,2012,,27012,,,,,,
554,Geneva County, AL,01061,2013,2013,,26754,,,,,,
555,Geneva County, AL,01061,2014,2014,,26688,,,,,,
556,Geneva County, AL,01061,2015,2015,,26755,,,,,,
557,Geneva County, AL,01061,2016,2016,,26614,,,,,,
558,Greene County, AL,01063,1999,1999,,10004,,,,,,
559,Greene County, AL,01063,2000,2000,,9974,,,,,,
560,Greene County, AL,01063,2001,2001,,9866,,,,,,
561,Greene County, AL,01063,2002,2002,,9893,,,,,,
562,Greene County, AL,01063,2003,2003,,9805,,,,,,
563,Greene County, AL,01063,2004,2004,,9686,,,,,,
564,Greene County, AL,01063,2005,2005,,9675,,,,,,
565,Greene County, AL,01063,2006,2006,,9361,,,,,,
566,Greene County, AL,01063,2007,2007,,9385,,,,,,
567,Greene County, AL,01063,2008,2008,,9359,,,,,,
568,Greene County, AL,01063,2009,2009,,9182,,,,,,
569,Greene County, AL,01063,2010,2010,,9045,,,,,,
570,Greene County, AL,01063,2011,2011,,8926,,,,,,
571,Greene County, AL,01063,2012,2012,,8837,,,,,,
572,Greene County, AL,01063,2013,2013,,8702,,,,,,
573,Greene County, AL,01063,2014,2014,,8525,,,,,,
574,Greene County, AL,01063,2015,2015,,8450,,,,,,
575,Greene County, AL,01063,2016,2016,,8422,,,,,,
576,Hale County, AL,01065,1999,1999,,16982,,,,,,
577,Hale County, AL,01065,2000,2000,,17185,,,,,,
578,Hale County, AL,01065,2001,2001,,17868,,,,,,
579,Hale County, AL,01065,2002,2002,,17376,,,,,,
580,Hale County, AL,01065,2003,2003,,17116,,,,,,
581,Hale County, AL,01065,2004,2004,,16765,,,,,,
582,Hale County, AL,01065,2005,2005,,16622,,,,,,
583,Hale County, AL,01065,2006,2006,,16427,,,,,,
584,Hale County, AL,01065,2007,2007,,16418,,,,,,
585,Hale County, AL,01065,2008,2008,,16260,,,,,,
586,Hale County, AL,01065,2009,2009,,16025,,,,,,
587,Hale County, AL,01065,2010,2010,,15760,,,,,,
588,Hale County, AL,01065,2011,2011,,15377,,,,,,
589,Hale County, AL,01065,2012,2012,,15393,,,,,,
590,Hale County, AL,01065,2013,2013,,15293,,,,,,
591,Hale County, AL,01065,2014,2014,,15081,,,,,,
592,Hale County, AL,01065,2015,2015,,15075,,,,,,
593,Hale County, AL,01065,2016,2016,,14952,,,,,,
594,Henry County, AL,01067,1999,1999,,16129,,,,,,
595,Henry County, AL,01067,2000,2000,,16310,,,,,,
596,Henry County, AL,01067,2001,2001,,16358,,,,,,
597,Henry County, AL,01067,2002,2002,,16447,,,,,,
598,Henry County, AL,01067,2003,2003,,16563,,,,,,
599,Henry County, AL,01067,2004,2004,,16692,,,,,,
600,Henry County, AL,01067,2005,2005,,16752,,,,,,
601,Henry County, AL,01067,2006,2006,,16953,,,,,,
602,Henry County, AL,01067,2007,2007,,17108,,,,,,
603,Henry County, AL,01067,2008,2008,,17129,,,,,,
604,Henry County, AL,01067,2009,2009,,17243,,,,,,
605,Henry County, AL,01067,2010,2010,,17302,,,,,,
606,Henry County, AL,01067,2011,2011,,17405,,,,,,
607,Henry County, AL,01067,2012,2012,,17237,,,,,,
608,Henry County, AL,01067,2013,2013,,17188,,,,,,
609,Henry County, AL,01067,2014,2014,,17156,,,,,,
610,Henry County, AL,01067,2015,2015,,17191,,,,,,
611,Henry County, AL,01067,2016,2016,,17164,,,,,,
612,Houston County, AL,01069,1999,1999,,88256,,,,,,
613,Houston County, AL,01069,2000,2000,,88787,,,,,,
614,Houston County, AL,01069,2001,2001,,89490,,,,,,
615,Houston County, AL,01069,2002,2002,,89940,,,,,,
616,Houston County, AL,01069,2003,2003,,91321,,,,,,
617,Houston County, AL,01069,2004,2004,,92593,,,,,,
618,Houston County, AL,01069,2005,2005,,93903,,,,,,
619,Houston County, AL,01069,2006,2006,,95846,,,,,,
620,Houston County, AL,01069,2007,2007,10,97727,10.2 (Unreliable),4.9,18.8,10.9 (Unreliable),5.2,20.0
621,Houston County, AL,01069,2008,2008,13,99183,13.1 (Unreliable),7.0,22.4,13.6 (Unreliable),7.3,23.3
622,Houston County, AL,01069,2009,2009,11,100500,10.9 (Unreliable),5.5,19.6,11.5 (Unreliable),5.8,20.7
623,Houston County, AL,01069,2010,2010,13,101547,12.8 (Unreliable),6.8,21.9,13.2 (Unreliable),7.0,22.6
624,Houston County, AL,01069,2011,2011,13,102480,12.7 (Unreliable),6.8,21.7,13.5 (Unreliable),7.2,23.1
625,Houston County, AL,01069,2012,2012,10,103382,9.7 (Unreliable),4.6,17.8,10.2 (Unreliable),4.6,19.3
626,Houston County, AL,01069,2013,2013,20,103614,19.3,11.8,29.8,17.8,10.7,27.7
627,Houston County, AL,01069,2014,2014,13,104177,12.5 (Unreliable),6.6,21.3,13.5 (Unreliable),7.2,23.1
628,Houston County, AL,01069,2015,2015,13,104225,12.5 (Unreliable),6.6,21.3,12.0 (Unreliable),6.2,20.9
629,Houston County, AL,01069,2016,2016,,104056,,,,,,
630,Jackson County, AL,01071,1999,1999,,53433,,,,,,
631,Jackson County, AL,01071,2000,2000,,53926,,,,,,
632,Jackson County, AL,01071,2001,2001,,53997,,,,,,
633,Jackson County, AL,01071,2002,2002,,53758,,,,,,
634,Jackson County, AL,01071,2003,2003,,53711,,,,,,
635,Jackson County, AL,01071,2004,2004,,53525,,,,,,
636,Jackson County, AL,01071,2005,2005,,53332,,,,,,
637,Jackson County, AL,01071,2006,2006,,53483,,,,,,
638,Jackson County, AL,01071,2007,2007,,53333,,,,,,
639,Jackson County, AL,01071,2008,2008,,53525,,,,,,
640,Jackson County, AL,01071,2009,2009,,53461,,,,,,
641,Jackson County, AL,01071,2010,2010,,53227,,,,,,
642,Jackson County, AL,01071,2011,2011,,53275,,,,,,
643,Jackson County, AL,01071,2012,2012,13,53087,24.5 (Unreliable),13.0,41.9,25.2 (Unreliable),13.0,44.1
644,Jackson County, AL,01071,2013,2013,,52939,,,,,,
645,Jackson County, AL,01071,2014,2014,,52580,,,,,,
646,Jackson County, AL,01071,2015,2015,,52298,,,,,,
647,Jackson County, AL,01071,2016,2016,,52138,,,,,,
648,Jefferson County, AL,01073,1999,1999,34,662845,5.1,3.6,7.2,5.1,3.5,7.1
649,Jefferson County, AL,01073,2000,2000,47,662047,7.1,5.2,9.4,7.1,5.2,9.4
650,Jefferson County, AL,01073,2001,2001,46,660197,7.0,5.1,9.3,7.0,5.1,9.3
651,Jefferson County, AL,01073,2002,2002,47,657518,7.1,5.3,9.5,7.1,5.2,9.5
652,Jefferson County, AL,01073,2003,2003,46,657513,7.0,5.1,9.3,7.1,5.2,9.4
653,Jefferson County, AL,01073,2004,2004,54,656023,8.2,6.2,10.7,8.1,6.1,10.6
654,Jefferson County, AL,01073,2005,2005,51,654919,7.8,5.8,10.2,7.9,5.9,10.4
655,Jefferson County, AL,01073,2006,2006,65,655893,9.9,7.6,12.6,9.9,7.6,12.7
656,Jefferson County, AL,01073,2007,2007,80,655163,12.2,9.7,15.2,11.9,9.4,14.9
657,Jefferson County, AL,01073,2008,2008,75,656510,11.4,9.0,14.3,11.2,8.8,14.1
658,Jefferson County, AL,01073,2009,2009,95,658441,14.4,11.7,17.6,14.4,11.6,17.6
659,Jefferson County, AL,01073,2010,2010,60,658466,9.1,7.0,11.7,9.1,7.0,11.8
660,Jefferson County, AL,01073,2011,2011,85,657669,12.9,10.3,16.0,13.1,10.5,16.3
661,Jefferson County, AL,01073,2012,2012,72,657639,10.9,8.6,13.8,11.5,8.9,14.5
662,Jefferson County, AL,01073,2013,2013,96,658578,14.6,11.8,17.8,14.9,12.0,18.3
663,Jefferson County, AL,01073,2014,2014,175,659733,26.5,22.6,30.5,26.5,22.5,30.5
664,Jefferson County, AL,01073,2015,2015,164,660007,24.8,21.0,28.7,26.0,22.0,30.1
665,Jefferson County, AL,01073,2016,2016,200,659521,30.3,26.1,34.5,31.2,26.8,35.7
666,Lamar County, AL,01075,1999,1999,,15889,,,,,,
667,Lamar County, AL,01075,2000,2000,,15904,,,,,,
668,Lamar County, AL,01075,2001,2001,,15632,,,,,,
669,Lamar County, AL,01075,2002,2002,,15446,,,,,,
670,Lamar County, AL,01075,2003,2003,,15258,,,,,,
671,Lamar County, AL,01075,2004,2004,,15075,,,,,,
672,Lamar County, AL,01075,2005,2005,,15009,,,,,,
673,Lamar County, AL,01075,2006,2006,,14816,,,,,,
674,Lamar County, AL,01075,2007,2007,,14901,,,,,,
675,Lamar County, AL,01075,2008,2008,,14799,,,,,,
676,Lamar County, AL,01075,2009,2009,,14689,,,,,,
677,Lamar County, AL,01075,2010,2010,,14564,,,,,,
678,Lamar County, AL,01075,2011,2011,,14301,,,,,,
679,Lamar County, AL,01075,2012,2012,,14257,,,,,,
680,Lamar County, AL,01075,2013,2013,,14192,,,,,,
681,Lamar County, AL,01075,2014,2014,,14062,,,,,,
682,Lamar County, AL,01075,2015,2015,,13902,,,,,,
683,Lamar County, AL,01075,2016,2016,,13918,,,,,,
684,Lauderdale County, AL,01077,1999,1999,,87590,,,,,,
685,Lauderdale County, AL,01077,2000,2000,,87966,,,,,,
686,Lauderdale County, AL,01077,2001,2001,,87791,,,,,,
687,Lauderdale County, AL,01077,2002,2002,,87627,,,,,,
688,Lauderdale County, AL,01077,2003,2003,,88103,,,,,,
689,Lauderdale County, AL,01077,2004,2004,,88732,,,,,,
690,Lauderdale County, AL,01077,2005,2005,,89358,,,,,,
691,Lauderdale County, AL,01077,2006,2006,,90294,,,,,,
692,Lauderdale County, AL,01077,2007,2007,18,91107,19.8 (Unreliable),11.7,31.2,20.6 (Unreliable),12.0,32.9
693,Lauderdale County, AL,01077,2008,2008,18,92202,19.5 (Unreliable),11.6,30.9,17.9 (Unreliable),10.4,28.6
694,Lauderdale County, AL,01077,2009,2009,,92526,,,,,,
695,Lauderdale County, AL,01077,2010,2010,11,92709,11.9 (Unreliable),5.9,21.2,12.4 (Unreliable),6.0,22.9
696,Lauderdale County, AL,01077,2011,2011,12,92593,13.0 (Unreliable),6.7,22.6,12.3 (Unreliable),6.4,21.5
697,Lauderdale County, AL,01077,2012,2012,,92694,,,,,,
698,Lauderdale County, AL,01077,2013,2013,,92713,,,,,,
699,Lauderdale County, AL,01077,2014,2014,,93005,,,,,,
700,Lauderdale County, AL,01077,2015,2015,,92477,,,,,,
701,Lauderdale County, AL,01077,2016,2016,11,92318,11.9 (Unreliable),5.9,21.3,14.4 (Unreliable),7.2,25.9
702,Lawrence County, AL,01079,1999,1999,,34537,,,,,,
703,Lawrence County, AL,01079,2000,2000,,34803,,,,,,
704,Lawrence County, AL,01079,2001,2001,,34870,,,,,,
705,Lawrence County, AL,01079,2002,2002,,34698,,,,,,
706,Lawrence County, AL,01079,2003,2003,,34488,,,,,,
707,Lawrence County, AL,01079,2004,2004,,34318,,,,,,
708,Lawrence County, AL,01079,2005,2005,,34435,,,,,,
709,Lawrence County, AL,01079,2006,2006,,34028,,,,,,
710,Lawrence County, AL,01079,2007,2007,,34293,,,,,,
711,Lawrence County, AL,01079,2008,2008,,34196,,,,,,
712,Lawrence County, AL,01079,2009,2009,10,34315,29.1 (Unreliable),14.0,53.6,30.6 (Unreliable),14.7,56.3
713,Lawrence County, AL,01079,2010,2010,,34339,,,,,,
714,Lawrence County, AL,01079,2011,2011,,34052,,,,,,
715,Lawrence County, AL,01079,2012,2012,,33788,,,,,,
716,Lawrence County, AL,01079,2013,2013,,33570,,,,,,
717,Lawrence County, AL,01079,2014,2014,,33432,,,,,,
718,Lawrence County, AL,01079,2015,2015,,33133,,,,,,
719,Lawrence County, AL,01079,2016,2016,,33244,,,,,,
720,Lee County, AL,01081,1999,1999,,112898,,,,,,
721,Lee County, AL,01081,2000,2000,,115092,,,,,,
722,Lee County, AL,01081,2001,2001,,116819,,,,,,
723,Lee County, AL,01081,2002,2002,,118392,,,,,,
724,Lee County, AL,01081,2003,2003,,120071,,,,,,
725,Lee County, AL,01081,2004,2004,,122274,,,,,,
726,Lee County, AL,01081,2005,2005,,126133,,,,,,
727,Lee County, AL,01081,2006,2006,,129247,,,,,,
728,Lee County, AL,01081,2007,2007,,131934,,,,,,
729,Lee County, AL,01081,2008,2008,,134524,,,,,,
730,Lee County, AL,01081,2009,2009,11,138566,7.9 (Unreliable),4.0,14.2,8.6 (Unreliable),4.3,15.4
731,Lee County, AL,01081,2010,2010,,140247,,,,,,
732,Lee County, AL,01081,2011,2011,,144123,,,,,,
733,Lee County, AL,01081,2012,2012,10,148289,6.7 (Unreliable),3.2,12.4,7.0 (Unreliable),3.4,12.9
734,Lee County, AL,01081,2013,2013,10,151411,6.6 (Unreliable),3.2,12.1,8.2 (Unreliable),3.9,15.1
735,Lee County, AL,01081,2014,2014,12,154277,7.8 (Unreliable),4.0,13.6,9.0 (Unreliable),4.7,15.8
736,Lee County, AL,01081,2015,2015,17,156767,10.8 (Unreliable),6.3,17.4,12.4 (Unreliable),7.1,20.1
737,Lee County, AL,01081,2016,2016,,158991,,,,,,
738,Limestone County, AL,01083,1999,1999,,64880,,,,,,
739,Limestone County, AL,01083,2000,2000,,65676,,,,,,
740,Limestone County, AL,01083,2001,2001,,66936,,,,,,
741,Limestone County, AL,01083,2002,2002,,67677,,,,,,
742,Limestone County, AL,01083,2003,2003,,68578,,,,,,
743,Limestone County, AL,01083,2004,2004,,69593,,,,,,
744,Limestone County, AL,01083,2005,2005,,71303,,,,,,
745,Limestone County, AL,01083,2006,2006,,73651,,,,,,
746,Limestone County, AL,01083,2007,2007,,76063,,,,,,
747,Limestone County, AL,01083,2008,2008,14,78835,17.8 (Unreliable),9.7,29.8,16.8 (Unreliable),9.2,28.2
748,Limestone County, AL,01083,2009,2009,12,81326,14.8 (Unreliable),7.6,25.8,14.4 (Unreliable),7.4,25.2
749,Limestone County, AL,01083,2010,2010,14,82782,16.9 (Unreliable),9.2,28.4,17.8 (Unreliable),9.7,29.9
750,Limestone County, AL,01083,2011,2011,10,85571,11.7 (Unreliable),5.6,21.5,11.0 (Unreliable),5.3,20.2
751,Limestone County, AL,01083,2012,2012,,87368,,,,,,
752,Limestone County, AL,01083,2013,2013,,88904,,,,,,
753,Limestone County, AL,01083,2014,2014,,90640,,,,,,
754,Limestone County, AL,01083,2015,2015,,91622,,,,,,
755,Limestone County, AL,01083,2016,2016,,92753,,,,,,
756,Lowndes County, AL,01085,1999,1999,,13361,,,,,,
757,Lowndes County, AL,01085,2000,2000,,13473,,,,,,
758,Lowndes County, AL,01085,2001,2001,,13329,,,,,,
759,Lowndes County, AL,01085,2002,2002,,13231,,,,,,
760,Lowndes County, AL,01085,2003,2003,,12996,,,,,,
761,Lowndes County, AL,01085,2004,2004,,12623,,,,,,
762,Lowndes County, AL,01085,2005,2005,,12397,,,,,,
763,Lowndes County, AL,01085,2006,2006,,12124,,,,,,
764,Lowndes County, AL,01085,2007,2007,,11973,,,,,,
765,Lowndes County, AL,01085,2008,2008,,11813,,,,,,
766,Lowndes County, AL,01085,2009,2009,,11486,,,,,,
767,Lowndes County, AL,01085,2010,2010,,11299,,,,,,
768,Lowndes County, AL,01085,2011,2011,,11117,,,,,,
769,Lowndes County, AL,01085,2012,2012,,10835,,,,,,
770,Lowndes County, AL,01085,2013,2013,,10685,,,,,,
771,Lowndes County, AL,01085,2014,2014,,10524,,,,,,
772,Lowndes County, AL,01085,2015,2015,,10422,,,,,,
773,Lowndes County, AL,01085,2016,2016,,10358,,,,,,
774,Macon County, AL,01087,1999,1999,,24085,,,,,,
775,Macon County, AL,01087,2000,2000,,24105,,,,,,
